"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Private wage and salary workers","Maine","495,895","±3,302","76.70%","±0.4",2014
"Government workers","Maine","92,635","±1,888","14.30%","±0.3",2014
"Self-employed in own not incorporated business workers","Maine","57,026","±1,464","8.80%","±0.2",2014
"Unpaid family workers","Maine","882","±161","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Maryland","2,949,440","±7,115","2,949,440","(X)",2014
"Private wage and salary workers","Maryland","2,138,548","±8,354","72.50%","±0.2",2014
"Government workers","Maryland","665,509","±6,817","22.60%","±0.2",2014
"Self-employed in own not incorporated business workers","Maryland","141,958","±2,575","4.80%","±0.1",2014
"Unpaid family workers","Maryland","3,425","±416","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Massachusetts","3,354,036","±7,907","3,354,036","(X)",2014
"Private wage and salary workers","Massachusetts","2,721,510","±8,079","81.10%","±0.2",2014
"Government workers","Massachusetts","424,305","±4,713","12.70%","±0.1",2014
"Self-employed in own not incorporated business workers","Massachusetts","204,227","±2,929","6.10%","±0.1",2014
"Unpaid family workers","Massachusetts","3,994","±475","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Michigan","4,293,574","±9,941","4,293,574","(X)",2014
"Private wage and salary workers","Michigan","3,568,870","±8,673","83.10%","±0.1",2014
"Government workers","Michigan","497,231","±4,842","11.60%","±0.1",2014
"Self-employed in own not incorporated business workers","Michigan","220,195","±2,734","5.10%","±0.1",2014
"Unpaid family workers","Michigan","7,278","±500","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Minnesota","2,781,933","±5,549","2,781,933","(X)",2014
"Private wage and salary workers","Minnesota","2,277,942","±5,295","81.90%","±0.1",2014
"Government workers","Minnesota","339,841","±3,989","12.20%","±0.1",2014
"Self-employed in own not incorporated business workers","Minnesota","160,116","±2,219","5.80%","±0.1",2014
"Unpaid family workers","Minnesota","4,034","±424","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Mississippi","1,198,828","±5,237","1,198,828","(X)",2014
"Private wage and salary workers","Mississippi","900,431","±4,899","75.10%","±0.3",2014
"Government workers","Mississippi","229,169","±3,493","19.10%","±0.3",2014
"Self-employed in own not incorporated business workers","Mississippi","67,438","±2,094","5.60%","±0.2",2014
"Unpaid family workers","Mississippi","1,790","±294","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Missouri","2,779,991","±7,599","2,779,991","(X)",2014
"Private wage and salary workers","Missouri","2,249,943","±8,065","80.90%","±0.2",2014
"Government workers","Missouri","363,428","±4,624","13.10%","±0.2",2014
"Self-employed in own not incorporated business workers","Missouri","162,064","±2,808","5.80%","±0.1",2014
"Unpaid family workers","Missouri","4,556","±410","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Montana","481,119","±2,914","481,119","(X)",2014
"Private wage and salary workers","Montana","347,146","±3,170","72.20%","±0.5",2014
"Government workers","Montana","87,041","±1,758","18.10%","±0.4",2014
"Self-employed in own not incorporated business workers","Montana","44,668","±1,143","9.30%","±0.2",2014
"Unpaid family workers","Montana","2,264","±247","0.50%","±0.1",2014
"Civilian employed population 16 years and over","Nebraska","957,508","±2,956","957,508","(X)",2014
"Private wage and salary workers","Nebraska","750,686","±3,737","78.40%","±0.2",2014
"Government workers","Nebraska","137,885","±2,043","14.40%","±0.2",2014
"Self-employed in own not incorporated business workers","Nebraska","67,131","±1,272","7.00%","±0.1",2014
"Unpaid family workers","Nebraska","1,806","±243","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Nevada","1,240,614","±5,261","1,240,614","(X)",2014
"Private wage and salary workers","Nevada","1,020,788","±5,615","82.30%","±0.3",2014
"Government workers","Nevada","156,223","±3,206","12.60%","±0.3",2014
"Self-employed in own not incorporated business workers","Nevada","62,381","±2,055","5.00%","±0.2",2014
"Unpaid family workers","Nevada","1,222","±242","0.10%","±0.1",2014
"Civilian employed population 16 years and over","New Hampshire","693,329","±2,970","693,329","(X)",2014
"Private wage and salary workers","New Hampshire","546,908","±3,248","78.90%","±0.3",2014
"Government workers","New Hampshire","95,286","±2,062","13.70%","±0.3",2014
"Self-employed in own not incorporated business workers","New Hampshire","50,297","±1,447","7.30%","±0.2",2014
"Unpaid family workers","New Hampshire","838","±170","0.10%","±0.1",2014
"Civilian employed population 16 years and over","New Jersey","4,235,089","±9,776","4,235,089","(X)",2014
"Private wage and salary workers","New Jersey","3,429,937","±9,405","81.00%","±0.1",2014
"Government workers","New Jersey","599,894","±5,405","14.20%","±0.1",2014
"Self-employed in own not incorporated business workers","New Jersey","200,083","±2,915","4.70%","±0.1",2014
"Unpaid family workers","New Jersey","5,175","±497","0.10%","±0.1",2014
"Civilian employed population 16 years and over","New Mexico","875,947","±4,722","875,947","(X)",2014
"Private wage and salary workers","New Mexico","614,629","±4,945","70.20%","±0.4",2014
"Government workers","New Mexico","200,030","±3,310","22.80%","±0.4",2014
"Self-employed in own not incorporated business workers","New Mexico","59,461","±1,825","6.80%","±0.2",2014
"Unpaid family workers","New Mexico","1,827","±333","0.20%","±0.1",2014
"Civilian employed population 16 years and over","New York","9,137,540","±14,014","9,137,540","(X)",2014
"Private wage and salary workers","New York","7,124,686","±13,003","78.00%","±0.1",2014
"Government workers","New York","1,457,151","±10,016","15.90%","±0.1",2014
"Self-employed in own not incorporated business workers","New York","544,091","±6,217","6.00%","±0.1",2014
"Unpaid family workers","New York","11,612","±854","0.10%","±0.1",2014
"Civilian employed population 16 years and over","North Carolina","4,287,690","±11,214","4,287,690","(X)",2014
"Private wage and salary workers","North Carolina","3,381,549","±10,330","78.90%","±0.2",2014
"Government workers","North Carolina","651,270","±7,388","15.20%","±0.2",2014
"Self-employed in own not incorporated business workers","North Carolina","248,368","±3,711","5.80%","±0.1",2014
"Unpaid family workers","North Carolina","6,503","±520","0.20%","±0.1",2014
"Civilian employed population 16 years and over","North Dakota","379,972","±2,025","379,972","(X)",2014
"Private wage and salary workers","North Dakota","283,246","±2,434","74.50%","±0.5",2014
"Government workers","North Dakota","64,439","±1,619","17.00%","±0.4",2014
"Self-employed in own not incorporated business workers","North Dakota","31,220","±939","8.20%","±0.2",2014
"Unpaid family workers","North Dakota","1,067","±190","0.30%","±0.1",2014
"Civilian employed population 16 years and over","Ohio","5,303,013","±10,434","5,303,013","(X)",2014
"Private wage and salary workers","Ohio","4,350,599","±9,736","82.00%","±0.1",2014
"Government workers","Ohio","680,889","±5,859","12.80%","±0.1",2014
"Self-employed in own not incorporated business workers","Ohio","264,379","±3,522","5.00%","±0.1",2014
"Unpaid family workers","Ohio","7,146","±521","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Oklahoma","1,699,610","±4,560","1,699,610","(X)",2014
"Private wage and salary workers","Oklahoma","1,294,187","±4,648","76.10%","±0.2",2014
"Government workers","Oklahoma","292,127","±3,396","17.20%","±0.2",2014
"Self-employed in own not incorporated business workers","Oklahoma","109,830","±2,052","6.50%","±0.1",2014
"Unpaid family workers","Oklahoma","3,466","±363","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Oregon","1,752,414","±6,068","1,752,414","(X)",2014
"Private wage and salary workers","Oregon","1,358,456","±6,045","77.50%","±0.2",2014
"Government workers","Oregon","252,417","±3,533","14.40%","±0.2",2014
"Self-employed in own not incorporated business workers","Oregon","138,672","±2,584","7.90%","±0.1",2014
"Unpaid family workers","Oregon","2,869","±426","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Pennsylvania","5,946,480","±11,309","5,946,480","(X)",2014
"Private wage and salary workers","Pennsylvania","4,960,974","±10,915","83.40%","±0.1",2014
"Government workers","Pennsylvania","662,495","±5,766","11.10%","±0.1",2014
"Self-employed in own not incorporated business workers","Pennsylvania","314,435","±3,132","5.30%","±0.1",2014
"Unpaid family workers","Pennsylvania","8,576","±600","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Rhode Island","511,362","±2,934","511,362","(X)",2014
"Private wage and salary workers","Rhode Island","418,395","±3,245","81.80%","±0.4",2014
"Government workers","Rhode Island","66,835","±1,838","13.10%","±0.4",2014
"Self-employed in own not incorporated business workers","Rhode Island","25,560","±1,217","5.00%","±0.2",2014
"Unpaid family workers","Rhode Island","572","±165","0.10%","±0.1",2014
"Civilian employed population 16 years and over","South Carolina","2,031,997","±6,759","2,031,997","(X)",2014
"Private wage and salary workers","South Carolina","1,593,315","±7,213","78.40%","±0.2",2014
"Government workers","South Carolina","328,304","±4,022","16.20%","±0.2",2014
"Self-employed in own not incorporated business workers","South Carolina","107,543","±2,620","5.30%","±0.1",2014
"Unpaid family workers","South Carolina","2,835","±465","0.10%","±0.1",2014
"Civilian employed population 16 years and over","South Dakota","425,816","±2,105","425,816","(X)",2014
"Private wage and salary workers","South Dakota","321,107","±2,323","75.40%","±0.4",2014
"Government workers","South Dakota","68,027","±1,528","16.00%","±0.3",2014
"Self-employed in own not incorporated business workers","South Dakota","35,626","±1,030","8.40%","±0.2",2014
"Unpaid family workers","South Dakota","1,056","±141","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Tennessee","2,835,895","±7,426","2,835,895","(X)",2014
"Private wage and salary workers","Tennessee","2,227,743","±7,384","78.60%","±0.2",2014
"Government workers","Tennessee","406,890","±5,313","14.30%","±0.2",2014
"Self-employed in own not incorporated business workers","Tennessee","196,793","±2,985","6.90%","±0.1",2014
"Unpaid family workers","Tennessee","4,469","±406","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Texas","11,809,010","±17,963","11,809,010","(X)",2014
"Private wage and salary workers","Texas","9,307,807","±17,662","78.80%","±0.1",2014
"Government workers","Texas","1,687,779","±13,059","14.30%","±0.1",2014
"Self-employed in own not incorporated business workers","Texas","795,291","±6,665","6.70%","±0.1",2014
"Unpaid family workers","Texas","18,133","±1,088","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Utah","1,299,818","±4,049","1,299,818","(X)",2014
"Private wage and salary workers","Utah","1,033,247","±4,884","79.50%","±0.2",2014
"Government workers","Utah","204,347","±2,564","15.70%","±0.2",2014
"Self-employed in own not incorporated business workers","Utah","60,454","±1,499","4.70%","±0.1",2014
"Unpaid family workers","Utah","1,770","±274","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Vermont","325,336","±1,664","325,336","(X)",2014
"Private wage and salary workers","Vermont","245,775","±1,732","75.50%","±0.4",2014
"Government workers","Vermont","48,213","±1,206","14.80%","±0.3",2014
"Self-employed in own not incorporated business workers","Vermont","30,605","±832","9.40%","±0.3",2014
"Unpaid family workers","Vermont","743","±137","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Virginia","3,936,638","±8,695","3,936,638","(X)",2014
"Private wage and salary workers","Virginia","2,917,083","±8,996","74.10%","±0.2",2014
"Government workers","Virginia","819,121","±7,260","20.80%","±0.2",2014
"Self-employed in own not incorporated business workers","Virginia","195,889","±3,235","5.00%","±0.1",2014
"Unpaid family workers","Virginia","4,545","±505","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Washington","3,194,382","±7,491","3,194,382","(X)",2014
"Private wage and salary workers","Washington","2,469,783","±7,898","77.30%","±0.2",2014
"Government workers","Washington","525,704","±5,768","16.50%","±0.2",2014
"Self-employed in own not incorporated business workers","Washington","193,762","±3,463","6.10%","±0.1",2014
"Unpaid family workers","Washington","5,133","±511","0.20%","±0.1",2014
"Civilian employed population 16 years and over","West Virginia","753,227","±3,878","753,227","(X)",2014
"Private wage and salary workers","West Virginia","573,558","±3,377","76.10%","±0.3",2014
"Government workers","West Virginia","144,903","±2,554","19.20%","±0.3",2014
"Self-employed in own not incorporated business workers","West Virginia","33,788","±1,249","4.50%","±0.2",2014
"Unpaid family workers","West Virginia","978","±237","0.10%","±0.1",2014
"Civilian employed population 16 years and over","Wisconsin","2,852,018","±6,289","2,852,018","(X)",2014
"Private wage and salary workers","Wisconsin","2,338,966","±6,556","82.00%","±0.1",2014
"Government workers","Wisconsin","358,177","±3,657","12.60%","±0.1",2014
"Self-employed in own not incorporated business workers","Wisconsin","149,975","±2,008","5.30%","±0.1",2014
"Unpaid family workers","Wisconsin","4,900","±385","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Wyoming","291,552","±1,933","291,552","(X)",2014
"Private wage and salary workers","Wyoming","209,736","±2,200","71.90%","±0.5",2014
"Government workers","Wyoming","62,036","±1,400","21.30%","±0.5",2014
"Self-employed in own not incorporated business workers","Wyoming","19,064","±1,004","6.50%","±0.3",2014
"Unpaid family workers","Wyoming","716","±207","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Puerto Rico","1,081,146","±4,606","1,081,146","(X)",2014
"Private wage and salary workers","Puerto Rico","728,514","±5,112","67.40%","±0.3",2014
"Government workers","Puerto Rico","253,088","±3,687","23.40%","±0.3",2014
"Self-employed in own not incorporated business workers","Puerto Rico","97,778","±2,345","9.00%","±0.2",2014
"Unpaid family workers","Puerto Rico","1,766","±322","0.20%","±0.1",2014
"Civilian employed population 16 years and over","Alabama","2,097,384","±8,132","2,097,384","(X)",2019
"Private wage and salary workers","Alabama","1,661,792","±7,458","79.20%","±0.2",2019
"Government workers","Alabama","322,667","±4,674","15.40%","±0.2",2019
"Self-employed in own not incorporated business workers","Alabama","109,490","±2,317","5.20%","±0.1",2019
"Unpaid family workers","Alabama","3,435","±420","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Alaska","347,774","±2,307","347,774","(X)",2019
"Private wage and salary workers","Alaska","237,387","±2,427","68.30%","±0.5",2019
"Government workers","Alaska","87,533","±1,862","25.20%","±0.5",2019
"Self-employed in own not incorporated business workers","Alaska","21,890","±975","6.30%","±0.3",2019
"Unpaid family workers","Alaska","964","±192","0.30%","±0.1",2019
"Civilian employed population 16 years and over","Arizona","3,130,658","±8,087","3,130,658","(X)",2019
"Private wage and salary workers","Arizona","2,509,856","±8,155","80.20%","±0.2",2019
"Government workers","Arizona","424,053","±5,256","13.50%","±0.2",2019
"Self-employed in own not incorporated business workers","Arizona","190,978","±3,349","6.10%","±0.1",2019
"Unpaid family workers","Arizona","5,771","±661","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Arkansas","1,303,490","±5,992","1,303,490","(X)",2019
"Private wage and salary workers","Arkansas","1,023,492","±5,779","78.50%","±0.3",2019
"Government workers","Arkansas","198,860","±3,275","15.30%","±0.2",2019
"Self-employed in own not incorporated business workers","Arkansas","78,204","±2,073","6.00%","±0.2",2019
"Unpaid family workers","Arkansas","2,934","±399","0.20%","±0.1",2019
"Civilian employed population 16 years and over","California","18,591,241","±17,513","18,591,241","(X)",2019
"Private wage and salary workers","California","14,537,772","±15,276","78.20%","±0.1",2019
"Government workers","California","2,524,062","±18,063","13.60%","±0.1",2019
"Self-employed in own not incorporated business workers","California","1,496,268","±11,414","8.00%","±0.1",2019
"Unpaid family workers","California","33,139","±1,539","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Colorado","2,904,589","±6,577","2,904,589","(X)",2019
"Private wage and salary workers","Colorado","2,327,927","±7,257","80.10%","±0.2",2019
"Government workers","Colorado","390,080","±5,065","13.40%","±0.2",2019
"Self-employed in own not incorporated business workers","Colorado","180,272","±2,811","6.20%","±0.1",2019
"Unpaid family workers","Colorado","6,310","±533","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Connecticut","1,815,636","±5,643","1,815,636","(X)",2019
"Private wage and salary workers","Connecticut","1,465,291","±6,232","80.70%","±0.2",2019
"Government workers","Connecticut","233,930","±3,563","12.90%","±0.2",2019
"Self-employed in own not incorporated business workers","Connecticut","113,357","±2,297","6.20%","±0.1",2019
"Unpaid family workers","Connecticut","3,058","±452","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Delaware","455,620","±2,729","455,620","(X)",2019
"Private wage and salary workers","Delaware","368,848","±2,804","81.00%","±0.5",2019
"Government workers","Delaware","67,199","±1,931","14.70%","±0.4",2019
"Self-employed in own not incorporated business workers","Delaware","18,982","±1,049","4.20%","±0.2",2019
"Unpaid family workers","Delaware","591","±160","0.10%","±0.1",2019
"Civilian employed population 16 years and over","District of Columbia","376,871","±2,518","376,871","(X)",2019
"Private wage and salary workers","District of Columbia","268,217","±2,945","71.20%","±0.6",2019
"Government workers","District of Columbia","91,755","±2,228","24.30%","±0.6",2019
"Self-employed in own not incorporated business workers","District of Columbia","16,478","±894","4.40%","±0.2",2019
"Unpaid family workers","District of Columbia","421","±155","0.10%","±0.1",2019
"Civilian employed population 16 years and over","Florida","9,495,353","±17,071","9,495,353","(X)",2019
"Private wage and salary workers","Florida","7,823,864","±15,141","82.40%","±0.1",2019
"Government workers","Florida","1,093,978","±11,713","11.50%","±0.1",2019
"Self-employed in own not incorporated business workers","Florida","559,741","±6,227","5.90%","±0.1",2019
"Unpaid family workers","Florida","17,770","±1,213","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Georgia","4,834,622","±11,248","4,834,622","(X)",2019
"Private wage and salary workers","Georgia","3,874,267","±11,836","80.10%","±0.2",2019
"Government workers","Georgia","691,017","±7,994","14.30%","±0.2",2019
"Self-employed in own not incorporated business workers","Georgia","261,474","±4,565","5.40%","±0.1",2019
"Unpaid family workers","Georgia","7,864","±767","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Hawaii","680,258","±3,100","680,258","(X)",2019
"Private wage and salary workers","Hawaii","496,294","±3,606","73.00%","±0.4",2019
"Government workers","Hawaii","136,320","±2,354","20.00%","±0.3",2019
"Self-employed in own not incorporated business workers","Hawaii","46,315","±1,428","6.80%","±0.2",2019
"Unpaid family workers","Hawaii","1,329","±216","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Idaho","792,237","±3,988","792,237","(X)",2019
"Private wage and salary workers","Idaho","616,808","±4,254","77.90%","±0.4",2019
"Government workers","Idaho","115,250","±2,314","14.50%","±0.3",2019
"Self-employed in own not incorporated business workers","Idaho","58,129","±2,017","7.30%","±0.3",2019
"Unpaid family workers","Idaho","2,050","±319","0.30%","±0.1",2019
"Civilian employed population 16 years and over","Illinois","6,250,862","±11,643","6,250,862","(X)",2019
"Private wage and salary workers","Illinois","5,214,140","±9,790","83.40%","±0.1",2019
"Government workers","Illinois","741,931","±7,015","11.90%","±0.1",2019
"Self-employed in own not incorporated business workers","Illinois","284,057","±3,893","4.50%","±0.1",2019
"Unpaid family workers","Illinois","10,734","±812","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Indiana","3,202,509","±7,919","3,202,509","(X)",2019
"Private wage and salary workers","Indiana","2,715,494","±7,582","84.80%","±0.2",2019
"Government workers","Indiana","339,686","±4,986","10.60%","±0.1",2019
"Self-employed in own not incorporated business workers","Indiana","142,048","±2,716","4.40%","±0.1",2019
"Unpaid family workers","Indiana","5,281","±530","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Iowa","1,613,902","±4,945","1,613,902","(X)",2019
"Private wage and salary workers","Iowa","1,293,010","±4,810","80.10%","±0.2",2019
"Government workers","Iowa","216,782","±3,373","13.40%","±0.2",2019
"Self-employed in own not incorporated business workers","Iowa","100,803","±1,681","6.20%","±0.1",2019
"Unpaid family workers","Iowa","3,307","±320","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Kansas","1,440,453","±5,106","1,440,453","(X)",2019
"Private wage and salary workers","Kansas","1,127,560","±5,493","78.30%","±0.3",2019
"Government workers","Kansas","224,014","±3,177","15.60%","±0.2",2019
"Self-employed in own not incorporated business workers","Kansas","85,906","±2,102","6.00%","±0.1",2019
"Unpaid family workers","Kansas","2,973","±319","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Kentucky","1,978,477","±7,573","1,978,477","(X)",2019
"Private wage and salary workers","Kentucky","1,589,823","±6,760","80.40%","±0.2",2019
"Government workers","Kentucky","281,576","±4,202","14.20%","±0.2",2019
"Self-employed in own not incorporated business workers","Kentucky","103,212","±2,542","5.20%","±0.1",2019
"Unpaid family workers","Kentucky","3,866","±560","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Louisiana","2,033,758","±7,031","2,033,758","(X)",2019
"Private wage and salary workers","Louisiana","1,607,098","±6,293","79.00%","±0.3",2019
"Government workers","Louisiana","302,812","±4,938","14.90%","±0.2",2019
"Self-employed in own not incorporated business workers","Louisiana","120,517","±2,628","5.90%","±0.1",2019
"Unpaid family workers","Louisiana","3,331","±417","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Maine","670,417","±2,951","670,417","(X)",2019
"Private wage and salary workers","Maine","524,055","±3,289","78.20%","±0.3",2019
"Government workers","Maine","88,960","±1,913","13.30%","±0.3",2019
"Self-employed in own not incorporated business workers","Maine","56,533","±1,468","8.40%","±0.2",2019
"Unpaid family workers","Maine","869","±184","0.10%","±0.1",2019
"Civilian employed population 16 years and over","Maryland","3,073,886","±6,745","3,073,886","(X)",2019
"Private wage and salary workers","Maryland","2,255,382","±7,017","73.40%","±0.2",2019
"Government workers","Maryland","660,672","±6,341","21.50%","±0.2",2019
"Self-employed in own not incorporated business workers","Maryland","153,074","±3,149","5.00%","±0.1",2019
"Unpaid family workers","Maryland","4,758","±552","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Massachusetts","3,612,375","±8,394","3,612,375","(X)",2019
"Private wage and salary workers","Massachusetts","2,964,448","±7,500","82.10%","±0.1",2019
"Government workers","Massachusetts","436,586","±4,794","12.10%","±0.1",2019
"Self-employed in own not incorporated business workers","Massachusetts","206,176","±3,258","5.70%","±0.1",2019
"Unpaid family workers","Massachusetts","5,165","±445","0.10%","±0.1",2019
"Civilian employed population 16 years and over","Michigan","4,654,930","±9,154","4,654,930","(X)",2019
"Private wage and salary workers","Michigan","3,935,777","±9,172","84.60%","±0.1",2019
"Government workers","Michigan","486,680","±4,934","10.50%","±0.1",2019
"Self-employed in own not incorporated business workers","Michigan","224,626","±2,793","4.80%","±0.1",2019
"Unpaid family workers","Michigan","7,847","±483","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Minnesota","2,958,615","±6,139","2,958,615","(X)",2019
"Private wage and salary workers","Minnesota","2,450,392","±6,496","82.80%","±0.1",2019
"Government workers","Minnesota","348,678","±3,825","11.80%","±0.1",2019
"Self-employed in own not incorporated business workers","Minnesota","154,693","±2,272","5.20%","±0.1",2019
"Unpaid family workers","Minnesota","4,852","±398","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Mississippi","1,235,224","±6,578","1,235,224","(X)",2019
"Private wage and salary workers","Mississippi","941,217","±6,136","76.20%","±0.3",2019
"Government workers","Mississippi","225,109","±4,291","18.20%","±0.3",2019
"Self-employed in own not incorporated business workers","Mississippi","66,558","±2,159","5.40%","±0.2",2019
"Unpaid family workers","Mississippi","2,340","±363","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Missouri","2,916,000","±7,298","2,916,000","(X)",2019
"Private wage and salary workers","Missouri","2,398,047","±6,378","82.20%","±0.1",2019
"Government workers","Missouri","349,686","±4,335","12.00%","±0.1",2019
"Self-employed in own not incorporated business workers","Missouri","162,031","±2,417","5.60%","±0.1",2019
"Unpaid family workers","Missouri","6,236","±609","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Montana","512,329","±2,791","512,329","(X)",2019
"Private wage and salary workers","Montana","380,427","±3,056","74.30%","±0.4",2019
"Government workers","Montana","86,764","±1,860","16.90%","±0.4",2019
"Self-employed in own not incorporated business workers","Montana","43,300","±1,266","8.50%","±0.2",2019
"Unpaid family workers","Montana","1,838","±251","0.40%","±0.1",2019
"Civilian employed population 16 years and over","Nebraska","999,212","±3,163","999,212","(X)",2019
"Private wage and salary workers","Nebraska","798,003","±3,415","79.90%","±0.2",2019
"Government workers","Nebraska","137,206","±2,069","13.70%","±0.2",2019
"Self-employed in own not incorporated business workers","Nebraska","62,010","±1,260","6.20%","±0.1",2019
"Unpaid family workers","Nebraska","1,993","±224","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Nevada","1,406,568","±4,974","1,406,568","(X)",2019
"Private wage and salary workers","Nevada","1,164,842","±5,854","82.80%","±0.3",2019
"Government workers","Nevada","164,246","±3,192","11.70%","±0.2",2019
"Self-employed in own not incorporated business workers","Nevada","75,502","±2,049","5.40%","±0.1",2019
"Unpaid family workers","Nevada","1,978","±343","0.10%","±0.1",2019
"Civilian employed population 16 years and over","New Hampshire","729,701","±2,724","729,701","(X)",2019
"Private wage and salary workers","New Hampshire","586,330","±3,478","80.40%","±0.4",2019
"Government workers","New Hampshire","95,178","±2,221","13.00%","±0.3",2019
"Self-employed in own not incorporated business workers","New Hampshire","47,309","±1,486","6.50%","±0.2",2019
"Unpaid family workers","New Hampshire","884","±179","0.10%","±0.1",2019
"Civilian employed population 16 years and over","New Jersey","4,422,491","±9,616","4,422,491","(X)",2019
"Private wage and salary workers","New Jersey","3,619,493","±9,982","81.80%","±0.2",2019
"Government workers","New Jersey","591,703","±6,416","13.40%","±0.1",2019
"Self-employed in own not incorporated business workers","New Jersey","204,874","±3,458","4.60%","±0.1",2019
"Unpaid family workers","New Jersey","6,421","±607","0.10%","±0.1",2019
"Civilian employed population 16 years and over","New Mexico","888,646","±4,982","888,646","(X)",2019
"Private wage and salary workers","New Mexico","632,847","±4,729","71.20%","±0.4",2019
"Government workers","New Mexico","197,507","±3,314","22.20%","±0.3",2019
"Self-employed in own not incorporated business workers","New Mexico","56,693","±1,780","6.40%","±0.2",2019
"Unpaid family workers","New Mexico","1,599","±275","0.20%","±0.1",2019
"Civilian employed population 16 years and over","New York","9,498,320","±13,893","9,498,320","(X)",2019
"Private wage and salary workers","New York","7,476,810","±12,576","78.70%","±0.1",2019
"Government workers","New York","1,464,685","±11,269","15.40%","±0.1",2019
"Self-employed in own not incorporated business workers","New York","543,169","±6,218","5.70%","±0.1",2019
"Unpaid family workers","New York","13,656","±772","0.10%","±0.1",2019
"Civilian employed population 16 years and over","North Carolina","4,764,135","±10,350","4,764,135","(X)",2019
"Private wage and salary workers","North Carolina","3,819,091","±9,912","80.20%","±0.2",2019
"Government workers","North Carolina","666,896","±8,001","14.00%","±0.2",2019
"Self-employed in own not incorporated business workers","North Carolina","269,513","±3,724","5.70%","±0.1",2019
"Unpaid family workers","North Carolina","8,635","±725","0.20%","±0.1",2019
"Civilian employed population 16 years and over","North Dakota","402,322","±2,139","402,322","(X)",2019
"Private wage and salary workers","North Dakota","308,112","±2,328","76.60%","±0.4",2019
"Government workers","North Dakota","63,472","±1,651","15.80%","±0.4",2019
"Self-employed in own not incorporated business workers","North Dakota","29,532","±905","7.30%","±0.2",2019
"Unpaid family workers","North Dakota","1,206","±218","0.30%","±0.1",2019
"Civilian employed population 16 years and over","Ohio","5,595,444","±11,683","5,595,444","(X)",2019
"Private wage and salary workers","Ohio","4,643,873","±9,538","83.00%","±0.1",2019
"Government workers","Ohio","672,762","±7,361","12.00%","±0.1",2019
"Self-employed in own not incorporated business workers","Ohio","270,317","±3,428","4.80%","±0.1",2019
"Unpaid family workers","Ohio","8,492","±700","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Oklahoma","1,772,123","±5,180","1,772,123","(X)",2019
"Private wage and salary workers","Oklahoma","1,360,127","±5,185","76.80%","±0.2",2019
"Government workers","Oklahoma","295,399","±3,044","16.70%","±0.2",2019
"Self-employed in own not incorporated business workers","Oklahoma","112,457","±1,842","6.30%","±0.1",2019
"Unpaid family workers","Oklahoma","4,140","±422","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Oregon","1,979,043","±6,663","1,979,043","(X)",2019
"Private wage and salary workers","Oregon","1,562,734","±6,670","79.00%","±0.2",2019
"Government workers","Oregon","269,985","±4,428","13.60%","±0.2",2019
"Self-employed in own not incorporated business workers","Oregon","142,345","±2,677","7.20%","±0.1",2019
"Unpaid family workers","Oregon","3,979","±454","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Pennsylvania","6,199,456","±10,779","6,199,456","(X)",2019
