"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Civilian labor force","Arkansas","1,361,024","±5,024","58.50%","±0.2",2015
"Employed","Arkansas","1,256,081","±5,363","53.90%","±0.2",2015
"Unemployed","Arkansas","104,943","±2,439","4.50%","±0.1",2015
"Armed Forces","Arkansas","4,767","±521","0.20%","±0.1",2015
"Not in labor force","Arkansas","962,593","±5,368","41.30%","±0.2",2015
"Civilian labor force","Arkansas","1,361,024","±5,024","1,361,024","(X)",2015
"Unemployment Rate","Arkansas","(X)","(X)","7.70%","±0.2",2015
"Females 16 years and over","Arkansas","1,198,829","±1,097","1,198,829","(X)",2015
"In labor force","Arkansas","639,171","±3,172","53.30%","±0.3",2015
"Civilian labor force","Arkansas","638,644","±3,146","53.30%","±0.3",2015
"Employed","Arkansas","592,051","±3,192","49.40%","±0.3",2015
"Own children of the householder under 6 years","Arkansas","218,936","±1,679","218,936","(X)",2015
"All parents in family in labor force","Arkansas","139,140","±2,203","63.60%","±0.9",2015
"Own children of the householder 6 to 17 years","Arkansas","441,558","±2,223","441,558","(X)",2015
"All parents in family in labor force","Arkansas","303,847","±3,722","68.80%","±0.8",2015
"Population 16 years and over","California","30,312,429","±3,888","30,312,429","(X)",2015
"In labor force","California","19,269,449","±17,452","63.60%","±0.1",2015
"Civilian labor force","California","19,137,441","±17,615","63.10%","±0.1",2015
"Employed","California","17,246,360","±16,422","56.90%","±0.1",2015
"Unemployed","California","1,891,081","±9,738","6.20%","±0.1",2015
"Armed Forces","California","132,008","±2,424","0.40%","±0.1",2015
"Not in labor force","California","11,042,980","±16,892","36.40%","±0.1",2015
"Civilian labor force","California","19,137,441","±17,615","19,137,441","(X)",2015
"Unemployment Rate","California","(X)","(X)","9.90%","±0.1",2015
"Females 16 years and over","California","15,365,586","±2,933","15,365,586","(X)",2015
"In labor force","California","8,804,820","±13,399","57.30%","±0.1",2015
"Civilian labor force","California","8,789,450","±13,338","57.20%","±0.1",2015
"Employed","California","7,920,685","±12,223","51.50%","±0.1",2015
"Own children of the householder under 6 years","California","2,908,143","±4,755","2,908,143","(X)",2015
"All parents in family in labor force","California","1,775,808","±7,956","61.10%","±0.3",2015
"Own children of the householder 6 to 17 years","California","5,841,339","±6,481","5,841,339","(X)",2015
"All parents in family in labor force","California","3,854,376","±11,488","66.00%","±0.2",2015
"Population 16 years and over","Colorado","4,168,824","±1,477","4,168,824","(X)",2015
"In labor force","Colorado","2,852,439","±5,555","68.40%","±0.1",2015
"Civilian labor force","Colorado","2,820,014","±5,598","67.60%","±0.1",2015
"Employed","Colorado","2,624,436","±6,429","63.00%","±0.2",2015
"Unemployed","Colorado","195,578","±3,191","4.70%","±0.1",2015
"Armed Forces","Colorado","32,425","±1,108","0.80%","±0.1",2015
"Not in labor force","Colorado","1,316,385","±5,594","31.60%","±0.1",2015
"Civilian labor force","Colorado","2,820,014","±5,598","2,820,014","(X)",2015
"Unemployment Rate","Colorado","(X)","(X)","6.90%","±0.1",2015
"Females 16 years and over","Colorado","2,088,111","±1,099","2,088,111","(X)",2015
"In labor force","Colorado","1,312,537","±4,216","62.90%","±0.2",2015
"Civilian labor force","Colorado","1,308,135","±4,191","62.60%","±0.2",2015
"Employed","Colorado","1,218,444","±4,314","58.40%","±0.2",2015
"Own children of the householder under 6 years","Colorado","394,562","±1,872","394,562","(X)",2015
"All parents in family in labor force","Colorado","247,373","±2,971","62.70%","±0.7",2015
"Own children of the householder 6 to 17 years","Colorado","795,657","±2,708","795,657","(X)",2015
"All parents in family in labor force","Colorado","563,730","±4,329","70.90%","±0.5",2015
"Population 16 years and over","Connecticut","2,906,229","±1,192","2,906,229","(X)",2015
"In labor force","Connecticut","1,962,170","±5,054","67.50%","±0.2",2015
"Civilian labor force","Connecticut","1,953,709","±5,103","67.20%","±0.2",2015
"Employed","Connecticut","1,781,417","±5,291","61.30%","±0.2",2015
"Unemployed","Connecticut","172,292","±2,718","5.90%","±0.1",2015
"Armed Forces","Connecticut","8,461","±458","0.30%","±0.1",2015
"Not in labor force","Connecticut","944,059","±5,060","32.50%","±0.2",2015
"Civilian labor force","Connecticut","1,953,709","±5,103","1,953,709","(X)",2015
"Unemployment Rate","Connecticut","(X)","(X)","8.80%","±0.1",2015
"Females 16 years and over","Connecticut","1,505,796","±878","1,505,796","(X)",2015
"In labor force","Connecticut","946,961","±3,923","62.90%","±0.3",2015
"Civilian labor force","Connecticut","945,899","±3,955","62.80%","±0.3",2015
"Employed","Connecticut","866,948","±3,635","57.60%","±0.2",2015
"Own children of the householder under 6 years","Connecticut","225,910","±1,548","225,910","(X)",2015
"All parents in family in labor force","Connecticut","158,444","±2,280","70.10%","±0.9",2015
"Own children of the householder 6 to 17 years","Connecticut","529,707","±1,699","529,707","(X)",2015
"All parents in family in labor force","Connecticut","400,831","±3,242","75.70%","±0.6",2015
"Population 16 years and over","Delaware","744,949","±682","744,949","(X)",2015
"In labor force","Delaware","473,007","±2,269","63.50%","±0.3",2015
"Civilian labor force","Delaware","470,039","±2,334","63.10%","±0.3",2015
"Employed","Delaware","433,816","±2,431","58.20%","±0.3",2015
"Unemployed","Delaware","36,223","±1,425","4.90%","±0.2",2015
"Armed Forces","Delaware","2,968","±344","0.40%","±0.1",2015
"Not in labor force","Delaware","271,942","±2,400","36.50%","±0.3",2015
"Civilian labor force","Delaware","470,039","±2,334","470,039","(X)",2015
"Unemployment Rate","Delaware","(X)","(X)","7.70%","±0.3",2015
"Females 16 years and over","Delaware","388,936","±440","388,936","(X)",2015
"In labor force","Delaware","231,452","±1,871","59.50%","±0.5",2015
"Civilian labor force","Delaware","231,102","±1,873","59.40%","±0.5",2015
"Employed","Delaware","214,566","±1,860","55.20%","±0.5",2015
"Own children of the householder under 6 years","Delaware","64,207","±720","64,207","(X)",2015
"All parents in family in labor force","Delaware","44,651","±1,180","69.50%","±1.6",2015
"Own children of the householder 6 to 17 years","Delaware","127,947","±1,082","127,947","(X)",2015
"All parents in family in labor force","Delaware","98,286","±1,757","76.80%","±1.2",2015
"Population 16 years and over","District of Columbia","546,805","±338","546,805","(X)",2015
"In labor force","District of Columbia","377,072","±1,977","69.00%","±0.4",2015
"Civilian labor force","District of Columbia","373,626","±1,936","68.30%","±0.4",2015
"Employed","District of Columbia","337,815","±2,160","61.80%","±0.4",2015
"Unemployed","District of Columbia","35,811","±1,360","6.50%","±0.2",2015
"Armed Forces","District of Columbia","3,446","±283","0.60%","±0.1",2015
"Not in labor force","District of Columbia","169,733","±2,054","31.00%","±0.4",2015
"Civilian labor force","District of Columbia","373,626","±1,936","373,626","(X)",2015
"Unemployment Rate","District of Columbia","(X)","(X)","9.60%","±0.4",2015
"Females 16 years and over","District of Columbia","290,916","±304","290,916","(X)",2015
"In labor force","District of Columbia","193,028","±1,449","66.40%","±0.5",2015
"Civilian labor force","District of Columbia","192,529","±1,466","66.20%","±0.5",2015
"Employed","District of Columbia","174,857","±1,687","60.10%","±0.6",2015
"Own children of the householder under 6 years","District of Columbia","45,172","±634","45,172","(X)",2015
"All parents in family in labor force","District of Columbia","33,374","±909","73.90%","±1.7",2015
"Own children of the householder 6 to 17 years","District of Columbia","58,618","±711","58,618","(X)",2015
"All parents in family in labor force","District of Columbia","44,718","±1,044","76.30%","±1.6",2015
"Population 16 years and over","Florida","16,077,778","±3,448","16,077,778","(X)",2015
"In labor force","Florida","9,510,681","±16,948","59.20%","±0.1",2015
"Civilian labor force","Florida","9,457,267","±16,411","58.80%","±0.1",2015
"Employed","Florida","8,541,291","±17,071","53.10%","±0.1",2015
"Unemployed","Florida","915,976","±6,814","5.70%","±0.1",2015
"Armed Forces","Florida","53,414","±1,839","0.30%","±0.1",2015
"Not in labor force","Florida","6,567,097","±17,026","40.80%","±0.1",2015
"Civilian labor force","Florida","9,457,267","±16,411","9,457,267","(X)",2015
"Unemployment Rate","Florida","(X)","(X)","9.70%","±0.1",2015
"Females 16 years and over","Florida","8,301,024","±2,722","8,301,024","(X)",2015
"In labor force","Florida","4,548,140","±10,579","54.80%","±0.1",2015
"Civilian labor force","Florida","4,539,921","±10,528","54.70%","±0.1",2015
"Employed","Florida","4,112,316","±10,993","49.50%","±0.1",2015
"Own children of the householder under 6 years","Florida","1,249,831","±4,256","1,249,831","(X)",2015
"All parents in family in labor force","Florida","837,114","±6,674","67.00%","±0.5",2015
"Own children of the householder 6 to 17 years","Florida","2,579,083","±5,347","2,579,083","(X)",2015
"All parents in family in labor force","Florida","1,857,281","±8,785","72.00%","±0.3",2015
"Population 16 years and over","Georgia","7,792,052","±2,420","7,792,052","(X)",2015
"In labor force","Georgia","4,906,258","±11,371","63.00%","±0.1",2015
"Civilian labor force","Georgia","4,857,206","±11,283","62.30%","±0.1",2015
"Employed","Georgia","4,388,274","±10,737","56.30%","±0.1",2015
"Unemployed","Georgia","468,932","±6,051","6.00%","±0.1",2015
"Armed Forces","Georgia","49,052","±1,715","0.60%","±0.1",2015
"Not in labor force","Georgia","2,885,794","±10,867","37.00%","±0.1",2015
"Civilian labor force","Georgia","4,857,206","±11,283","4,857,206","(X)",2015
"Unemployment Rate","Georgia","(X)","(X)","9.70%","±0.1",2015
"Females 16 years and over","Georgia","4,036,710","±1,957","4,036,710","(X)",2015
"In labor force","Georgia","2,341,749","±8,315","58.00%","±0.2",2015
"Civilian labor force","Georgia","2,336,227","±8,276","57.90%","±0.2",2015
"Employed","Georgia","2,105,798","±8,386","52.20%","±0.2",2015
"Own children of the householder under 6 years","Georgia","773,364","±3,277","773,364","(X)",2015
"All parents in family in labor force","Georgia","499,999","±5,117","64.70%","±0.6",2015
"Own children of the householder 6 to 17 years","Georgia","1,581,133","±3,500","1,581,133","(X)",2015
"All parents in family in labor force","Georgia","1,113,075","±5,952","70.40%","±0.3",2015
"Population 16 years and over","Hawaii","1,130,491","±829","1,130,491","(X)",2015
"In labor force","Hawaii","736,939","±3,228","65.20%","±0.3",2015
"Civilian labor force","Hawaii","695,572","±3,632","61.50%","±0.3",2015
"Employed","Hawaii","653,284","±3,708","57.80%","±0.3",2015
"Unemployed","Hawaii","42,288","±1,537","3.70%","±0.1",2015
"Armed Forces","Hawaii","41,367","±1,046","3.70%","±0.1",2015
"Not in labor force","Hawaii","393,552","±3,103","34.80%","±0.3",2015
"Civilian labor force","Hawaii","695,572","±3,632","695,572","(X)",2015
"Unemployment Rate","Hawaii","(X)","(X)","6.10%","±0.2",2015
"Females 16 years and over","Hawaii","562,485","±632","562,485","(X)",2015
"In labor force","Hawaii","335,025","±2,079","59.60%","±0.4",2015
"Civilian labor force","Hawaii","330,808","±2,079","58.80%","±0.4",2015
"Employed","Hawaii","312,228","±2,093","55.50%","±0.4",2015
"Own children of the householder under 6 years","Hawaii","103,985","±889","103,985","(X)",2015
"All parents in family in labor force","Hawaii","66,262","±1,315","63.70%","±1.3",2015
"Own children of the householder 6 to 17 years","Hawaii","186,257","±1,118","186,257","(X)",2015
"All parents in family in labor force","Hawaii","135,541","±2,078","72.80%","±1.0",2015
"Population 16 years and over","Idaho","1,232,564","±1,008","1,232,564","(X)",2015
"In labor force","Idaho","774,526","±3,805","62.80%","±0.3",2015
"Civilian labor force","Idaho","771,173","±3,854","62.60%","±0.3",2015
"Employed","Idaho","715,861","±3,976","58.10%","±0.3",2015
"Unemployed","Idaho","55,312","±1,628","4.50%","±0.1",2015
"Armed Forces","Idaho","3,353","±454","0.30%","±0.1",2015
"Not in labor force","Idaho","458,038","±3,905","37.20%","±0.3",2015
"Civilian labor force","Idaho","771,173","±3,854","771,173","(X)",2015
"Unemployment Rate","Idaho","(X)","(X)","7.20%","±0.2",2015
"Females 16 years and over","Idaho","619,001","±820","619,001","(X)",2015
"In labor force","Idaho","352,522","±2,713","57.00%","±0.4",2015
"Civilian labor force","Idaho","351,842","±2,753","56.80%","±0.4",2015
"Employed","Idaho","327,052","±2,849","52.80%","±0.4",2015
"Own children of the householder under 6 years","Idaho","135,685","±1,021","135,685","(X)",2015
"All parents in family in labor force","Idaho","76,196","±2,044","56.20%","±1.4",2015
"Own children of the householder 6 to 17 years","Idaho","276,811","±1,499","276,811","(X)",2015
"All parents in family in labor force","Idaho","184,274","±2,794","66.60%","±1.0",2015
"Population 16 years and over","Illinois","10,201,787","±2,599","10,201,787","(X)",2015
"In labor force","Illinois","6,712,162","±10,380","65.80%","±0.1",2015
"Civilian labor force","Illinois","6,694,742","±10,482","65.60%","±0.1",2015
"Employed","Illinois","6,086,226","±11,241","59.70%","±0.1",2015
"Unemployed","Illinois","608,516","±5,896","6.00%","±0.1",2015
"Armed Forces","Illinois","17,420","±765","0.20%","±0.1",2015
"Not in labor force","Illinois","3,489,625","±10,294","34.20%","±0.1",2015
"Civilian labor force","Illinois","6,694,742","±10,482","6,694,742","(X)",2015
"Unemployment Rate","Illinois","(X)","(X)","9.10%","±0.1",2015
"Females 16 years and over","Illinois","5,248,245","±1,899","5,248,245","(X)",2015
"In labor force","Illinois","3,190,169","±7,212","60.80%","±0.1",2015
"Civilian labor force","Illinois","3,187,237","±7,140","60.70%","±0.1",2015
"Employed","Illinois","2,907,691","±7,364","55.40%","±0.1",2015
"Own children of the householder under 6 years","Illinois","935,386","±2,715","935,386","(X)",2015
"All parents in family in labor force","Illinois","627,282","±4,949","67.10%","±0.5",2015
"Own children of the householder 6 to 17 years","Illinois","1,963,243","±3,600","1,963,243","(X)",2015
"All parents in family in labor force","Illinois","1,414,733","±6,155","72.10%","±0.3",2015
"Population 16 years and over","Indiana","5,160,786","±1,831","5,160,786","(X)",2015
"In labor force","Indiana","3,300,531","±6,061","64.00%","±0.1",2015
"Civilian labor force","Indiana","3,297,501","±6,069","63.90%","±0.1",2015
"Employed","Indiana","3,038,762","±7,192","58.90%","±0.1",2015
"Unemployed","Indiana","258,739","±4,350","5.00%","±0.1",2015
"Armed Forces","Indiana","3,030","±473","0.10%","±0.1",2015
"Not in labor force","Indiana","1,860,255","±6,208","36.00%","±0.1",2015
"Civilian labor force","Indiana","3,297,501","±6,069","3,297,501","(X)",2015
"Unemployment Rate","Indiana","(X)","(X)","7.80%","±0.1",2015
"Females 16 years and over","Indiana","2,646,269","±1,517","2,646,269","(X)",2015
"In labor force","Indiana","1,561,385","±4,184","59.00%","±0.2",2015
"Civilian labor force","Indiana","1,561,137","±4,202","59.00%","±0.2",2015
"Employed","Indiana","1,441,413","±4,880","54.50%","±0.2",2015
"Own children of the householder under 6 years","Indiana","488,702","±2,281","488,702","(X)",2015
"All parents in family in labor force","Indiana","326,985","±3,499","66.90%","±0.6",2015
"Own children of the householder 6 to 17 years","Indiana","1,013,479","±3,097","1,013,479","(X)",2015
"All parents in family in labor force","Indiana","735,506","±4,441","72.60%","±0.4",2015
"Population 16 years and over","Iowa","2,447,401","±1,027","2,447,401","(X)",2015
"In labor force","Iowa","1,656,968","±3,827","67.70%","±0.2",2015
"Civilian labor force","Iowa","1,655,245","±3,856","67.60%","±0.2",2015
"Employed","Iowa","1,573,510","±4,291","64.30%","±0.2",2015
"Unemployed","Iowa","81,735","±1,961","3.30%","±0.1",2015
"Armed Forces","Iowa","1,723","±281","0.10%","±0.1",2015
"Not in labor force","Iowa","790,433","±3,645","32.30%","±0.2",2015
"Civilian labor force","Iowa","1,655,245","±3,856","1,655,245","(X)",2015
"Unemployment Rate","Iowa","(X)","(X)","4.90%","±0.1",2015
"Females 16 years and over","Iowa","1,243,285","±914","1,243,285","(X)",2015
"In labor force","Iowa","787,013","±2,637","63.30%","±0.2",2015
"Civilian labor force","Iowa","786,772","±2,640","63.30%","±0.2",2015
"Employed","Iowa","751,265","±2,773","60.40%","±0.2",2015
"Own children of the householder under 6 years","Iowa","231,180","±1,335","231,180","(X)",2015
"All parents in family in labor force","Iowa","173,892","±2,115","75.20%","±0.8",2015
"Own children of the householder 6 to 17 years","Iowa","465,430","±1,478","465,430","(X)",2015
"All parents in family in labor force","Iowa","372,276","±2,377","80.00%","±0.4",2015
"Population 16 years and over","Kansas","2,247,842","±1,271","2,247,842","(X)",2015
"In labor force","Kansas","1,507,080","±4,191","67.00%","±0.2",2015
"Civilian labor force","Kansas","1,489,651","±4,128","66.30%","±0.2",2015
"Employed","Kansas","1,401,197","±4,335","62.30%","±0.2",2015
"Unemployed","Kansas","88,454","±1,906","3.90%","±0.1",2015
"Armed Forces","Kansas","17,429","±849","0.80%","±0.1",2015
"Not in labor force","Kansas","740,762","±3,890","33.00%","±0.2",2015
"Civilian labor force","Kansas","1,489,651","±4,128","1,489,651","(X)",2015
"Unemployment Rate","Kansas","(X)","(X)","5.90%","±0.1",2015
"Females 16 years and over","Kansas","1,137,752","±997","1,137,752","(X)",2015
"In labor force","Kansas","702,767","±3,070","61.80%","±0.3",2015
"Civilian labor force","Kansas","701,188","±3,068","61.60%","±0.3",2015
"Employed","Kansas","660,786","±3,166","58.10%","±0.3",2015
"Own children of the householder under 6 years","Kansas","235,069","±1,372","235,069","(X)",2015
"All parents in family in labor force","Kansas","156,189","±1,833","66.40%","±0.8",2015
"Own children of the householder 6 to 17 years","Kansas","456,443","±1,717","456,443","(X)",2015
"All parents in family in labor force","Kansas","340,442","±2,824","74.60%","±0.5",2015
"Population 16 years and over","Kentucky","3,493,098","±1,623","3,493,098","(X)",2015
"In labor force","Kentucky","2,080,437","±6,278","59.60%","±0.2",2015
"Civilian labor force","Kentucky","2,065,689","±6,202","59.10%","±0.2",2015
"Employed","Kentucky","1,891,381","±6,734","54.10%","±0.2",2015
"Unemployed","Kentucky","174,308","±2,703","5.00%","±0.1",2015
"Armed Forces","Kentucky","14,748","±574","0.40%","±0.1",2015
"Not in labor force","Kentucky","1,412,661","±6,214","40.40%","±0.2",2015
"Civilian labor force","Kentucky","2,065,689","±6,202","2,065,689","(X)",2015
"Unemployment Rate","Kentucky","(X)","(X)","8.40%","±0.1",2015
"Females 16 years and over","Kentucky","1,791,679","±1,148","1,791,679","(X)",2015
"In labor force","Kentucky","984,377","±4,027","54.90%","±0.2",2015
"Civilian labor force","Kentucky","983,327","±4,049","54.90%","±0.2",2015
"Employed","Kentucky","904,315","±4,244","50.50%","±0.2",2015
"Own children of the householder under 6 years","Kentucky","314,649","±1,921","314,649","(X)",2015
"All parents in family in labor force","Kentucky","203,155","±2,436","64.60%","±0.7",2015
"Own children of the householder 6 to 17 years","Kentucky","626,543","±2,278","626,543","(X)",2015
"All parents in family in labor force","Kentucky","434,183","±3,560","69.30%","±0.5",2015
"Population 16 years and over","Louisiana","3,634,163","±1,380","3,634,163","(X)",2015
"In labor force","Louisiana","2,208,869","±6,434","60.80%","±0.2",2015
"Civilian labor force","Louisiana","2,194,199","±6,156","60.40%","±0.2",2015
"Employed","Louisiana","2,016,049","±6,304","55.50%","±0.2",2015
"Unemployed","Louisiana","178,150","±3,612","4.90%","±0.1",2015
"Armed Forces","Louisiana","14,670","±810","0.40%","±0.1",2015
"Not in labor force","Louisiana","1,425,294","±6,366","39.20%","±0.2",2015
"Civilian labor force","Louisiana","2,194,199","±6,156","2,194,199","(X)",2015
"Unemployment Rate","Louisiana","(X)","(X)","8.10%","±0.2",2015
"Females 16 years and over","Louisiana","1,878,391","±1,119","1,878,391","(X)",2015
"In labor force","Louisiana","1,054,418","±4,994","56.10%","±0.3",2015
"Civilian labor force","Louisiana","1,052,505","±4,933","56.00%","±0.3",2015
"Employed","Louisiana","968,448","±5,009","51.60%","±0.3",2015
"Own children of the householder under 6 years","Louisiana","358,521","±1,910","358,521","(X)",2015
"All parents in family in labor force","Louisiana","241,271","±3,085","67.30%","±0.8",2015
"Own children of the householder 6 to 17 years","Louisiana","688,980","±2,621","688,980","(X)",2015
"All parents in family in labor force","Louisiana","493,820","±4,754","71.70%","±0.6",2015
"Population 16 years and over","Maine","1,098,075","±647","1,098,075","(X)",2015
"In labor force","Maine","697,913","±2,749","63.60%","±0.2",2015
"Civilian labor force","Maine","696,184","±2,783","63.40%","±0.3",2015
"Employed","Maine","648,687","±2,995","59.10%","±0.3",2015
"Unemployed","Maine","47,497","±1,770","4.30%","±0.2",2015
"Armed Forces","Maine","1,729","±297","0.20%","±0.1",2015
"Not in labor force","Maine","400,162","±2,762","36.40%","±0.2",2015
"Civilian labor force","Maine","696,184","±2,783","696,184","(X)",2015
"Unemployment Rate","Maine","(X)","(X)","6.80%","±0.3",2015
"Females 16 years and over","Maine","566,751","±416","566,751","(X)",2015
"In labor force","Maine","339,823","±1,904","60.00%","±0.3",2015
"Civilian labor force","Maine","339,689","±1,905","59.90%","±0.3",2015
"Employed","Maine","319,570","±1,902","56.40%","±0.3",2015
"Own children of the householder under 6 years","Maine","76,258","±829","76,258","(X)",2015
"All parents in family in labor force","Maine","52,559","±1,327","68.90%","±1.4",2015
"Own children of the householder 6 to 17 years","Maine","172,086","±1,166","172,086","(X)",2015
"All parents in family in labor force","Maine","127,976","±1,840","74.40%","±0.9",2015
"Population 16 years and over","Maryland","4,737,405","±1,416","4,737,405","(X)",2015
"In labor force","Maryland","3,241,222","±5,545","68.40%","±0.1",2015
"Civilian labor force","Maryland","3,214,531","±5,567","67.90%","±0.1",2015
"Employed","Maryland","2,976,504","±5,512","62.80%","±0.1",2015
"Unemployed","Maryland","238,027","±3,541","5.00%","±0.1",2015
"Armed Forces","Maryland","26,691","±1,155","0.60%","±0.1",2015
"Not in labor force","Maryland","1,496,183","±5,999","31.60%","±0.1",2015
"Civilian labor force","Maryland","3,214,531","±5,567","3,214,531","(X)",2015
"Unemployment Rate","Maryland","(X)","(X)","7.40%","±0.1",2015
"Females 16 years and over","Maryland","2,473,228","±1,065","2,473,228","(X)",2015
"In labor force","Maryland","1,591,449","±4,290","64.30%","±0.2",2015
"Civilian labor force","Maryland","1,586,057","±4,338","64.10%","±0.2",2015
"Employed","Maryland","1,473,483","±4,086","59.60%","±0.2",2015
"Own children of the householder under 6 years","Maryland","427,387","±1,987","427,387","(X)",2015
"All parents in family in labor force","Maryland","306,006","±2,958","71.60%","±0.6",2015
"Own children of the householder 6 to 17 years","Maryland","860,042","±2,351","860,042","(X)",2015
"All parents in family in labor force","Maryland","662,547","±4,240","77.00%","±0.5",2015
"Population 16 years and over","Massachusetts","5,479,502","±1,434","5,479,502","(X)",2015
"In labor force","Massachusetts","3,700,701","±7,935","67.50%","±0.1",2015
"Civilian labor force","Massachusetts","3,696,139","±7,900","67.50%","±0.1",2015
"Employed","Massachusetts","3,415,975","±8,786","62.30%","±0.2",2015
"Unemployed","Massachusetts","280,164","±4,046","5.10%","±0.1",2015
"Armed Forces","Massachusetts","4,562","±488","0.10%","±0.1",2015
"Not in labor force","Massachusetts","1,778,801","±7,950","32.50%","±0.1",2015
"Civilian labor force","Massachusetts","3,696,139","±7,900","3,696,139","(X)",2015
"Unemployment Rate","Massachusetts","(X)","(X)","7.60%","±0.1",2015
"Females 16 years and over","Massachusetts","2,855,334","±1,115","2,855,334","(X)",2015
"In labor force","Massachusetts","1,811,178","±4,968","63.40%","±0.2",2015
"Civilian labor force","Massachusetts","1,810,597","±4,945","63.40%","±0.2",2015
"Employed","Massachusetts","1,684,873","±5,308","59.00%","±0.2",2015
"Own children of the householder under 6 years","Massachusetts","428,524","±2,022","428,524","(X)",2015
"All parents in family in labor force","Massachusetts","301,890","±2,827","70.40%","±0.6",2015
"Own children of the householder 6 to 17 years","Massachusetts","917,378","±2,370","917,378","(X)",2015
"All parents in family in labor force","Massachusetts","689,815","±4,466","75.20%","±0.4",2015
"Population 16 years and over","Michigan","7,925,988","±1,823","7,925,988","(X)",2015
"In labor force","Michigan","4,855,005","±7,815","61.30%","±0.1",2015
"Civilian labor force","Michigan","4,851,264","±7,801","61.20%","±0.1",2015
"Employed","Michigan","4,373,518","±9,697","55.20%","±0.1",2015
"Unemployed","Michigan","477,746","±4,500","6.00%","±0.1",2015
"Armed Forces","Michigan","3,741","±377","0.00%","±0.1",2015
"Not in labor force","Michigan","3,070,983","±7,824","38.70%","±0.1",2015
"Civilian labor force","Michigan","4,851,264","±7,801","4,851,264","(X)",2015
"Unemployment Rate","Michigan","(X)","(X)","9.80%","±0.1",2015
"Females 16 years and over","Michigan","4,074,834","±1,356","4,074,834","(X)",2015
"In labor force","Michigan","2,329,189","±5,545","57.20%","±0.1",2015
"Civilian labor force","Michigan","2,328,444","±5,513","57.10%","±0.1",2015
"Employed","Michigan","2,113,590","±6,377","51.90%","±0.2",2015
"Own children of the householder under 6 years","Michigan","669,288","±2,249","669,288","(X)",2015
"All parents in family in labor force","Michigan","443,866","±3,242","66.30%","±0.4",2015
"Own children of the householder 6 to 17 years","Michigan","1,475,308","±2,685","1,475,308","(X)",2015
"All parents in family in labor force","Michigan","1,048,941","±4,614","71.10%","±0.3",2015
"Population 16 years and over","Minnesota","4,281,141","±1,438","4,281,141","(X)",2015
"In labor force","Minnesota","2,996,985","±4,310","70.00%","±0.1",2015
"Civilian labor force","Minnesota","2,994,959","±4,262","70.00%","±0.1",2015
"Employed","Minnesota","2,827,195","±4,904","66.00%","±0.1",2015
"Unemployed","Minnesota","167,764","±2,904","3.90%","±0.1",2015
"Armed Forces","Minnesota","2,026","±273","0.00%","±0.1",2015
"Not in labor force","Minnesota","1,284,156","±4,375","30.00%","±0.1",2015
"Civilian labor force","Minnesota","2,994,959","±4,262","2,994,959","(X)",2015
"Unemployment Rate","Minnesota","(X)","(X)","5.60%","±0.1",2015
"Females 16 years and over","Minnesota","2,170,404","±1,075","2,170,404","(X)",2015
"In labor force","Minnesota","1,437,662","±3,228","66.20%","±0.1",2015
"Civilian labor force","Minnesota","1,437,401","±3,222","66.20%","±0.1",2015
"Employed","Minnesota","1,365,502","±3,529","62.90%","±0.2",2015
"Own children of the householder under 6 years","Minnesota","410,714","±1,484","410,714","(X)",2015
"All parents in family in labor force","Minnesota","304,851","±2,068","74.20%","±0.5",2015
"Own children of the householder 6 to 17 years","Minnesota","824,862","±2,090","824,862","(X)",2015
"All parents in family in labor force","Minnesota","648,674","±3,660","78.60%","±0.4",2015
"Population 16 years and over","Mississippi","2,333,154","±1,449","2,333,154","(X)",2015
"In labor force","Mississippi","1,352,993","±5,522","58.00%","±0.2",2015
"Civilian labor force","Mississippi","1,342,359","±5,509","57.50%","±0.2",2015
"Employed","Mississippi","1,203,914","±5,777","51.60%","±0.2",2015
"Unemployed","Mississippi","138,445","±3,244","5.90%","±0.1",2015
"Armed Forces","Mississippi","10,634","±726","0.50%","±0.1",2015
"Not in labor force","Mississippi","980,161","±5,598","42.00%","±0.2",2015
"Civilian labor force","Mississippi","1,342,359","±5,509","1,342,359","(X)",2015
"Unemployment Rate","Mississippi","(X)","(X)","10.30%","±0.2",2015
"Females 16 years and over","Mississippi","1,216,041","±1,021","1,216,041","(X)",2015
"In labor force","Mississippi","654,997","±3,721","53.90%","±0.3",2015
"Civilian labor force","Mississippi","653,252","±3,734","53.70%","±0.3",2015
"Employed","Mississippi","584,141","±3,966","48.00%","±0.3",2015
"Own children of the householder under 6 years","Mississippi","225,858","±1,758","225,858","(X)",2015
"All parents in family in labor force","Mississippi","154,199","±2,794","68.30%","±1.1",2015
"Own children of the householder 6 to 17 years","Mississippi","459,611","±2,118","459,611","(X)",2015
"All parents in family in labor force","Mississippi","328,325","±3,372","71.40%","±0.7",2015
"Population 16 years and over","Missouri","4,803,676","±1,761","4,803,676","(X)",2015
"In labor force","Missouri","3,053,938","±5,180","63.60%","±0.1",2015
"Civilian labor force","Missouri","3,034,524","±5,115","63.20%","±0.1",2015
"Employed","Missouri","2,807,996","±5,535","58.50%","±0.1",2015
"Unemployed","Missouri","226,528","±3,019","4.70%","±0.1",2015
"Armed Forces","Missouri","19,414","±700","0.40%","±0.1",2015
"Not in labor force","Missouri","1,749,738","±5,069","36.40%","±0.1",2015
