"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Civilian employed population 16 years and over","Illinois","6,086,226","±11,241","6,086,226","(X)",2015
"Management, business, science, and arts occupations","Illinois","2,241,849","±13,074","36.80%","±0.2",2015
"Service occupations","Illinois","1,057,682","±7,747","17.40%","±0.1",2015
"Sales and office occupations","Illinois","1,493,597","±7,316","24.50%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Illinois","444,435","±4,136","7.30%","±0.1",2015
"Production, transportation, and material moving occupations","Illinois","848,663","±6,060","13.90%","±0.1",2015
"Civilian employed population 16 years and over","Indiana","3,038,762","±7,192","3,038,762","(X)",2015
"Management, business, science, and arts occupations","Indiana","983,127","±7,862","32.40%","±0.2",2015
"Service occupations","Indiana","517,254","±4,697","17.00%","±0.2",2015
"Sales and office occupations","Indiana","708,055","±5,327","23.30%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Indiana","268,110","±3,743","8.80%","±0.1",2015
"Production, transportation, and material moving occupations","Indiana","562,216","±4,843","18.50%","±0.2",2015
"Civilian employed population 16 years and over","Iowa","1,573,510","±4,291","1,573,510","(X)",2015
"Management, business, science, and arts occupations","Iowa","542,576","±4,471","34.50%","±0.2",2015
"Service occupations","Iowa","261,689","±2,877","16.60%","±0.2",2015
"Sales and office occupations","Iowa","367,136","±3,498","23.30%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Iowa","147,292","±1,926","9.40%","±0.1",2015
"Production, transportation, and material moving occupations","Iowa","254,817","±2,905","16.20%","±0.2",2015
"Civilian employed population 16 years and over","Kansas","1,401,197","±4,335","1,401,197","(X)",2015
"Management, business, science, and arts occupations","Kansas","515,070","±4,097","36.80%","±0.3",2015
"Service occupations","Kansas","234,511","±2,979","16.70%","±0.2",2015
"Sales and office occupations","Kansas","321,905","±3,623","23.00%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Kansas","139,022","±2,635","9.90%","±0.2",2015
"Production, transportation, and material moving occupations","Kansas","190,689","±2,821","13.60%","±0.2",2015
"Civilian employed population 16 years and over","Kentucky","1,891,381","±6,734","1,891,381","(X)",2015
"Management, business, science, and arts occupations","Kentucky","622,759","±5,920","32.90%","±0.3",2015
"Service occupations","Kentucky","318,695","±3,868","16.80%","±0.2",2015
"Sales and office occupations","Kentucky","451,789","±3,781","23.90%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Kentucky","180,841","±2,649","9.60%","±0.1",2015
"Production, transportation, and material moving occupations","Kentucky","317,297","±3,715","16.80%","±0.2",2015
"Civilian employed population 16 years and over","Louisiana","2,016,049","±6,304","2,016,049","(X)",2015
"Management, business, science, and arts occupations","Louisiana","654,118","±6,040","32.40%","±0.3",2015
"Service occupations","Louisiana","386,937","±4,069","19.20%","±0.2",2015
"Sales and office occupations","Louisiana","481,939","±4,560","23.90%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Louisiana","244,473","±3,377","12.10%","±0.2",2015
"Production, transportation, and material moving occupations","Louisiana","248,582","±3,682","12.30%","±0.2",2015
"Civilian employed population 16 years and over","Maine","648,687","±2,995","648,687","(X)",2015
"Management, business, science, and arts occupations","Maine","229,781","±2,748","35.40%","±0.4",2015
"Service occupations","Maine","120,088","±1,913","18.50%","±0.3",2015
"Sales and office occupations","Maine","155,292","±2,570","23.90%","±0.4",2015
"Natural resources, construction, and maintenance occupations","Maine","69,640","±1,703","10.70%","±0.3",2015
"Production, transportation, and material moving occupations","Maine","73,886","±1,603","11.40%","±0.2",2015
"Civilian employed population 16 years and over","Maryland","2,976,504","±5,512","2,976,504","(X)",2015
"Management, business, science, and arts occupations","Maryland","1,326,578","±8,161","44.60%","±0.2",2015
"Service occupations","Maryland","511,841","±5,495","17.20%","±0.2",2015
"Sales and office occupations","Maryland","671,460","±5,617","22.60%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Maryland","233,352","±3,645","7.80%","±0.1",2015
"Production, transportation, and material moving occupations","Maryland","233,273","±3,253","7.80%","±0.1",2015
"Civilian employed population 16 years and over","Massachusetts","3,415,975","±8,786","3,415,975","(X)",2015
"Management, business, science, and arts occupations","Massachusetts","1,510,715","±9,918","44.20%","±0.2",2015
"Service occupations","Massachusetts","602,742","±6,144","17.60%","±0.2",2015
"Sales and office occupations","Massachusetts","767,408","±5,975","22.50%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Massachusetts","235,906","±2,935","6.90%","±0.1",2015
"Production, transportation, and material moving occupations","Massachusetts","299,204","±3,658","8.80%","±0.1",2015
"Civilian employed population 16 years and over","Michigan","4,373,518","±9,697","4,373,518","(X)",2015
"Management, business, science, and arts occupations","Michigan","1,525,263","±9,018","34.90%","±0.2",2015
"Service occupations","Michigan","796,215","±6,032","18.20%","±0.1",2015
"Sales and office occupations","Michigan","1,037,272","±6,838","23.70%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Michigan","339,141","±3,049","7.80%","±0.1",2015
"Production, transportation, and material moving occupations","Michigan","675,627","±5,134","15.40%","±0.1",2015
"Civilian employed population 16 years and over","Minnesota","2,827,195","±4,904","2,827,195","(X)",2015
"Management, business, science, and arts occupations","Minnesota","1,115,444","±6,868","39.50%","±0.2",2015
"Service occupations","Minnesota","468,669","±4,375","16.60%","±0.2",2015
"Sales and office occupations","Minnesota","652,861","±3,649","23.10%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Minnesota","223,680","±2,484","7.90%","±0.1",2015
"Production, transportation, and material moving occupations","Minnesota","366,541","±3,540","13.00%","±0.1",2015
"Civilian employed population 16 years and over","Mississippi","1,203,914","±5,777","1,203,914","(X)",2015
"Management, business, science, and arts occupations","Mississippi","374,592","±4,912","31.10%","±0.4",2015
"Service occupations","Mississippi","214,247","±4,134","17.80%","±0.3",2015
"Sales and office occupations","Mississippi","284,199","±3,805","23.60%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Mississippi","133,580","±2,523","11.10%","±0.2",2015
"Production, transportation, and material moving occupations","Mississippi","197,296","±3,199","16.40%","±0.3",2015
"Civilian employed population 16 years and over","Missouri","2,807,996","±5,535","2,807,996","(X)",2015
"Management, business, science, and arts occupations","Missouri","987,920","±7,036","35.20%","±0.2",2015
"Service occupations","Missouri","506,610","±5,809","18.00%","±0.2",2015
"Sales and office occupations","Missouri","693,967","±5,562","24.70%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Missouri","246,927","±2,951","8.80%","±0.1",2015
"Production, transportation, and material moving occupations","Missouri","372,572","±4,389","13.30%","±0.2",2015
"Civilian employed population 16 years and over","Montana","485,446","±2,893","485,446","(X)",2015
"Management, business, science, and arts occupations","Montana","174,485","±2,532","35.90%","±0.5",2015
"Service occupations","Montana","92,836","±2,008","19.10%","±0.4",2015
"Sales and office occupations","Montana","110,210","±1,860","22.70%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Montana","61,922","±1,516","12.80%","±0.3",2015
"Production, transportation, and material moving occupations","Montana","45,993","±1,336","9.50%","±0.3",2015
"Civilian employed population 16 years and over","Nebraska","968,134","±3,220","968,134","(X)",2015
"Management, business, science, and arts occupations","Nebraska","345,011","±3,529","35.60%","±0.3",2015
"Service occupations","Nebraska","161,784","±2,594","16.70%","±0.3",2015
"Sales and office occupations","Nebraska","232,498","±3,012","24.00%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Nebraska","98,766","±1,579","10.20%","±0.2",2015
"Production, transportation, and material moving occupations","Nebraska","130,075","±2,327","13.40%","±0.2",2015
"Civilian employed population 16 years and over","Nevada","1,267,312","±5,125","1,267,312","(X)",2015
"Management, business, science, and arts occupations","Nevada","351,244","±4,113","27.70%","±0.3",2015
"Service occupations","Nevada","352,011","±4,417","27.80%","±0.3",2015
"Sales and office occupations","Nevada","329,553","±4,024","26.00%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Nevada","110,252","±2,329","8.70%","±0.2",2015
"Production, transportation, and material moving occupations","Nevada","124,252","±2,591","9.80%","±0.2",2015
"Civilian employed population 16 years and over","New Hampshire","698,810","±3,176","698,810","(X)",2015
"Management, business, science, and arts occupations","New Hampshire","278,333","±3,437","39.80%","±0.4",2015
"Service occupations","New Hampshire","110,105","±2,513","15.80%","±0.4",2015
"Sales and office occupations","New Hampshire","169,158","±2,537","24.20%","±0.3",2015
"Natural resources, construction, and maintenance occupations","New Hampshire","63,134","±1,630","9.00%","±0.2",2015
"Production, transportation, and material moving occupations","New Hampshire","78,080","±1,873","11.20%","±0.3",2015
"Civilian employed population 16 years and over","New Jersey","4,281,760","±8,024","4,281,760","(X)",2015
"Management, business, science, and arts occupations","New Jersey","1,751,411","±9,652","40.90%","±0.2",2015
"Service occupations","New Jersey","716,343","±6,453","16.70%","±0.2",2015
"Sales and office occupations","New Jersey","1,059,562","±6,177","24.70%","±0.1",2015
"Natural resources, construction, and maintenance occupations","New Jersey","308,667","±4,041","7.20%","±0.1",2015
"Production, transportation, and material moving occupations","New Jersey","445,777","±5,608","10.40%","±0.1",2015
"Civilian employed population 16 years and over","New Mexico","876,035","±4,065","876,035","(X)",2015
"Management, business, science, and arts occupations","New Mexico","309,877","±4,014","35.40%","±0.4",2015
"Service occupations","New Mexico","182,601","±3,079","20.80%","±0.3",2015
"Sales and office occupations","New Mexico","203,580","±3,122","23.20%","±0.3",2015
"Natural resources, construction, and maintenance occupations","New Mexico","99,166","±2,130","11.30%","±0.2",2015
"Production, transportation, and material moving occupations","New Mexico","80,811","±2,065","9.20%","±0.2",2015
"Civilian employed population 16 years and over","New York","9,254,578","±14,601","9,254,578","(X)",2015
"Management, business, science, and arts occupations","New York","3,627,956","±17,653","39.20%","±0.2",2015
"Service occupations","New York","1,879,463","±11,050","20.30%","±0.1",2015
"Sales and office occupations","New York","2,198,961","±10,475","23.80%","±0.1",2015
"Natural resources, construction, and maintenance occupations","New York","673,298","±5,792","7.30%","±0.1",2015
"Production, transportation, and material moving occupations","New York","874,900","±5,486","9.50%","±0.1",2015
"Civilian employed population 16 years and over","North Carolina","4,372,773","±11,414","4,372,773","(X)",2015
"Management, business, science, and arts occupations","North Carolina","1,583,227","±12,156","36.20%","±0.2",2015
"Service occupations","North Carolina","772,051","±7,334","17.70%","±0.2",2015
"Sales and office occupations","North Carolina","1,023,814","±7,285","23.40%","±0.2",2015
"Natural resources, construction, and maintenance occupations","North Carolina","410,749","±4,890","9.40%","±0.1",2015
"Production, transportation, and material moving occupations","North Carolina","582,932","±5,716","13.30%","±0.1",2015
"Civilian employed population 16 years and over","North Dakota","387,716","±1,820","387,716","(X)",2015
"Management, business, science, and arts occupations","North Dakota","135,673","±2,123","35.00%","±0.5",2015
"Service occupations","North Dakota","65,679","±1,586","16.90%","±0.4",2015
"Sales and office occupations","North Dakota","87,277","±1,763","22.50%","±0.4",2015
"Natural resources, construction, and maintenance occupations","North Dakota","51,025","±1,472","13.20%","±0.4",2015
"Production, transportation, and material moving occupations","North Dakota","48,062","±1,479","12.40%","±0.4",2015
"Civilian employed population 16 years and over","Ohio","5,366,673","±9,749","5,366,673","(X)",2015
"Management, business, science, and arts occupations","Ohio","1,881,496","±11,583","35.10%","±0.2",2015
"Service occupations","Ohio","943,596","±7,958","17.60%","±0.1",2015
"Sales and office occupations","Ohio","1,282,772","±6,854","23.90%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Ohio","412,513","±3,865","7.70%","±0.1",2015
"Production, transportation, and material moving occupations","Ohio","846,296","±6,542","15.80%","±0.1",2015
"Civilian employed population 16 years and over","Oklahoma","1,719,541","±4,407","1,719,541","(X)",2015
"Management, business, science, and arts occupations","Oklahoma","571,918","±4,439","33.30%","±0.2",2015
"Service occupations","Oklahoma","303,533","±2,771","17.70%","±0.2",2015
"Sales and office occupations","Oklahoma","416,136","±3,626","24.20%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Oklahoma","200,510","±2,673","11.70%","±0.2",2015
"Production, transportation, and material moving occupations","Oklahoma","227,444","±2,277","13.20%","±0.1",2015
"Civilian employed population 16 years and over","Oregon","1,789,807","±6,425","1,789,807","(X)",2015
"Management, business, science, and arts occupations","Oregon","662,173","±5,718","37.00%","±0.3",2015
"Service occupations","Oregon","333,964","±3,573","18.70%","±0.2",2015
"Sales and office occupations","Oregon","419,477","±4,873","23.40%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Oregon","158,863","±3,354","8.90%","±0.2",2015
"Production, transportation, and material moving occupations","Oregon","215,330","±3,343","12.00%","±0.2",2015
"Civilian employed population 16 years and over","Pennsylvania","6,001,889","±11,007","6,001,889","(X)",2015
"Management, business, science, and arts occupations","Pennsylvania","2,202,299","±11,067","36.70%","±0.2",2015
"Service occupations","Pennsylvania","1,056,168","±6,423","17.60%","±0.1",2015
"Sales and office occupations","Pennsylvania","1,439,725","±6,864","24.00%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Pennsylvania","495,496","±4,394","8.30%","±0.1",2015
"Production, transportation, and material moving occupations","Pennsylvania","808,201","±5,933","13.50%","±0.1",2015
"Civilian employed population 16 years and over","Rhode Island","518,170","±3,085","518,170","(X)",2015
"Management, business, science, and arts occupations","Rhode Island","191,163","±2,939","36.90%","±0.5",2015
"Service occupations","Rhode Island","104,636","±2,137","20.20%","±0.4",2015
"Sales and office occupations","Rhode Island","126,595","±2,225","24.40%","±0.4",2015
"Natural resources, construction, and maintenance occupations","Rhode Island","37,389","±1,322","7.20%","±0.2",2015
"Production, transportation, and material moving occupations","Rhode Island","58,387","±1,785","11.30%","±0.3",2015
"Civilian employed population 16 years and over","South Carolina","2,075,274","±7,519","2,075,274","(X)",2015
"Management, business, science, and arts occupations","South Carolina","686,558","±6,618","33.10%","±0.3",2015
"Service occupations","South Carolina","379,346","±4,394","18.30%","±0.2",2015
"Sales and office occupations","South Carolina","514,852","±5,007","24.80%","±0.2",2015
"Natural resources, construction, and maintenance occupations","South Carolina","190,040","±2,976","9.20%","±0.1",2015
"Production, transportation, and material moving occupations","South Carolina","304,478","±4,332","14.70%","±0.2",2015
"Civilian employed population 16 years and over","South Dakota","430,853","±1,972","430,853","(X)",2015
"Management, business, science, and arts occupations","South Dakota","150,143","±2,047","34.80%","±0.4",2015
"Service occupations","South Dakota","74,626","±1,521","17.30%","±0.3",2015
"Sales and office occupations","South Dakota","103,270","±1,890","24.00%","±0.4",2015
"Natural resources, construction, and maintenance occupations","South Dakota","47,344","±1,167","11.00%","±0.3",2015
"Production, transportation, and material moving occupations","South Dakota","55,470","±1,579","12.90%","±0.4",2015
"Civilian employed population 16 years and over","Tennessee","2,888,742","±7,662","2,888,742","(X)",2015
"Management, business, science, and arts occupations","Tennessee","975,846","±8,297","33.80%","±0.3",2015
"Service occupations","Tennessee","490,921","±5,557","17.00%","±0.2",2015
"Sales and office occupations","Tennessee","718,654","±5,499","24.90%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Tennessee","255,715","±3,483","8.90%","±0.1",2015
"Production, transportation, and material moving occupations","Tennessee","447,606","±5,040","15.50%","±0.2",2015
"Civilian employed population 16 years and over","Texas","12,094,262","±15,903","12,094,262","(X)",2015
"Management, business, science, and arts occupations","Texas","4,246,418","±20,801","35.10%","±0.2",2015
"Service occupations","Texas","2,137,635","±12,522","17.70%","±0.1",2015
"Sales and office occupations","Texas","2,950,995","±13,553","24.40%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Texas","1,314,287","±10,678","10.90%","±0.1",2015
"Production, transportation, and material moving occupations","Texas","1,444,927","±10,587","11.90%","±0.1",2015
"Civilian employed population 16 years and over","Utah","1,337,646","±4,011","1,337,646","(X)",2015
"Management, business, science, and arts occupations","Utah","492,839","±4,453","36.80%","±0.3",2015
"Service occupations","Utah","209,077","±2,987","15.60%","±0.2",2015
"Sales and office occupations","Utah","349,898","±3,591","26.20%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Utah","118,516","±2,241","8.90%","±0.2",2015
"Production, transportation, and material moving occupations","Utah","167,316","±2,928","12.50%","±0.2",2015
"Civilian employed population 16 years and over","Vermont","326,732","±1,906","326,732","(X)",2015
"Management, business, science, and arts occupations","Vermont","132,097","±1,727","40.40%","±0.5",2015
"Service occupations","Vermont","56,783","±1,307","17.40%","±0.4",2015
"Sales and office occupations","Vermont","69,830","±1,384","21.40%","±0.4",2015
"Natural resources, construction, and maintenance occupations","Vermont","33,072","±843","10.10%","±0.3",2015
"Production, transportation, and material moving occupations","Vermont","34,950","±1,007","10.70%","±0.3",2015
"Civilian employed population 16 years and over","Virginia","3,990,770","±9,377","3,990,770","(X)",2015
"Management, business, science, and arts occupations","Virginia","1,703,602","±11,218","42.70%","±0.2",2015
"Service occupations","Virginia","674,982","±5,781","16.90%","±0.1",2015
"Sales and office occupations","Virginia","899,214","±5,736","22.50%","±0.1",2015
"Natural resources, construction, and maintenance occupations","Virginia","334,723","±4,635","8.40%","±0.1",2015
"Production, transportation, and material moving occupations","Virginia","378,249","±3,931","9.50%","±0.1",2015
"Civilian employed population 16 years and over","Washington","3,259,877","±8,378","3,259,877","(X)",2015
"Management, business, science, and arts occupations","Washington","1,270,584","±8,376","39.00%","±0.2",2015
"Service occupations","Washington","571,600","±5,680","17.50%","±0.2",2015
"Sales and office occupations","Washington","735,995","±6,037","22.60%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Washington","313,191","±3,966","9.60%","±0.1",2015
"Production, transportation, and material moving occupations","Washington","368,507","±4,404","11.30%","±0.1",2015
"Civilian employed population 16 years and over","West Virginia","751,252","±4,164","751,252","(X)",2015
"Management, business, science, and arts occupations","West Virginia","241,587","±3,414","32.20%","±0.4",2015
"Service occupations","West Virginia","141,436","±2,172","18.80%","±0.3",2015
"Sales and office occupations","West Virginia","181,570","±2,933","24.20%","±0.4",2015
"Natural resources, construction, and maintenance occupations","West Virginia","89,595","±2,143","11.90%","±0.3",2015
"Production, transportation, and material moving occupations","West Virginia","97,064","±2,001","12.90%","±0.3",2015
"Civilian employed population 16 years and over","Wisconsin","2,883,390","±6,149","2,883,390","(X)",2015
"Management, business, science, and arts occupations","Wisconsin","996,016","±6,394","34.50%","±0.2",2015
"Service occupations","Wisconsin","490,498","±4,139","17.00%","±0.1",2015
"Sales and office occupations","Wisconsin","665,207","±4,873","23.10%","±0.2",2015
"Natural resources, construction, and maintenance occupations","Wisconsin","245,698","±2,715","8.50%","±0.1",2015
"Production, transportation, and material moving occupations","Wisconsin","485,971","±4,688","16.90%","±0.2",2015
"Civilian employed population 16 years and over","Wyoming","293,949","±1,832","293,949","(X)",2015
"Management, business, science, and arts occupations","Wyoming","95,680","±2,185","32.50%","±0.7",2015
"Service occupations","Wyoming","52,163","±1,693","17.70%","±0.6",2015
"Sales and office occupations","Wyoming","62,560","±1,660","21.30%","±0.6",2015
"Natural resources, construction, and maintenance occupations","Wyoming","47,142","±1,584","16.00%","±0.5",2015
"Production, transportation, and material moving occupations","Wyoming","36,404","±1,189","12.40%","±0.4",2015
"Civilian employed population 16 years and over","Puerto Rico","1,063,350","±5,546","1,063,350","(X)",2015
"Management, business, science, and arts occupations","Puerto Rico","339,300","±3,857","31.90%","±0.3",2015
"Service occupations","Puerto Rico","219,098","±3,706","20.60%","±0.3",2015
"Sales and office occupations","Puerto Rico","294,504","±3,873","27.70%","±0.3",2015
"Natural resources, construction, and maintenance occupations","Puerto Rico","102,094","±2,264","9.60%","±0.2",2015
"Production, transportation, and material moving occupations","Puerto Rico","108,354","±2,283","10.20%","±0.2",2015
"Civilian employed population 16 years and over","Alabama","2,010,453","±6,237","2,010,453","(X)",2014
"Management, business, science, and arts occupations","Alabama","661,335","±5,819","32.90%","±0.3",2014
"Service occupations","Alabama","339,569","±5,192","16.90%","±0.3",2014
"Sales and office occupations","Alabama","489,899","±4,458","24.40%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Alabama","203,989","±3,435","10.10%","±0.2",2014
"Production, transportation, and material moving occupations","Alabama","315,661","±3,834","15.70%","±0.2",2014
"Civilian employed population 16 years and over","Alaska","347,983","±2,383","347,983","(X)",2014
"Management, business, science, and arts occupations","Alaska","124,865","±2,115","35.90%","±0.6",2014
"Service occupations","Alaska","61,535","±1,601","17.70%","±0.5",2014
"Sales and office occupations","Alaska","79,255","±1,709","22.80%","±0.5",2014
"Natural resources, construction, and maintenance occupations","Alaska","43,152","±1,360","12.40%","±0.4",2014
"Production, transportation, and material moving occupations","Alaska","39,176","±1,383","11.30%","±0.4",2014
"Civilian employed population 16 years and over","Arizona","2,754,982","±7,698","2,754,982","(X)",2014
"Management, business, science, and arts occupations","Arizona","969,339","±7,675","35.20%","±0.3",2014
"Service occupations","Arizona","546,173","±5,883","19.80%","±0.2",2014
"Sales and office occupations","Arizona","725,533","±5,299","26.30%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Arizona","251,532","±4,069","9.10%","±0.1",2014
"Production, transportation, and material moving occupations","Arizona","262,405","±4,370","9.50%","±0.2",2014
"Civilian employed population 16 years and over","Arkansas","1,251,717","±4,831","1,251,717","(X)",2014
"Management, business, science, and arts occupations","Arkansas","395,897","±4,524","31.60%","±0.3",2014
"Service occupations","Arkansas","216,462","±3,696","17.30%","±0.3",2014
"Sales and office occupations","Arkansas","300,354","±3,693","24.00%","±0.3",2014
"Natural resources, construction, and maintenance occupations","Arkansas","134,293","±2,363","10.70%","±0.2",2014
"Production, transportation, and material moving occupations","Arkansas","204,711","±3,004","16.40%","±0.2",2014
"Civilian employed population 16 years and over","California","16,890,442","±21,563","16,890,442","(X)",2014
"Management, business, science, and arts occupations","California","6,258,807","±26,535","37.10%","±0.1",2014
"Service occupations","California","3,159,432","±15,049","18.70%","±0.1",2014
"Sales and office occupations","California","4,074,214","±14,148","24.10%","±0.1",2014
"Natural resources, construction, and maintenance occupations","California","1,549,507","±9,882","9.20%","±0.1",2014
"Production, transportation, and material moving occupations","California","1,848,482","±10,590","10.90%","±0.1",2014
"Civilian employed population 16 years and over","Colorado","2,560,703","±6,828","2,560,703","(X)",2014
"Management, business, science, and arts occupations","Colorado","1,026,402","±7,134","40.10%","±0.2",2014
"Service occupations","Colorado","446,933","±4,936","17.50%","±0.2",2014
"Sales and office occupations","Colorado","616,388","±4,452","24.10%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Colorado","241,032","±3,273","9.40%","±0.1",2014
"Production, transportation, and material moving occupations","Colorado","229,948","±3,241","9.00%","±0.1",2014
"Civilian employed population 16 years and over","Connecticut","1,766,934","±5,661","1,766,934","(X)",2014
"Management, business, science, and arts occupations","Connecticut","729,947","±5,777","41.30%","±0.3",2014
"Service occupations","Connecticut","316,946","±4,843","17.90%","±0.3",2014
"Sales and office occupations","Connecticut","419,718","±3,975","23.80%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Connecticut","130,456","±2,348","7.40%","±0.1",2014
"Production, transportation, and material moving occupations","Connecticut","169,867","±2,501","9.60%","±0.1",2014
"Civilian employed population 16 years and over","Delaware","426,103","±2,480","426,103","(X)",2014
"Management, business, science, and arts occupations","Delaware","162,551","±2,280","38.10%","±0.5",2014
"Service occupations","Delaware","77,213","±1,994","18.10%","±0.4",2014
"Sales and office occupations","Delaware","103,900","±1,839","24.40%","±0.4",2014
"Natural resources, construction, and maintenance occupations","Delaware","36,501","±1,234","8.60%","±0.3",2014
"Production, transportation, and material moving occupations","Delaware","45,938","±1,702","10.80%","±0.4",2014
"Civilian employed population 16 years and over","District of Columbia","325,838","±2,201","325,838","(X)",2014
"Management, business, science, and arts occupations","District of Columbia","197,217","±2,316","60.50%","±0.7",2014
"Service occupations","District of Columbia","49,462","±1,714","15.20%","±0.5",2014
"Sales and office occupations","District of Columbia","56,393","±1,657","17.30%","±0.5",2014
"Natural resources, construction, and maintenance occupations","District of Columbia","10,082","±940","3.10%","±0.3",2014
"Production, transportation, and material moving occupations","District of Columbia","12,684","±757","3.90%","±0.2",2014
"Civilian employed population 16 years and over","Florida","8,335,023","±17,240","8,335,023","(X)",2014
"Management, business, science, and arts occupations","Florida","2,817,634","±19,118","33.80%","±0.2",2014
"Service occupations","Florida","1,724,282","±12,294","20.70%","±0.2",2014
"Sales and office occupations","Florida","2,291,150","±12,144","27.50%","±0.1",2014
"Natural resources, construction, and maintenance occupations","Florida","750,501","±7,671","9.00%","±0.1",2014
"Production, transportation, and material moving occupations","Florida","751,456","±6,699","9.00%","±0.1",2014
"Civilian employed population 16 years and over","Georgia","4,300,074","±10,441","4,300,074","(X)",2014
"Management, business, science, and arts occupations","Georgia","1,538,179","±11,534","35.80%","±0.2",2014
"Service occupations","Georgia","729,694","±6,395","17.00%","±0.1",2014
"Sales and office occupations","Georgia","1,075,558","±7,654","25.00%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Georgia","395,971","±4,938","9.20%","±0.1",2014
"Production, transportation, and material moving occupations","Georgia","560,672","±6,191","13.00%","±0.1",2014
"Civilian employed population 16 years and over","Hawaii","645,571","±3,140","645,571","(X)",2014
"Management, business, science, and arts occupations","Hawaii","218,793","±2,937","33.90%","±0.4",2014
"Service occupations","Hawaii","146,728","±2,933","22.70%","±0.4",2014
"Sales and office occupations","Hawaii","162,219","±2,310","25.10%","±0.4",2014
"Natural resources, construction, and maintenance occupations","Hawaii","62,338","±1,577","9.70%","±0.2",2014
"Production, transportation, and material moving occupations","Hawaii","55,493","±1,521","8.60%","±0.2",2014
"Civilian employed population 16 years and over","Idaho","703,410","±3,319","703,410","(X)",2014
"Management, business, science, and arts occupations","Idaho","234,583","±3,200","33.30%","±0.4",2014
"Service occupations","Idaho","126,079","±2,627","17.90%","±0.4",2014
"Sales and office occupations","Idaho","171,416","±2,714","24.40%","±0.4",2014
"Natural resources, construction, and maintenance occupations","Idaho","84,084","±2,256","12.00%","±0.3",2014
"Production, transportation, and material moving occupations","Idaho","87,248","±2,260","12.40%","±0.3",2014
"Civilian employed population 16 years and over","Illinois","6,032,031","±11,023","6,032,031","(X)",2014
"Management, business, science, and arts occupations","Illinois","2,204,363","±13,140","36.50%","±0.2",2014
"Service occupations","Illinois","1,048,478","±7,132","17.40%","±0.1",2014
"Sales and office occupations","Illinois","1,500,220","±7,807","24.90%","±0.1",2014
"Natural resources, construction, and maintenance occupations","Illinois","441,705","±3,976","7.30%","±0.1",2014
"Production, transportation, and material moving occupations","Illinois","837,265","±6,586","13.90%","±0.1",2014
"Civilian employed population 16 years and over","Indiana","2,994,736","±9,200","2,994,736","(X)",2014
"Management, business, science, and arts occupations","Indiana","964,687","±8,372","32.20%","±0.2",2014
"Service occupations","Indiana","513,303","±5,015","17.10%","±0.2",2014
"Sales and office occupations","Indiana","707,351","±5,268","23.60%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Indiana","261,696","±3,125","8.70%","±0.1",2014
"Production, transportation, and material moving occupations","Indiana","547,699","±4,632","18.30%","±0.2",2014
"Civilian employed population 16 years and over","Iowa","1,562,492","±4,461","1,562,492","(X)",2014
"Management, business, science, and arts occupations","Iowa","536,702","±4,374","34.30%","±0.2",2014
"Service occupations","Iowa","258,198","±2,932","16.50%","±0.2",2014
"Sales and office occupations","Iowa","369,512","±3,152","23.60%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Iowa","147,530","±2,141","9.40%","±0.1",2014
"Production, transportation, and material moving occupations","Iowa","250,550","±3,053","16.00%","±0.2",2014
"Civilian employed population 16 years and over","Kansas","1,391,836","±4,052","1,391,836","(X)",2014
"Management, business, science, and arts occupations","Kansas","508,334","±4,041","36.50%","±0.3",2014
"Service occupations","Kansas","233,218","±2,977","16.80%","±0.2",2014
"Sales and office occupations","Kansas","326,044","±3,033","23.40%","±0.2",2014
"Natural resources, construction, and maintenance occupations","Kansas","137,778","±2,354","9.90%","±0.2",2014
"Production, transportation, and material moving occupations","Kansas","186,462","±2,990","13.40%","±0.2",2014
