"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"With health insurance coverage","Hawaii","590,059","±2,932","96.00%","±0.2",2019
"With private health insurance","Hawaii","548,574","±3,092","89.20%","±0.3",2019
"With public coverage","Hawaii","62,750","±1,884","10.20%","±0.3",2019
"No health insurance coverage","Hawaii","24,792","±1,194","4.00%","±0.2",2019
"Unemployed:","Hawaii","26,826","±1,140","26,826","(X)",2019
"With health insurance coverage","Hawaii","22,124","±1,061","82.50%","±1.9",2019
"With private health insurance","Hawaii","12,084","±695","45.00%","±2.0",2019
"With public coverage","Hawaii","10,676","±813","39.80%","±2.3",2019
"No health insurance coverage","Hawaii","4,702","±547","17.50%","±1.9",2019
"Not in labor force:","Hawaii","158,557","±2,501","158,557","(X)",2019
"With health insurance coverage","Hawaii","143,790","±2,508","90.70%","±0.6",2019
"With private health insurance","Hawaii","92,871","±2,106","58.60%","±0.9",2019
"With public coverage","Hawaii","62,443","±1,705","39.40%","±0.8",2019
"No health insurance coverage","Hawaii","14,767","±920","9.30%","±0.6",2019
"Civilian noninstitutionalized population","Idaho","1,696,068","±517","1,696,068","(X)",2019
"With health insurance coverage","Idaho","1,516,989","±4,329","89.40%","±0.3",2019
"With private health insurance","Idaho","1,187,509","±7,304","70.00%","±0.4",2019
"With public coverage","Idaho","552,416","±5,841","32.60%","±0.3",2019
"No health insurance coverage","Idaho","179,079","±4,390","10.60%","±0.3",2019
"Civilian noninstitutionalized population under 19 years","Idaho","465,898","±1,128","465,898","(X)",2019
"No health insurance coverage","Idaho","23,871","±1,568","5.10%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","Idaho","969,569","±1,323","969,569","(X)",2019
"In labor force:","Idaho","752,374","±3,379","752,374","(X)",2019
"Employed:","Idaho","722,771","±3,739","722,771","(X)",2019
"With health insurance coverage","Idaho","616,936","±4,702","85.40%","±0.4",2019
"With private health insurance","Idaho","591,378","±5,009","81.80%","±0.5",2019
"With public coverage","Idaho","46,956","±1,637","6.50%","±0.2",2019
"No health insurance coverage","Idaho","105,835","±3,032","14.60%","±0.4",2019
"Unemployed:","Idaho","29,603","±1,417","29,603","(X)",2019
"With health insurance coverage","Idaho","18,593","±1,209","62.80%","±2.5",2019
"With private health insurance","Idaho","13,907","±1,057","47.00%","±2.6",2019
"With public coverage","Idaho","5,707","±564","19.30%","±1.7",2019
"No health insurance coverage","Idaho","11,010","±865","37.20%","±2.5",2019
"Not in labor force:","Idaho","217,195","±3,208","217,195","(X)",2019
"With health insurance coverage","Idaho","179,764","±2,968","82.80%","±0.6",2019
"With private health insurance","Idaho","128,215","±2,736","59.00%","±0.9",2019
"With public coverage","Idaho","70,783","±2,372","32.60%","±1.0",2019
"No health insurance coverage","Idaho","37,431","±1,519","17.20%","±0.6",2019
"Civilian noninstitutionalized population","Illinois","12,591,483","±632","12,591,483","(X)",2019
"With health insurance coverage","Illinois","11,731,871","±11,746","93.20%","±0.1",2019
"With private health insurance","Illinois","8,857,221","±28,763","70.30%","±0.2",2019
"With public coverage","Illinois","4,254,404","±17,424","33.80%","±0.1",2019
"No health insurance coverage","Illinois","859,612","±11,722","6.80%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Illinois","3,058,314","±2,193","3,058,314","(X)",2019
"No health insurance coverage","Illinois","94,555","±3,445","3.10%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","Illinois","7,655,426","±2,644","7,655,426","(X)",2019
"In labor force:","Illinois","6,121,769","±8,691","6,121,769","(X)",2019
"Employed:","Illinois","5,772,543","±10,338","5,772,543","(X)",2019
"With health insurance coverage","Illinois","5,277,090","±14,454","91.40%","±0.1",2019
"With private health insurance","Illinois","4,801,777","±16,592","83.20%","±0.2",2019
"With public coverage","Illinois","586,052","±5,764","10.20%","±0.1",2019
"No health insurance coverage","Illinois","495,453","±7,528","8.60%","±0.1",2019
"Unemployed:","Illinois","349,226","±5,100","349,226","(X)",2019
"With health insurance coverage","Illinois","277,085","±4,387","79.30%","±0.5",2019
"With private health insurance","Illinois","141,864","±3,136","40.60%","±0.7",2019
"With public coverage","Illinois","143,456","±2,833","41.10%","±0.6",2019
"No health insurance coverage","Illinois","72,141","±2,145","20.70%","±0.5",2019
"Not in labor force:","Illinois","1,533,657","±8,265","1,533,657","(X)",2019
"With health insurance coverage","Illinois","1,352,580","±7,240","88.20%","±0.2",2019
"With private health insurance","Illinois","842,173","±5,610","54.90%","±0.4",2019
"With public coverage","Illinois","589,307","±6,501","38.40%","±0.3",2019
"No health insurance coverage","Illinois","181,077","±3,621","11.80%","±0.2",2019
"Civilian noninstitutionalized population","Indiana","6,566,575","±451","6,566,575","(X)",2019
"With health insurance coverage","Indiana","6,014,666","±8,825","91.60%","±0.1",2019
"With private health insurance","Indiana","4,636,748","±17,267","70.60%","±0.3",2019
"With public coverage","Indiana","2,175,634","±11,438","33.10%","±0.2",2019
"No health insurance coverage","Indiana","551,909","±8,905","8.40%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Indiana","1,665,623","±1,662","1,665,623","(X)",2019
"No health insurance coverage","Indiana","106,952","±3,322","6.40%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Indiana","3,913,365","±1,771","3,913,365","(X)",2019
"In labor force:","Indiana","3,076,252","±7,133","3,076,252","(X)",2019
"Employed:","Indiana","2,936,934","±7,248","2,936,934","(X)",2019
"With health insurance coverage","Indiana","2,646,919","±10,093","90.10%","±0.2",2019
"With private health insurance","Indiana","2,465,618","±10,635","84.00%","±0.2",2019
"With public coverage","Indiana","249,999","±3,803","8.50%","±0.1",2019
"No health insurance coverage","Indiana","290,015","±5,552","9.90%","±0.2",2019
"Unemployed:","Indiana","139,318","±3,038","139,318","(X)",2019
"With health insurance coverage","Indiana","98,878","±2,415","71.00%","±0.8",2019
"With private health insurance","Indiana","57,852","±1,953","41.50%","±1.1",2019
"With public coverage","Indiana","45,270","±1,655","32.50%","±0.9",2019
"No health insurance coverage","Indiana","40,440","±1,430","29.00%","±0.8",2019
"Not in labor force:","Indiana","837,113","±6,478","837,113","(X)",2019
"With health insurance coverage","Indiana","727,946","±5,763","87.00%","±0.3",2019
"With private health insurance","Indiana","439,167","±3,983","52.50%","±0.5",2019
"With public coverage","Indiana","348,771","±5,567","41.70%","±0.5",2019
"No health insurance coverage","Indiana","109,167","±2,585","13.00%","±0.3",2019
"Civilian noninstitutionalized population","Iowa","3,096,125","±275","3,096,125","(X)",2019
"With health insurance coverage","Iowa","2,951,518","±3,918","95.30%","±0.1",2019
"With private health insurance","Iowa","2,329,732","±9,380","75.20%","±0.3",2019
"With public coverage","Iowa","1,071,155","±7,276","34.60%","±0.2",2019
"No health insurance coverage","Iowa","144,607","±3,864","4.70%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Iowa","771,431","±1,054","771,431","(X)",2019
"No health insurance coverage","Iowa","22,962","±1,452","3.00%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Iowa","1,822,017","±1,177","1,822,017","(X)",2019
"In labor force:","Iowa","1,512,909","±4,040","1,512,909","(X)",2019
"Employed:","Iowa","1,460,125","±4,395","1,460,125","(X)",2019
"With health insurance coverage","Iowa","1,375,833","±5,338","94.20%","±0.2",2019
"With private health insurance","Iowa","1,264,619","±5,846","86.60%","±0.2",2019
"With public coverage","Iowa","154,781","±2,728","10.60%","±0.2",2019
"No health insurance coverage","Iowa","84,292","±2,430","5.80%","±0.2",2019
"Unemployed:","Iowa","52,784","±1,693","52,784","(X)",2019
"With health insurance coverage","Iowa","42,901","±1,633","81.30%","±1.3",2019
"With private health insurance","Iowa","23,563","±1,200","44.60%","±1.7",2019
"With public coverage","Iowa","21,605","±1,215","40.90%","±1.6",2019
"No health insurance coverage","Iowa","9,883","±697","18.70%","±1.3",2019
"Not in labor force:","Iowa","309,108","±3,683","309,108","(X)",2019
"With health insurance coverage","Iowa","283,053","±3,312","91.60%","±0.4",2019
"With private health insurance","Iowa","177,395","±2,479","57.40%","±0.7",2019
"With public coverage","Iowa","130,656","±2,871","42.30%","±0.7",2019
"No health insurance coverage","Iowa","26,055","±1,320","8.40%","±0.4",2019
"Civilian noninstitutionalized population","Kansas","2,851,091","±783","2,851,091","(X)",2019
"With health insurance coverage","Kansas","2,600,061","±5,315","91.20%","±0.2",2019
"With private health insurance","Kansas","2,138,409","±8,062","75.00%","±0.3",2019
"With public coverage","Kansas","829,218","±5,412","29.10%","±0.2",2019
"No health insurance coverage","Kansas","251,030","±5,277","8.80%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Kansas","751,193","±1,193","751,193","(X)",2019
"No health insurance coverage","Kansas","39,286","±1,954","5.20%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","Kansas","1,669,127","±1,491","1,669,127","(X)",2019
"In labor force:","Kansas","1,356,235","±3,983","1,356,235","(X)",2019
"Employed:","Kansas","1,304,568","±4,607","1,304,568","(X)",2019
"With health insurance coverage","Kansas","1,167,334","±5,791","89.50%","±0.3",2019
"With private health insurance","Kansas","1,128,123","±6,064","86.50%","±0.3",2019
"With public coverage","Kansas","73,241","±1,952","5.60%","±0.1",2019
"No health insurance coverage","Kansas","137,234","±3,435","10.50%","±0.3",2019
"Unemployed:","Kansas","51,667","±1,668","51,667","(X)",2019
"With health insurance coverage","Kansas","31,424","±1,249","60.80%","±1.7",2019
"With private health insurance","Kansas","23,917","±1,101","46.30%","±1.8",2019
"With public coverage","Kansas","9,110","±692","17.60%","±1.2",2019
"No health insurance coverage","Kansas","20,243","±1,179","39.20%","±1.7",2019
"Not in labor force:","Kansas","312,892","±3,664","312,892","(X)",2019
"With health insurance coverage","Kansas","260,681","±3,220","83.30%","±0.5",2019
"With private health insurance","Kansas","185,819","±2,479","59.40%","±0.6",2019
"With public coverage","Kansas","99,522","±2,311","31.80%","±0.6",2019
"No health insurance coverage","Kansas","52,211","±1,594","16.70%","±0.5",2019
"Civilian noninstitutionalized population","Kentucky","4,366,510","±563","4,366,510","(X)",2019
"With health insurance coverage","Kentucky","4,117,796","±5,748","94.30%","±0.1",2019
"With private health insurance","Kentucky","2,835,843","±16,720","64.90%","±0.4",2019
"With public coverage","Kentucky","1,861,843","±11,975","42.60%","±0.3",2019
"No health insurance coverage","Kentucky","248,714","±5,729","5.70%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Kentucky","1,067,566","±1,555","1,067,566","(X)",2019
"No health insurance coverage","Kentucky","40,711","±2,209","3.80%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Kentucky","2,611,603","±1,575","2,611,603","(X)",2019
"In labor force:","Kentucky","1,918,286","±5,983","1,918,286","(X)",2019
"Employed:","Kentucky","1,816,050","±6,815","1,816,050","(X)",2019
"With health insurance coverage","Kentucky","1,682,465","±8,167","92.60%","±0.2",2019
"With private health insurance","Kentucky","1,477,168","±9,238","81.30%","±0.3",2019
"With public coverage","Kentucky","263,420","±3,716","14.50%","±0.2",2019
"No health insurance coverage","Kentucky","133,585","±3,355","7.40%","±0.2",2019
"Unemployed:","Kentucky","102,236","±2,574","102,236","(X)",2019
"With health insurance coverage","Kentucky","82,702","±2,129","80.90%","±1.0",2019
"With private health insurance","Kentucky","32,935","±1,233","32.20%","±1.2",2019
"With public coverage","Kentucky","53,004","±1,895","51.80%","±1.2",2019
"No health insurance coverage","Kentucky","19,534","±1,261","19.10%","±1.0",2019
"Not in labor force:","Kentucky","693,317","±5,901","693,317","(X)",2019
"With health insurance coverage","Kentucky","640,586","±5,670","92.40%","±0.3",2019
"With private health insurance","Kentucky","291,492","±3,488","42.00%","±0.5",2019
"With public coverage","Kentucky","410,091","±5,582","59.10%","±0.5",2019
"No health insurance coverage","Kentucky","52,731","±2,096","7.60%","±0.3",2019
"Civilian noninstitutionalized population","Louisiana","4,558,894","±964","4,558,894","(X)",2019
"With health insurance coverage","Louisiana","4,127,478","±8,004","90.50%","±0.2",2019
"With private health insurance","Louisiana","2,767,380","±15,409","60.70%","±0.3",2019
"With public coverage","Louisiana","1,869,189","±9,508","41.00%","±0.2",2019
"No health insurance coverage","Louisiana","431,416","±8,253","9.50%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Louisiana","1,161,140","±1,732","1,161,140","(X)",2019
"No health insurance coverage","Louisiana","41,574","±1,835","3.60%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Louisiana","2,720,583","±2,233","2,720,583","(X)",2019
"In labor force:","Louisiana","2,004,210","±6,210","2,004,210","(X)",2019
"Employed:","Louisiana","1,878,058","±6,350","1,878,058","(X)",2019
"With health insurance coverage","Louisiana","1,642,973","±8,305","87.50%","±0.3",2019
"With private health insurance","Louisiana","1,466,333","±8,453","78.10%","±0.3",2019
"With public coverage","Louisiana","232,149","±3,545","12.40%","±0.2",2019
"No health insurance coverage","Louisiana","235,085","±4,877","12.50%","±0.3",2019
"Unemployed:","Louisiana","126,152","±3,301","126,152","(X)",2019
"With health insurance coverage","Louisiana","83,078","±2,460","65.90%","±1.3",2019
"With private health insurance","Louisiana","37,792","±1,513","30.00%","±1.0",2019
"With public coverage","Louisiana","49,416","±1,838","39.20%","±1.1",2019
"No health insurance coverage","Louisiana","43,074","±2,117","34.10%","±1.3",2019
"Not in labor force:","Louisiana","716,373","±6,151","716,373","(X)",2019
"With health insurance coverage","Louisiana","607,728","±5,327","84.80%","±0.4",2019
"With private health insurance","Louisiana","312,772","±4,306","43.70%","±0.7",2019
"With public coverage","Louisiana","347,394","±5,416","48.50%","±0.6",2019
"No health insurance coverage","Louisiana","108,645","±3,431","15.20%","±0.4",2019
"Civilian noninstitutionalized population","Maine","1,319,854","±321","1,319,854","(X)",2019
"With health insurance coverage","Maine","1,216,025","±3,053","92.10%","±0.2",2019
"With private health insurance","Maine","927,791","±5,518","70.30%","±0.4",2019
"With public coverage","Maine","487,981","±4,534","37.00%","±0.3",2019
"No health insurance coverage","Maine","103,829","±3,014","7.90%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Maine","269,087","±655","269,087","(X)",2019
"No health insurance coverage","Maine","13,880","±1,045","5.20%","±0.4",2019
"Civilian noninstitutionalized population 19 to 64 years","Maine","791,152","±911","791,152","(X)",2019
"In labor force:","Maine","624,717","±2,739","624,717","(X)",2019
"Employed:","Maine","600,825","±2,768","600,825","(X)",2019
"With health insurance coverage","Maine","538,424","±3,418","89.60%","±0.3",2019
"With private health insurance","Maine","502,138","±3,698","83.60%","±0.4",2019
"With public coverage","Maine","53,741","±1,573","8.90%","±0.3",2019
"No health insurance coverage","Maine","62,401","±1,865","10.40%","±0.3",2019
"Unemployed:","Maine","23,892","±1,071","23,892","(X)",2019
"With health insurance coverage","Maine","15,889","±910","66.50%","±2.3",2019
"With private health insurance","Maine","9,365","±620","39.20%","±1.9",2019
"With public coverage","Maine","7,460","±642","31.20%","±2.2",2019
"No health insurance coverage","Maine","8,003","±635","33.50%","±2.3",2019
"Not in labor force:","Maine","166,435","±2,565","166,435","(X)",2019
"With health insurance coverage","Maine","147,255","±2,731","88.50%","±0.6",2019
"With private health insurance","Maine","78,604","±1,763","47.20%","±0.9",2019
"With public coverage","Maine","84,129","±2,083","50.50%","±0.8",2019
"No health insurance coverage","Maine","19,180","±1,041","11.50%","±0.6",2019
"Civilian noninstitutionalized population","Maryland","5,920,779","±1,043","5,920,779","(X)",2019
"With health insurance coverage","Maryland","5,561,644","±6,626","93.90%","±0.1",2019
"With private health insurance","Maryland","4,410,864","±15,300","74.50%","±0.3",2019
"With public coverage","Maryland","1,910,211","±10,477","32.30%","±0.2",2019
"No health insurance coverage","Maryland","359,135","±6,883","6.10%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Maryland","1,418,318","±1,555","1,418,318","(X)",2019
"No health insurance coverage","Maryland","50,281","±2,294","3.50%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Maryland","3,623,185","±2,008","3,623,185","(X)",2019
"In labor force:","Maryland","2,965,517","±5,253","2,965,517","(X)",2019
"Employed:","Maryland","2,821,767","±6,505","2,821,767","(X)",2019
"With health insurance coverage","Maryland","2,613,034","±8,096","92.60%","±0.2",2019
"With private health insurance","Maryland","2,398,029","±9,284","85.00%","±0.2",2019
"With public coverage","Maryland","292,018","±4,060","10.30%","±0.1",2019
"No health insurance coverage","Maryland","208,733","±4,938","7.40%","±0.2",2019
"Unemployed:","Maryland","143,750","±3,099","143,750","(X)",2019
"With health insurance coverage","Maryland","116,359","±2,618","80.90%","±0.8",2019
"With private health insurance","Maryland","65,028","±1,941","45.20%","±1.1",2019
"With public coverage","Maryland","56,176","±1,828","39.10%","±0.9",2019
"No health insurance coverage","Maryland","27,391","±1,363","19.10%","±0.8",2019
"Not in labor force:","Maryland","657,668","±5,427","657,668","(X)",2019
"With health insurance coverage","Maryland","593,745","±5,100","90.30%","±0.3",2019
"With private health insurance","Maryland","383,429","±4,252","58.30%","±0.5",2019
"With public coverage","Maryland","260,923","±4,200","39.70%","±0.5",2019
"No health insurance coverage","Maryland","63,923","±2,331","9.70%","±0.3",2019
"Civilian noninstitutionalized population","Massachusetts","6,777,468","±414","6,777,468","(X)",2019
"With health insurance coverage","Massachusetts","6,593,146","±3,914","97.30%","±0.1",2019
"With private health insurance","Massachusetts","5,029,053","±18,621","74.20%","±0.3",2019
"With public coverage","Massachusetts","2,456,992","±14,815","36.30%","±0.2",2019
"No health insurance coverage","Massachusetts","184,322","±3,919","2.70%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Massachusetts","1,472,007","±2,247","1,472,007","(X)",2019
"No health insurance coverage","Massachusetts","18,771","±1,182","1.30%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","Massachusetts","4,234,491","±2,363","4,234,491","(X)",2019
"In labor force:","Massachusetts","3,445,768","±6,760","3,445,768","(X)",2019
"Employed:","Massachusetts","3,287,318","±7,602","3,287,318","(X)",2019
"With health insurance coverage","Massachusetts","3,175,412","±8,234","96.60%","±0.1",2019
"With private health insurance","Massachusetts","2,777,669","±10,885","84.50%","±0.2",2019
"With public coverage","Massachusetts","488,396","±6,182","14.90%","±0.2",2019
"No health insurance coverage","Massachusetts","111,906","±2,786","3.40%","±0.1",2019
"Unemployed:","Massachusetts","158,450","±2,954","158,450","(X)",2019
"With health insurance coverage","Massachusetts","142,435","±2,690","89.90%","±0.6",2019
"With private health insurance","Massachusetts","75,784","±1,842","47.80%","±1.1",2019
"With public coverage","Massachusetts","73,884","±2,258","46.60%","±1.0",2019
"No health insurance coverage","Massachusetts","16,015","±1,090","10.10%","±0.6",2019
"Not in labor force:","Massachusetts","788,723","±6,843","788,723","(X)",2019
"With health insurance coverage","Massachusetts","754,946","±6,646","95.70%","±0.2",2019
"With private health insurance","Massachusetts","438,908","±4,707","55.60%","±0.5",2019
"With public coverage","Massachusetts","376,470","±5,738","47.70%","±0.5",2019
"No health insurance coverage","Massachusetts","33,777","±1,603","4.30%","±0.2",2019
"Civilian noninstitutionalized population","Michigan","9,855,966","±458","9,855,966","(X)",2019
"With health insurance coverage","Michigan","9,313,111","±8,426","94.50%","±0.1",2019
"With private health insurance","Michigan","7,039,992","±24,723","71.40%","±0.3",2019
"With public coverage","Michigan","3,784,591","±16,583","38.40%","±0.2",2019
"No health insurance coverage","Michigan","542,855","±8,503","5.50%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Michigan","2,313,156","±1,717","2,313,156","(X)",2019
"No health insurance coverage","Michigan","74,150","±2,416","3.20%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","Michigan","5,914,783","±1,825","5,914,783","(X)",2019
"In labor force:","Michigan","4,547,549","±7,148","4,547,549","(X)",2019
"Employed:","Michigan","4,289,976","±8,366","4,289,976","(X)",2019
"With health insurance coverage","Michigan","3,974,884","±11,547","92.70%","±0.1",2019
"With private health insurance","Michigan","3,559,114","±13,508","83.00%","±0.2",2019
"With public coverage","Michigan","525,959","±5,095","12.30%","±0.1",2019
"No health insurance coverage","Michigan","315,092","±5,530","7.30%","±0.1",2019
"Unemployed:","Michigan","257,573","±3,650","257,573","(X)",2019
"With health insurance coverage","Michigan","209,985","±3,284","81.50%","±0.6",2019
"With private health insurance","Michigan","95,517","±1,985","37.10%","±0.7",2019
"With public coverage","Michigan","122,321","±2,816","47.50%","±0.7",2019
"No health insurance coverage","Michigan","47,588","±1,624","18.50%","±0.6",2019
"Not in labor force:","Michigan","1,367,234","±6,676","1,367,234","(X)",2019
"With health insurance coverage","Michigan","1,266,803","±6,199","92.70%","±0.2",2019
"With private health insurance","Michigan","730,110","±4,938","53.40%","±0.4",2019
"With public coverage","Michigan","664,105","±6,607","48.60%","±0.3",2019
"No health insurance coverage","Michigan","100,431","±2,349","7.30%","±0.2",2019
"Civilian noninstitutionalized population","Minnesota","5,505,454","±319","5,505,454","(X)",2019
"With health insurance coverage","Minnesota","5,259,270","±4,706","95.50%","±0.1",2019
"With private health insurance","Minnesota","4,203,234","±12,779","76.30%","±0.2",2019
"With public coverage","Minnesota","1,805,106","±10,118","32.80%","±0.2",2019
"No health insurance coverage","Minnesota","246,184","±4,715","4.50%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","Minnesota","1,370,466","±1,149","1,370,466","(X)",2019
"No health insurance coverage","Minnesota","46,237","±2,186","3.40%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Minnesota","3,306,394","±1,239","3,306,394","(X)",2019
"In labor force:","Minnesota","2,802,853","±4,695","2,802,853","(X)",2019
"Employed:","Minnesota","2,707,313","±5,364","2,707,313","(X)",2019
"With health insurance coverage","Minnesota","2,564,427","±6,139","94.70%","±0.1",2019
"With private health insurance","Minnesota","2,309,087","±8,072","85.30%","±0.2",2019
"With public coverage","Minnesota","324,343","±3,624","12.00%","±0.1",2019
"No health insurance coverage","Minnesota","142,886","±3,212","5.30%","±0.1",2019
"Unemployed:","Minnesota","95,540","±2,080","95,540","(X)",2019
"With health insurance coverage","Minnesota","80,139","±1,800","83.90%","±0.7",2019
"With private health insurance","Minnesota","44,455","±1,390","46.50%","±1.1",2019
"With public coverage","Minnesota","38,723","±1,269","40.50%","±1.1",2019
"No health insurance coverage","Minnesota","15,401","±794","16.10%","±0.7",2019
"Not in labor force:","Minnesota","503,541","±4,531","503,541","(X)",2019
"With health insurance coverage","Minnesota","464,060","±4,071","92.20%","±0.2",2019
"With private health insurance","Minnesota","287,906","±3,126","57.20%","±0.5",2019
"With public coverage","Minnesota","213,938","±3,329","42.50%","±0.5",2019
"No health insurance coverage","Minnesota","39,481","±1,330","7.80%","±0.2",2019
"Civilian noninstitutionalized population","Mississippi","2,916,886","±671","2,916,886","(X)",2019
"With health insurance coverage","Mississippi","2,558,306","±6,649","87.70%","±0.2",2019
"With private health insurance","Mississippi","1,749,300","±12,720","60.00%","±0.4",2019
"With public coverage","Mississippi","1,138,913","±7,298","39.00%","±0.3",2019
"No health insurance coverage","Mississippi","358,580","±6,746","12.30%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Mississippi","755,819","±1,577","755,819","(X)",2019
"No health insurance coverage","Mississippi","37,417","±2,015","5.00%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","Mississippi","1,713,374","±1,773","1,713,374","(X)",2019
"In labor force:","Mississippi","1,232,412","±5,350","1,232,412","(X)",2019
"Employed:","Mississippi","1,143,338","±5,995","1,143,338","(X)",2019
"With health insurance coverage","Mississippi","972,705","±6,908","85.10%","±0.4",2019
"With private health insurance","Mississippi","926,451","±6,727","81.00%","±0.4",2019
"With public coverage","Mississippi","77,289","±2,360","6.80%","±0.2",2019
"No health insurance coverage","Mississippi","170,633","±4,014","14.90%","±0.4",2019
"Unemployed:","Mississippi","89,074","±2,524","89,074","(X)",2019
"With health insurance coverage","Mississippi","44,124","±1,730","49.50%","±1.4",2019
"With private health insurance","Mississippi","25,644","±1,310","28.80%","±1.3",2019
"With public coverage","Mississippi","20,397","±1,032","22.90%","±0.9",2019
"No health insurance coverage","Mississippi","44,950","±1,872","50.50%","±1.4",2019
"Not in labor force:","Mississippi","480,962","±5,309","480,962","(X)",2019
"With health insurance coverage","Mississippi","376,982","±4,269","78.40%","±0.5",2019
"With private health insurance","Mississippi","198,538","±3,405","41.30%","±0.7",2019
"With public coverage","Mississippi","214,470","±3,477","44.60%","±0.6",2019
"No health insurance coverage","Mississippi","103,980","±3,032","21.60%","±0.5",2019
"Civilian noninstitutionalized population","Missouri","5,990,637","±812","5,990,637","(X)",2019
"With health insurance coverage","Missouri","5,430,752","±9,719","90.70%","±0.2",2019
"With private health insurance","Missouri","4,243,951","±17,415","70.80%","±0.3",2019
"With public coverage","Missouri","1,908,817","±9,394","31.90%","±0.2",2019
"No health insurance coverage","Missouri","559,885","±9,829","9.30%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Missouri","1,456,547","±1,708","1,456,547","(X)",2019
"No health insurance coverage","Missouri","81,097","±2,900","5.60%","±0.2",2019
"Civilian noninstitutionalized population 19 to 64 years","Missouri","3,564,669","±1,967","3,564,669","(X)",2019
"In labor force:","Missouri","2,790,425","±6,481","2,790,425","(X)",2019
"Employed:","Missouri","2,668,896","±7,093","2,668,896","(X)",2019
"With health insurance coverage","Missouri","2,368,893","±9,769","88.80%","±0.2",2019
"With private health insurance","Missouri","2,271,026","±10,307","85.10%","±0.2",2019
"With public coverage","Missouri","158,040","±2,924","5.90%","±0.1",2019
"No health insurance coverage","Missouri","300,003","±5,126","11.20%","±0.2",2019
"Unemployed:","Missouri","121,529","±2,924","121,529","(X)",2019
"With health insurance coverage","Missouri","73,160","±2,155","60.20%","±1.2",2019
"With private health insurance","Missouri","50,492","±1,833","41.50%","±1.3",2019
"With public coverage","Missouri","25,543","±1,326","21.00%","±1.0",2019
"No health insurance coverage","Missouri","48,369","±2,026","39.80%","±1.2",2019
"Not in labor force:","Missouri","774,244","±6,375","774,244","(X)",2019
"With health insurance coverage","Missouri","648,583","±5,405","83.80%","±0.4",2019
"With private health insurance","Missouri","406,630","±4,286","52.50%","±0.5",2019
"With public coverage","Missouri","299,710","±3,755","38.70%","±0.4",2019
"No health insurance coverage","Missouri","125,661","±3,429","16.20%","±0.4",2019
"Civilian noninstitutionalized population","Montana","1,035,643","±303","1,035,643","(X)",2019
"With health insurance coverage","Montana","942,477","±2,599","91.00%","±0.3",2019
"With private health insurance","Montana","701,702","±5,080","67.80%","±0.5",2019
"With public coverage","Montana","390,256","±3,915","37.70%","±0.4",2019
"No health insurance coverage","Montana","93,166","±2,639","9.00%","±0.3",2019
"Civilian noninstitutionalized population under 19 years","Montana","240,890","±842","240,890","(X)",2019
"No health insurance coverage","Montana","15,621","±958","6.50%","±0.4",2019
"Civilian noninstitutionalized population 19 to 64 years","Montana","608,770","±932","608,770","(X)",2019
"In labor force:","Montana","481,817","±2,433","481,817","(X)",2019
"Employed:","Montana","463,150","±2,545","463,150","(X)",2019
"With health insurance coverage","Montana","410,020","±3,030","88.50%","±0.4",2019
"With private health insurance","Montana","371,897","±3,593","80.30%","±0.6",2019
"With public coverage","Montana","54,578","±1,790","11.80%","±0.4",2019
"No health insurance coverage","Montana","53,130","±1,874","11.50%","±0.4",2019
"Unemployed:","Montana","18,667","±1,071","18,667","(X)",2019
"With health insurance coverage","Montana","13,635","±921","73.00%","±2.5",2019
"With private health insurance","Montana","7,895","±670","42.30%","±2.7",2019
"With public coverage","Montana","6,575","±654","35.20%","±2.8",2019
"No health insurance coverage","Montana","5,032","±546","27.00%","±2.5",2019
"Not in labor force:","Montana","126,953","±2,244","126,953","(X)",2019
"With health insurance coverage","Montana","108,170","±2,061","85.20%","±0.7",2019
"With private health insurance","Montana","67,370","±1,660","53.10%","±1.0",2019
"With public coverage","Montana","50,929","±1,604","40.10%","±1.0",2019
