Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Sep-1996,1996,9,"1,000 Head",Heifers,807.8,Federally Inspected,Red Meat
Aug-1996,1996,8,"1,000 Head",Heifers,929.7,Federally Inspected,Red Meat
Jul-1996,1996,7,"1,000 Head",Heifers,876.9,Federally Inspected,Red Meat
Jun-1996,1996,6,"1,000 Head",Heifers,886.4,Federally Inspected,Red Meat
May-1996,1996,5,"1,000 Head",Heifers,914.7,Federally Inspected,Red Meat
Apr-1996,1996,4,"1,000 Head",Heifers,857.2,Federally Inspected,Red Meat
Mar-1996,1996,3,"1,000 Head",Heifers,857.7,Federally Inspected,Red Meat
Feb-1996,1996,2,"1,000 Head",Heifers,856.3,Federally Inspected,Red Meat
Jan-1996,1996,1,"1,000 Head",Heifers,894.3,Federally Inspected,Red Meat
Dec-1995,1995,12,"1,000 Head",Heifers,771.1,Federally Inspected,Red Meat
Nov-1995,1995,11,"1,000 Head",Heifers,859.2,Federally Inspected,Red Meat
Oct-1995,1995,10,"1,000 Head",Heifers,929.9,Federally Inspected,Red Meat
Sep-1995,1995,9,"1,000 Head",Heifers,927.1,Federally Inspected,Red Meat
Aug-1995,1995,8,"1,000 Head",Heifers,918.8,Federally Inspected,Red Meat
Jul-1995,1995,7,"1,000 Head",Heifers,854.3,Federally Inspected,Red Meat
Jun-1995,1995,6,"1,000 Head",Heifers,907.3,Federally Inspected,Red Meat
May-1995,1995,5,"1,000 Head",Heifers,870.2,Federally Inspected,Red Meat
Apr-1995,1995,4,"1,000 Head",Heifers,747.5,Federally Inspected,Red Meat
Mar-1995,1995,3,"1,000 Head",Heifers,847.1,Federally Inspected,Red Meat
Feb-1995,1995,2,"1,000 Head",Heifers,742.2,Federally Inspected,Red Meat
Jan-1995,1995,1,"1,000 Head",Heifers,799.9,Federally Inspected,Red Meat
Dec-1994,1994,12,"1,000 Head",Heifers,770.5,Federally Inspected,Red Meat
Nov-1994,1994,11,"1,000 Head",Heifers,782.3,Federally Inspected,Red Meat
Oct-1994,1994,10,"1,000 Head",Heifers,833.5,Federally Inspected,Red Meat
Sep-1994,1994,9,"1,000 Head",Heifers,821.7,Federally Inspected,Red Meat
Aug-1994,1994,8,"1,000 Head",Heifers,804.6,Federally Inspected,Red Meat
Jul-1994,1994,7,"1,000 Head",Heifers,760.9,Federally Inspected,Red Meat
Jun-1994,1994,6,"1,000 Head",Heifers,829.8,Federally Inspected,Red Meat
May-1994,1994,5,"1,000 Head",Heifers,744.9,Federally Inspected,Red Meat
Apr-1994,1994,4,"1,000 Head",Heifers,736.4,Federally Inspected,Red Meat
Mar-1994,1994,3,"1,000 Head",Heifers,812.4,Federally Inspected,Red Meat
Feb-1994,1994,2,"1,000 Head",Heifers,726.5,Federally Inspected,Red Meat
Jan-1994,1994,1,"1,000 Head",Heifers,766.0,Federally Inspected,Red Meat
Dec-1993,1993,12,"1,000 Head",Heifers,748.5,Federally Inspected,Red Meat
Nov-1993,1993,11,"1,000 Head",Heifers,741.1,Federally Inspected,Red Meat
Oct-1993,1993,10,"1,000 Head",Heifers,784.9,Federally Inspected,Red Meat
Sep-1993,1993,9,"1,000 Head",Heifers,799.3,Federally Inspected,Red Meat
Aug-1993,1993,8,"1,000 Head",Heifers,803.7,Federally Inspected,Red Meat
Jul-1993,1993,7,"1,000 Head",Heifers,828.1,Federally Inspected,Red Meat
Jun-1993,1993,6,"1,000 Head",Heifers,851.9,Federally Inspected,Red Meat
May-1993,1993,5,"1,000 Head",Heifers,750.6,Federally Inspected,Red Meat
Apr-1993,1993,4,"1,000 Head",Heifers,705.1,Federally Inspected,Red Meat
Mar-1993,1993,3,"1,000 Head",Heifers,729.7,Federally Inspected,Red Meat
Feb-1993,1993,2,"1,000 Head",Heifers,674.6,Federally Inspected,Red Meat
Jan-1993,1993,1,"1,000 Head",Heifers,734.2,Federally Inspected,Red Meat
Dec-1992,1992,12,"1,000 Head",Heifers,691.0,Federally Inspected,Red Meat
Nov-1992,1992,11,"1,000 Head",Heifers,687.2,Federally Inspected,Red Meat
Oct-1992,1992,10,"1,000 Head",Heifers,782.2,Federally Inspected,Red Meat
Sep-1992,1992,9,"1,000 Head",Heifers,790.5,Federally Inspected,Red Meat
Aug-1992,1992,8,"1,000 Head",Heifers,784.1,Federally Inspected,Red Meat
Jul-1992,1992,7,"1,000 Head",Heifers,780.4,Federally Inspected,Red Meat
Jun-1992,1992,6,"1,000 Head",Heifers,784.0,Federally Inspected,Red Meat
May-1992,1992,5,"1,000 Head",Heifers,756.1,Federally Inspected,Red Meat
Apr-1992,1992,4,"1,000 Head",Heifers,696.1,Federally Inspected,Red Meat
Mar-1992,1992,3,"1,000 Head",Heifers,739.7,Federally Inspected,Red Meat
Feb-1992,1992,2,"1,000 Head",Heifers,672.3,Federally Inspected,Red Meat
Jan-1992,1992,1,"1,000 Head",Heifers,856.2,Federally Inspected,Red Meat
Dec-1991,1991,12,"1,000 Head",Heifers,680.0,Federally Inspected,Red Meat
Nov-1991,1991,11,"1,000 Head",Heifers,716.0,Federally Inspected,Red Meat
Oct-1991,1991,10,"1,000 Head",Heifers,859.0,Federally Inspected,Red Meat
Sep-1991,1991,9,"1,000 Head",Heifers,830.0,Federally Inspected,Red Meat
Aug-1991,1991,8,"1,000 Head",Heifers,874.0,Federally Inspected,Red Meat
Jul-1991,1991,7,"1,000 Head",Heifers,845.0,Federally Inspected,Red Meat
Jun-1991,1991,6,"1,000 Head",Heifers,795.0,Federally Inspected,Red Meat
May-1991,1991,5,"1,000 Head",Heifers,830.0,Federally Inspected,Red Meat
Apr-1991,1991,4,"1,000 Head",Heifers,772.0,Federally Inspected,Red Meat
Mar-1991,1991,3,"1,000 Head",Heifers,722.0,Federally Inspected,Red Meat
Feb-1991,1991,2,"1,000 Head",Heifers,724.0,Federally Inspected,Red Meat
Jan-1991,1991,1,"1,000 Head",Heifers,837.0,Federally Inspected,Red Meat
Dec-1990,1990,12,"1,000 Head",Heifers,674.0,Federally Inspected,Red Meat
Nov-1990,1990,11,"1,000 Head",Heifers,764.0,Federally Inspected,Red Meat
Oct-1990,1990,10,"1,000 Head",Heifers,893.0,Federally Inspected,Red Meat
Sep-1990,1990,9,"1,000 Head",Heifers,822.0,Federally Inspected,Red Meat
Aug-1990,1990,8,"1,000 Head",Heifers,906.0,Federally Inspected,Red Meat
Jul-1990,1990,7,"1,000 Head",Heifers,890.0,Federally Inspected,Red Meat
Jun-1990,1990,6,"1,000 Head",Heifers,894.0,Federally Inspected,Red Meat
May-1990,1990,5,"1,000 Head",Heifers,874.0,Federally Inspected,Red Meat
Apr-1990,1990,4,"1,000 Head",Heifers,750.0,Federally Inspected,Red Meat
Mar-1990,1990,3,"1,000 Head",Heifers,810.0,Federally Inspected,Red Meat
Feb-1990,1990,2,"1,000 Head",Heifers,749.0,Federally Inspected,Red Meat
Jan-1990,1990,1,"1,000 Head",Heifers,807.0,Federally Inspected,Red Meat
Dec-1989,1989,12,"1,000 Head",Heifers,766.0,Federally Inspected,Red Meat
Nov-1989,1989,11,"1,000 Head",Heifers,789.0,Federally Inspected,Red Meat
Oct-1989,1989,10,"1,000 Head",Heifers,904.0,Federally Inspected,Red Meat
Sep-1989,1989,9,"1,000 Head",Heifers,853.0,Federally Inspected,Red Meat
Aug-1989,1989,8,"1,000 Head",Heifers,949.0,Federally Inspected,Red Meat
Jul-1989,1989,7,"1,000 Head",Heifers,882.0,Federally Inspected,Red Meat
Jun-1989,1989,6,"1,000 Head",Heifers,929.0,Federally Inspected,Red Meat
May-1989,1989,5,"1,000 Head",Heifers,884.0,Federally Inspected,Red Meat
Apr-1989,1989,4,"1,000 Head",Heifers,743.0,Federally Inspected,Red Meat
Mar-1989,1989,3,"1,000 Head",Heifers,817.0,Federally Inspected,Red Meat
Feb-1989,1989,2,"1,000 Head",Heifers,786.0,Federally Inspected,Red Meat
Jan-1989,1989,1,"1,000 Head",Heifers,827.0,Federally Inspected,Red Meat
Dec-1988,1988,12,"1,000 Head",Heifers,790.0,Federally Inspected,Red Meat
Nov-1988,1988,11,"1,000 Head",Heifers,797.0,Federally Inspected,Red Meat
Oct-1988,1988,10,"1,000 Head",Heifers,934.0,Federally Inspected,Red Meat
Sep-1988,1988,9,"1,000 Head",Heifers,966.0,Federally Inspected,Red Meat
Aug-1988,1988,8,"1,000 Head",Heifers,1011.0,Federally Inspected,Red Meat
Jul-1988,1988,7,"1,000 Head",Heifers,901.0,Federally Inspected,Red Meat
Jun-1988,1988,6,"1,000 Head",Heifers,888.0,Federally Inspected,Red Meat
May-1988,1988,5,"1,000 Head",Heifers,827.0,Federally Inspected,Red Meat
Apr-1988,1988,4,"1,000 Head",Heifers,800.0,Federally Inspected,Red Meat
Mar-1988,1988,3,"1,000 Head",Heifers,868.0,Federally Inspected,Red Meat
Feb-1988,1988,2,"1,000 Head",Heifers,792.0,Federally Inspected,Red Meat
Jan-1988,1988,1,"1,000 Head",Heifers,864.0,Federally Inspected,Red Meat
Dec-1987,1987,12,"1,000 Head",Heifers,836.0,Federally Inspected,Red Meat
Nov-1987,1987,11,"1,000 Head",Heifers,784.0,Federally Inspected,Red Meat
Oct-1987,1987,10,"1,000 Head",Heifers,929.0,Federally Inspected,Red Meat
Sep-1987,1987,9,"1,000 Head",Heifers,1023.0,Federally Inspected,Red Meat
Aug-1987,1987,8,"1,000 Head",Heifers,932.0,Federally Inspected,Red Meat
Jul-1987,1987,7,"1,000 Head",Heifers,889.0,Federally Inspected,Red Meat
Jun-1987,1987,6,"1,000 Head",Heifers,874.0,Federally Inspected,Red Meat
May-1987,1987,5,"1,000 Head",Heifers,825.0,Federally Inspected,Red Meat
Apr-1987,1987,4,"1,000 Head",Heifers,828.0,Federally Inspected,Red Meat
Mar-1987,1987,3,"1,000 Head",Heifers,862.0,Federally Inspected,Red Meat
Feb-1987,1987,2,"1,000 Head",Heifers,794.0,Federally Inspected,Red Meat
Jan-1987,1987,1,"1,000 Head",Heifers,970.0,Federally Inspected,Red Meat
Dec-1986,1986,12,"1,000 Head",Heifers,837.0,Federally Inspected,Red Meat
Nov-1986,1986,11,"1,000 Head",Heifers,757.0,Federally Inspected,Red Meat
Oct-1986,1986,10,"1,000 Head",Heifers,897.0,Federally Inspected,Red Meat
Sep-1986,1986,9,"1,000 Head",Heifers,924.0,Federally Inspected,Red Meat
Aug-1986,1986,8,"1,000 Head",Heifers,977.0,Federally Inspected,Red Meat
Jul-1986,1986,7,"1,000 Head",Heifers,971.0,Federally Inspected,Red Meat
Jun-1986,1986,6,"1,000 Head",Heifers,889.0,Federally Inspected,Red Meat
May-1986,1986,5,"1,000 Head",Heifers,938.0,Federally Inspected,Red Meat
Apr-1986,1986,4,"1,000 Head",Heifers,892.0,Federally Inspected,Red Meat
Mar-1986,1986,3,"1,000 Head",Heifers,836.0,Federally Inspected,Red Meat
Feb-1986,1986,2,"1,000 Head",Heifers,819.0,Federally Inspected,Red Meat
Jan-1986,1986,1,"1,000 Head",Heifers,951.0,Federally Inspected,Red Meat
Dec-1985,1985,12,"1,000 Head",Heifers,788.0,Federally Inspected,Red Meat
Nov-1985,1985,11,"1,000 Head",Heifers,758.0,Federally Inspected,Red Meat
Oct-1985,1985,10,"1,000 Head",Heifers,978.0,Federally Inspected,Red Meat
Sep-1985,1985,9,"1,000 Head",Heifers,939.0,Federally Inspected,Red Meat
Aug-1985,1985,8,"1,000 Head",Heifers,1019.0,Federally Inspected,Red Meat
Jul-1985,1985,7,"1,000 Head",Heifers,950.0,Federally Inspected,Red Meat
Jun-1985,1985,6,"1,000 Head",Heifers,841.0,Federally Inspected,Red Meat
May-1985,1985,5,"1,000 Head",Heifers,944.0,Federally Inspected,Red Meat
Apr-1985,1985,4,"1,000 Head",Heifers,939.0,Federally Inspected,Red Meat
Mar-1985,1985,3,"1,000 Head",Heifers,867.0,Federally Inspected,Red Meat
Feb-1985,1985,2,"1,000 Head",Heifers,821.0,Federally Inspected,Red Meat
Jan-1985,1985,1,"1,000 Head",Heifers,920.0,Federally Inspected,Red Meat
Dec-1984,1984,12,"1,000 Head",Heifers,847.0,Federally Inspected,Red Meat
Nov-1984,1984,11,"1,000 Head",Heifers,829.0,Federally Inspected,Red Meat
Oct-1984,1984,10,"1,000 Head",Heifers,999.0,Federally Inspected,Red Meat
Sep-1984,1984,9,"1,000 Head",Heifers,852.0,Federally Inspected,Red Meat
Aug-1984,1984,8,"1,000 Head",Heifers,959.0,Federally Inspected,Red Meat
Jul-1984,1984,7,"1,000 Head",Heifers,896.0,Federally Inspected,Red Meat
Jun-1984,1984,6,"1,000 Head",Heifers,843.0,Federally Inspected,Red Meat
May-1984,1984,5,"1,000 Head",Heifers,861.0,Federally Inspected,Red Meat
Apr-1984,1984,4,"1,000 Head",Heifers,729.0,Federally Inspected,Red Meat
Mar-1984,1984,3,"1,000 Head",Heifers,830.0,Federally Inspected,Red Meat
Feb-1984,1984,2,"1,000 Head",Heifers,789.0,Federally Inspected,Red Meat
Jan-1984,1984,1,"1,000 Head",Heifers,777.0,Federally Inspected,Red Meat
Dec-1983,1983,12,"1,000 Head",Heifers,807.0,Federally Inspected,Red Meat
Nov-1983,1983,11,"1,000 Head",Heifers,829.0,Federally Inspected,Red Meat
Oct-1983,1983,10,"1,000 Head",Heifers,936.0,Federally Inspected,Red Meat
Sep-1983,1983,9,"1,000 Head",Heifers,984.0,Federally Inspected,Red Meat
Aug-1983,1983,8,"1,000 Head",Heifers,966.0,Federally Inspected,Red Meat
Jul-1983,1983,7,"1,000 Head",Heifers,816.0,Federally Inspected,Red Meat
Jun-1983,1983,6,"1,000 Head",Heifers,903.0,Federally Inspected,Red Meat
May-1983,1983,5,"1,000 Head",Heifers,808.0,Federally Inspected,Red Meat
Apr-1983,1983,4,"1,000 Head",Heifers,727.0,Federally Inspected,Red Meat
Mar-1983,1983,3,"1,000 Head",Heifers,831.0,Federally Inspected,Red Meat
Feb-1983,1983,2,"1,000 Head",Heifers,743.0,Federally Inspected,Red Meat
Jan-1983,1983,1,"1,000 Head",Heifers,871.0,Federally Inspected,Red Meat
Dec-1982,1982,12,"1,000 Head",Heifers,871.0,Federally Inspected,Red Meat
Dec-2023,2023,12,"1,000 Head",Beef Cows,291.9,Federally Inspected,Red Meat
Nov-2023,2023,11,"1,000 Head",Beef Cows,341.0,Federally Inspected,Red Meat
Oct-2023,2023,10,"1,000 Head",Beef Cows,330.7,Federally Inspected,Red Meat
Sep-2023,2023,9,"1,000 Head",Beef Cows,275.8,Federally Inspected,Red Meat
Aug-2023,2023,8,"1,000 Head",Beef Cows,281.0,Federally Inspected,Red Meat
Jul-2023,2023,7,"1,000 Head",Beef Cows,260.2,Federally Inspected,Red Meat
Jun-2023,2023,6,"1,000 Head",Beef Cows,304.1,Federally Inspected,Red Meat
May-2023,2023,5,"1,000 Head",Beef Cows,300.8,Federally Inspected,Red Meat
Apr-2023,2023,4,"1,000 Head",Beef Cows,261.1,Federally Inspected,Red Meat
Mar-2023,2023,3,"1,000 Head",Beef Cows,285.2,Federally Inspected,Red Meat
Feb-2023,2023,2,"1,000 Head",Beef Cows,266.3,Federally Inspected,Red Meat
Jan-2023,2023,1,"1,000 Head",Beef Cows,318.0,Federally Inspected,Red Meat
Dec-2022,2022,12,"1,000 Head",Beef Cows,321.7,Federally Inspected,Red Meat
Nov-2022,2022,11,"1,000 Head",Beef Cows,343.8,Federally Inspected,Red Meat
Oct-2022,2022,10,"1,000 Head",Beef Cows,350.1,Federally Inspected,Red Meat
Sep-2022,2022,9,"1,000 Head",Beef Cows,310.6,Federally Inspected,Red Meat
Aug-2022,2022,8,"1,000 Head",Beef Cows,334.8,Federally Inspected,Red Meat
Jul-2022,2022,7,"1,000 Head",Beef Cows,327.3,Federally Inspected,Red Meat
Jun-2022,2022,6,"1,000 Head",Beef Cows,352.2,Federally Inspected,Red Meat
May-2022,2022,5,"1,000 Head",Beef Cows,334.3,Federally Inspected,Red Meat
Apr-2022,2022,4,"1,000 Head",Beef Cows,317.6,Federally Inspected,Red Meat
Mar-2022,2022,3,"1,000 Head",Beef Cows,343.2,Federally Inspected,Red Meat
Feb-2022,2022,2,"1,000 Head",Beef Cows,301.6,Federally Inspected,Red Meat
Jan-2022,2022,1,"1,000 Head",Beef Cows,314.5,Federally Inspected,Red Meat
Dec-2021,2021,12,"1,000 Head",Beef Cows,325.7,Federally Inspected,Red Meat
Nov-2021,2021,11,"1,000 Head",Beef Cows,327.2,Federally Inspected,Red Meat
Oct-2021,2021,10,"1,000 Head",Beef Cows,314.2,Federally Inspected,Red Meat
Sep-2021,2021,9,"1,000 Head",Beef Cows,286.7,Federally Inspected,Red Meat
Aug-2021,2021,8,"1,000 Head",Beef Cows,298.7,Federally Inspected,Red Meat
Jul-2021,2021,7,"1,000 Head",Beef Cows,296.0,Federally Inspected,Red Meat
Jun-2021,2021,6,"1,000 Head",Beef Cows,318.6,Federally Inspected,Red Meat
May-2021,2021,5,"1,000 Head",Beef Cows,287.3,Federally Inspected,Red Meat
Apr-2021,2021,4,"1,000 Head",Beef Cows,289.7,Federally Inspected,Red Meat
Mar-2021,2021,3,"1,000 Head",Beef Cows,297.0,Federally Inspected,Red Meat
Feb-2021,2021,2,"1,000 Head",Beef Cows,239.7,Federally Inspected,Red Meat
Jan-2021,2021,1,"1,000 Head",Beef Cows,281.2,Federally Inspected,Red Meat
Dec-2020,2020,12,"1,000 Head",Beef Cows,288.2,Federally Inspected,Red Meat
Nov-2020,2020,11,"1,000 Head",Beef Cows,296.2,Federally Inspected,Red Meat
Oct-2020,2020,10,"1,000 Head",Beef Cows,305.7,Federally Inspected,Red Meat
Sep-2020,2020,9,"1,000 Head",Beef Cows,266.0,Federally Inspected,Red Meat
Aug-2020,2020,8,"1,000 Head",Beef Cows,252.9,Federally Inspected,Red Meat
Jul-2020,2020,7,"1,000 Head",Beef Cows,272.5,Federally Inspected,Red Meat
Jun-2020,2020,6,"1,000 Head",Beef Cows,300.0,Federally Inspected,Red Meat
May-2020,2020,5,"1,000 Head",Beef Cows,250.2,Federally Inspected,Red Meat
Apr-2020,2020,4,"1,000 Head",Beef Cows,219.9,Federally Inspected,Red Meat
Mar-2020,2020,3,"1,000 Head",Beef Cows,269.6,Federally Inspected,Red Meat
Feb-2020,2020,2,"1,000 Head",Beef Cows,251.5,Federally Inspected,Red Meat
Jan-2020,2020,1,"1,000 Head",Beef Cows,295.1,Federally Inspected,Red Meat
Dec-2019,2019,12,"1,000 Head",Beef Cows,283.5,Federally Inspected,Red Meat
Nov-2019,2019,11,"1,000 Head",Beef Cows,294.1,Federally Inspected,Red Meat
Oct-2019,2019,10,"1,000 Head",Beef Cows,307.9,Federally Inspected,Red Meat
Sep-2019,2019,9,"1,000 Head",Beef Cows,254.3,Federally Inspected,Red Meat
Aug-2019,2019,8,"1,000 Head",Beef Cows,261.8,Federally Inspected,Red Meat
Jul-2019,2019,7,"1,000 Head",Beef Cows,263.2,Federally Inspected,Red Meat
Jun-2019,2019,6,"1,000 Head",Beef Cows,258.9,Federally Inspected,Red Meat
May-2019,2019,5,"1,000 Head",Beef Cows,268.1,Federally Inspected,Red Meat
Apr-2019,2019,4,"1,000 Head",Beef Cows,267.3,Federally Inspected,Red Meat
Mar-2019,2019,3,"1,000 Head",Beef Cows,248.0,Federally Inspected,Red Meat
Feb-2019,2019,2,"1,000 Head",Beef Cows,225.1,Federally Inspected,Red Meat
Jan-2019,2019,1,"1,000 Head",Beef Cows,257.7,Federally Inspected,Red Meat
Dec-2018,2018,12,"1,000 Head",Beef Cows,237.1,Federally Inspected,Red Meat
Nov-2018,2018,11,"1,000 Head",Beef Cows,256.6,Federally Inspected,Red Meat
Oct-2018,2018,10,"1,000 Head",Beef Cows,279.1,Federally Inspected,Red Meat
Sep-2018,2018,9,"1,000 Head",Beef Cows,231.9,Federally Inspected,Red Meat
Aug-2018,2018,8,"1,000 Head",Beef Cows,264.8,Federally Inspected,Red Meat
Jul-2018,2018,7,"1,000 Head",Beef Cows,258.8,Federally Inspected,Red Meat
Jun-2018,2018,6,"1,000 Head",Beef Cows,262.3,Federally Inspected,Red Meat
May-2018,2018,5,"1,000 Head",Beef Cows,267.9,Federally Inspected,Red Meat
Apr-2018,2018,4,"1,000 Head",Beef Cows,244.4,Federally Inspected,Red Meat
Mar-2018,2018,3,"1,000 Head",Beef Cows,246.2,Federally Inspected,Red Meat
Feb-2018,2018,2,"1,000 Head",Beef Cows,220.4,Federally Inspected,Red Meat
Jan-2018,2018,1,"1,000 Head",Beef Cows,254.5,Federally Inspected,Red Meat
Dec-2017,2017,12,"1,000 Head",Beef Cows,233.9,Federally Inspected,Red Meat
Nov-2017,2017,11,"1,000 Head",Beef Cows,264.4,Federally Inspected,Red Meat
Oct-2017,2017,10,"1,000 Head",Beef Cows,252.1,Federally Inspected,Red Meat
Sep-2017,2017,9,"1,000 Head",Beef Cows,224.1,Federally Inspected,Red Meat
Aug-2017,2017,8,"1,000 Head",Beef Cows,241.7,Federally Inspected,Red Meat
Jul-2017,2017,7,"1,000 Head",Beef Cows,220.6,Federally Inspected,Red Meat
Jun-2017,2017,6,"1,000 Head",Beef Cows,251.6,Federally Inspected,Red Meat
May-2017,2017,5,"1,000 Head",Beef Cows,231.7,Federally Inspected,Red Meat
Apr-2017,2017,4,"1,000 Head",Beef Cows,211.5,Federally Inspected,Red Meat
Mar-2017,2017,3,"1,000 Head",Beef Cows,231.1,Federally Inspected,Red Meat
Feb-2017,2017,2,"1,000 Head",Beef Cows,202.1,Federally Inspected,Red Meat
Jan-2017,2017,1,"1,000 Head",Beef Cows,219.3,Federally Inspected,Red Meat
Dec-2016,2016,12,"1,000 Head",Beef Cows,230.5,Federally Inspected,Red Meat
Nov-2016,2016,11,"1,000 Head",Beef Cows,244.3,Federally Inspected,Red Meat
Oct-2016,2016,10,"1,000 Head",Beef Cows,234.3,Federally Inspected,Red Meat
Sep-2016,2016,9,"1,000 Head",Beef Cows,211.0,Federally Inspected,Red Meat
Aug-2016,2016,8,"1,000 Head",Beef Cows,210.4,Federally Inspected,Red Meat
Jul-2016,2016,7,"1,000 Head",Beef Cows,192.1,Federally Inspected,Red Meat
Jun-2016,2016,6,"1,000 Head",Beef Cows,219.0,Federally Inspected,Red Meat
May-2016,2016,5,"1,000 Head",Beef Cows,209.8,Federally Inspected,Red Meat
Apr-2016,2016,4,"1,000 Head",Beef Cows,199.3,Federally Inspected,Red Meat
Mar-2016,2016,3,"1,000 Head",Beef Cows,207.1,Federally Inspected,Red Meat
Feb-2016,2016,2,"1,000 Head",Beef Cows,188.0,Federally Inspected,Red Meat
Jan-2016,2016,1,"1,000 Head",Beef Cows,196.8,Federally Inspected,Red Meat
Dec-2015,2015,12,"1,000 Head",Beef Cows,204.5,Federally Inspected,Red Meat
Nov-2015,2015,11,"1,000 Head",Beef Cows,200.6,Federally Inspected,Red Meat
Oct-2015,2015,10,"1,000 Head",Beef Cows,196.7,Federally Inspected,Red Meat
Sep-2015,2015,9,"1,000 Head",Beef Cows,185.8,Federally Inspected,Red Meat
Aug-2015,2015,8,"1,000 Head",Beef Cows,151.8,Federally Inspected,Red Meat
Jul-2015,2015,7,"1,000 Head",Beef Cows,171.3,Federally Inspected,Red Meat
Jun-2015,2015,6,"1,000 Head",Beef Cows,181.7,Federally Inspected,Red Meat
May-2015,2015,5,"1,000 Head",Beef Cows,178.3,Federally Inspected,Red Meat
Apr-2015,2015,4,"1,000 Head",Beef Cows,191.5,Federally Inspected,Red Meat
Mar-2015,2015,3,"1,000 Head",Beef Cows,188.6,Federally Inspected,Red Meat
Feb-2015,2015,2,"1,000 Head",Beef Cows,180.0,Federally Inspected,Red Meat
Jan-2015,2015,1,"1,000 Head",Beef Cows,205.5,Federally Inspected,Red Meat
Dec-2014,2014,12,"1,000 Head",Beef Cows,210.4,Federally Inspected,Red Meat
Nov-2014,2014,11,"1,000 Head",Beef Cows,207.9,Federally Inspected,Red Meat
Oct-2014,2014,10,"1,000 Head",Beef Cows,216.1,Federally Inspected,Red Meat
Sep-2014,2014,9,"1,000 Head",Beef Cows,188.9,Federally Inspected,Red Meat
Aug-2014,2014,8,"1,000 Head",Beef Cows,181.8,Federally Inspected,Red Meat
Jul-2014,2014,7,"1,000 Head",Beef Cows,198.7,Federally Inspected,Red Meat
Jun-2014,2014,6,"1,000 Head",Beef Cows,211.2,Federally Inspected,Red Meat
May-2014,2014,5,"1,000 Head",Beef Cows,233.2,Federally Inspected,Red Meat
Apr-2014,2014,4,"1,000 Head",Beef Cows,228.4,Federally Inspected,Red Meat
Mar-2014,2014,3,"1,000 Head",Beef Cows,220.1,Federally Inspected,Red Meat
Feb-2014,2014,2,"1,000 Head",Beef Cows,198.5,Federally Inspected,Red Meat
Jan-2014,2014,1,"1,000 Head",Beef Cows,269.4,Federally Inspected,Red Meat
Dec-2013,2013,12,"1,000 Head",Beef Cows,247.6,Federally Inspected,Red Meat
Nov-2013,2013,11,"1,000 Head",Beef Cows,267.8,Federally Inspected,Red Meat
Oct-2013,2013,10,"1,000 Head",Beef Cows,272.2,Federally Inspected,Red Meat
Sep-2013,2013,9,"1,000 Head",Beef Cows,228.3,Federally Inspected,Red Meat
Aug-2013,2013,8,"1,000 Head",Beef Cows,241.3,Federally Inspected,Red Meat
Jul-2013,2013,7,"1,000 Head",Beef Cows,274.7,Federally Inspected,Red Meat
Jun-2013,2013,6,"1,000 Head",Beef Cows,265.2,Federally Inspected,Red Meat
May-2013,2013,5,"1,000 Head",Beef Cows,307.5,Federally Inspected,Red Meat
Apr-2013,2013,4,"1,000 Head",Beef Cows,280.0,Federally Inspected,Red Meat
Mar-2013,2013,3,"1,000 Head",Beef Cows,245.1,Federally Inspected,Red Meat
Feb-2013,2013,2,"1,000 Head",Beef Cows,219.5,Federally Inspected,Red Meat
Jan-2013,2013,1,"1,000 Head",Beef Cows,281.0,Federally Inspected,Red Meat
Dec-2012,2012,12,"1,000 Head",Beef Cows,296.9,Federally Inspected,Red Meat
Nov-2012,2012,11,"1,000 Head",Beef Cows,330.0,Federally Inspected,Red Meat
Oct-2012,2012,10,"1,000 Head",Beef Cows,325.5,Federally Inspected,Red Meat
Sep-2012,2012,9,"1,000 Head",Beef Cows,255.4,Federally Inspected,Red Meat
Aug-2012,2012,8,"1,000 Head",Beef Cows,285.5,Federally Inspected,Red Meat
Jul-2012,2012,7,"1,000 Head",Beef Cows,287.3,Federally Inspected,Red Meat
Jun-2012,2012,6,"1,000 Head",Beef Cows,271.6,Federally Inspected,Red Meat
May-2012,2012,5,"1,000 Head",Beef Cows,262.8,Federally Inspected,Red Meat
Apr-2012,2012,4,"1,000 Head",Beef Cows,229.6,Federally Inspected,Red Meat
Mar-2012,2012,3,"1,000 Head",Beef Cows,244.1,Federally Inspected,Red Meat
Feb-2012,2012,2,"1,000 Head",Beef Cows,247.3,Federally Inspected,Red Meat
Jan-2012,2012,1,"1,000 Head",Beef Cows,308.1,Federally Inspected,Red Meat
Dec-2011,2011,12,"1,000 Head",Beef Cows,339.5,Federally Inspected,Red Meat
Nov-2011,2011,11,"1,000 Head",Beef Cows,360.0,Federally Inspected,Red Meat
Oct-2011,2011,10,"1,000 Head",Beef Cows,357.1,Federally Inspected,Red Meat
Sep-2011,2011,9,"1,000 Head",Beef Cows,363.4,Federally Inspected,Red Meat
Aug-2011,2011,8,"1,000 Head",Beef Cows,355.2,Federally Inspected,Red Meat
Jul-2011,2011,7,"1,000 Head",Beef Cows,312.1,Federally Inspected,Red Meat
Jun-2011,2011,6,"1,000 Head",Beef Cows,318.6,Federally Inspected,Red Meat
May-2011,2011,5,"1,000 Head",Beef Cows,295.6,Federally Inspected,Red Meat
