Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Dec-1987,1987,12,Average Weight in Pounds,Sheep and Lambs,124.0,Federally Inspected,Live,Red Meat
Nov-1987,1987,11,Average Weight in Pounds,Sheep and Lambs,122.0,Federally Inspected,Live,Red Meat
Oct-1987,1987,10,Average Weight in Pounds,Sheep and Lambs,123.0,Federally Inspected,Live,Red Meat
Sep-1987,1987,9,Average Weight in Pounds,Sheep and Lambs,120.0,Federally Inspected,Live,Red Meat
Aug-1987,1987,8,Average Weight in Pounds,Sheep and Lambs,118.0,Federally Inspected,Live,Red Meat
Jul-1987,1987,7,Average Weight in Pounds,Sheep and Lambs,118.0,Federally Inspected,Live,Red Meat
Jun-1987,1987,6,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
May-1987,1987,5,Average Weight in Pounds,Sheep and Lambs,117.0,Federally Inspected,Live,Red Meat
Apr-1987,1987,4,Average Weight in Pounds,Sheep and Lambs,117.0,Federally Inspected,Live,Red Meat
Mar-1987,1987,3,Average Weight in Pounds,Sheep and Lambs,122.0,Federally Inspected,Live,Red Meat
Feb-1987,1987,2,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Jan-1987,1987,1,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Dec-1986,1986,12,Average Weight in Pounds,Sheep and Lambs,122.0,Federally Inspected,Live,Red Meat
Nov-1986,1986,11,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Oct-1986,1986,10,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Sep-1986,1986,9,Average Weight in Pounds,Sheep and Lambs,117.0,Federally Inspected,Live,Red Meat
Aug-1986,1986,8,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Jul-1986,1986,7,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Jun-1986,1986,6,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
May-1986,1986,5,Average Weight in Pounds,Sheep and Lambs,117.0,Federally Inspected,Live,Red Meat
Apr-1986,1986,4,Average Weight in Pounds,Sheep and Lambs,118.0,Federally Inspected,Live,Red Meat
Mar-1986,1986,3,Average Weight in Pounds,Sheep and Lambs,118.0,Federally Inspected,Live,Red Meat
Feb-1986,1986,2,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Jan-1986,1986,1,Average Weight in Pounds,Sheep and Lambs,119.0,Federally Inspected,Live,Red Meat
Dec-1985,1985,12,Average Weight in Pounds,Sheep and Lambs,118.0,Federally Inspected,Live,Red Meat
Nov-1985,1985,11,Average Weight in Pounds,Sheep and Lambs,117.0,Federally Inspected,Live,Red Meat
Oct-1985,1985,10,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Sep-1985,1985,9,Average Weight in Pounds,Sheep and Lambs,113.0,Federally Inspected,Live,Red Meat
Aug-1985,1985,8,Average Weight in Pounds,Sheep and Lambs,112.0,Federally Inspected,Live,Red Meat
Jul-1985,1985,7,Average Weight in Pounds,Sheep and Lambs,112.0,Federally Inspected,Live,Red Meat
Jun-1985,1985,6,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
May-1985,1985,5,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Apr-1985,1985,4,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Mar-1985,1985,3,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Feb-1985,1985,2,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Jan-1985,1985,1,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Dec-1984,1984,12,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Nov-1984,1984,11,Average Weight in Pounds,Sheep and Lambs,113.0,Federally Inspected,Live,Red Meat
Oct-1984,1984,10,Average Weight in Pounds,Sheep and Lambs,111.0,Federally Inspected,Live,Red Meat
Sep-1984,1984,9,Average Weight in Pounds,Sheep and Lambs,107.0,Federally Inspected,Live,Red Meat
Aug-1984,1984,8,Average Weight in Pounds,Sheep and Lambs,108.0,Federally Inspected,Live,Red Meat
Jul-1984,1984,7,Average Weight in Pounds,Sheep and Lambs,107.0,Federally Inspected,Live,Red Meat
Jun-1984,1984,6,Average Weight in Pounds,Sheep and Lambs,108.0,Federally Inspected,Live,Red Meat
May-1984,1984,5,Average Weight in Pounds,Sheep and Lambs,110.0,Federally Inspected,Live,Red Meat
Apr-1984,1984,4,Average Weight in Pounds,Sheep and Lambs,113.0,Federally Inspected,Live,Red Meat
Mar-1984,1984,3,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
Feb-1984,1984,2,Average Weight in Pounds,Sheep and Lambs,115.0,Federally Inspected,Live,Red Meat
Jan-1984,1984,1,Average Weight in Pounds,Sheep and Lambs,113.0,Federally Inspected,Live,Red Meat
Dec-1983,1983,12,Average Weight in Pounds,Sheep and Lambs,111.0,Federally Inspected,Live,Red Meat
Nov-1983,1983,11,Average Weight in Pounds,Sheep and Lambs,112.0,Federally Inspected,Live,Red Meat
Oct-1983,1983,10,Average Weight in Pounds,Sheep and Lambs,110.0,Federally Inspected,Live,Red Meat
Sep-1983,1983,9,Average Weight in Pounds,Sheep and Lambs,109.0,Federally Inspected,Live,Red Meat
Aug-1983,1983,8,Average Weight in Pounds,Sheep and Lambs,111.0,Federally Inspected,Live,Red Meat
Jul-1983,1983,7,Average Weight in Pounds,Sheep and Lambs,111.0,Federally Inspected,Live,Red Meat
Jun-1983,1983,6,Average Weight in Pounds,Sheep and Lambs,113.0,Federally Inspected,Live,Red Meat
May-1983,1983,5,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Apr-1983,1983,4,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
Mar-1983,1983,3,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
Feb-1983,1983,2,Average Weight in Pounds,Sheep and Lambs,116.0,Federally Inspected,Live,Red Meat
Jan-1983,1983,1,Average Weight in Pounds,Sheep and Lambs,114.0,Federally Inspected,Live,Red Meat
Dec-2023,2023,12,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Nov-2023,2023,11,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Oct-2023,2023,10,Average Weight in Pounds,Broilers,6.7,Federally Inspected,Live,Poultry
Sep-2023,2023,9,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Aug-2023,2023,8,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jul-2023,2023,7,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jun-2023,2023,6,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
May-2023,2023,5,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Apr-2023,2023,4,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Mar-2023,2023,3,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Feb-2023,2023,2,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jan-2023,2023,1,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Dec-2022,2022,12,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Nov-2022,2022,11,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Oct-2022,2022,10,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Sep-2022,2022,9,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Aug-2022,2022,8,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jul-2022,2022,7,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Jun-2022,2022,6,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
May-2022,2022,5,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Apr-2022,2022,4,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Mar-2022,2022,3,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Feb-2022,2022,2,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jan-2022,2022,1,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Dec-2021,2021,12,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Nov-2021,2021,11,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Oct-2021,2021,10,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Sep-2021,2021,9,Average Weight in Pounds,Broilers,6.6,Federally Inspected,Live,Poultry
Aug-2021,2021,8,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jul-2021,2021,7,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Jun-2021,2021,6,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
May-2021,2021,5,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Apr-2021,2021,4,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Mar-2021,2021,3,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Feb-2021,2021,2,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Jan-2021,2021,1,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Dec-2020,2020,12,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Nov-2020,2020,11,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Oct-2020,2020,10,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Sep-2020,2020,9,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Aug-2020,2020,8,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Jul-2020,2020,7,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Jun-2020,2020,6,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
May-2020,2020,5,Average Weight in Pounds,Broilers,6.5,Federally Inspected,Live,Poultry
Apr-2020,2020,4,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Mar-2020,2020,3,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Feb-2020,2020,2,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Jan-2020,2020,1,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Dec-2019,2019,12,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Nov-2019,2019,11,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Oct-2019,2019,10,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Sep-2019,2019,9,Average Weight in Pounds,Broilers,6.4,Federally Inspected,Live,Poultry
Aug-2019,2019,8,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Jul-2019,2019,7,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Jun-2019,2019,6,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
May-2019,2019,5,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Apr-2019,2019,4,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Mar-2019,2019,3,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Feb-2019,2019,2,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jan-2019,2019,1,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Dec-2018,2018,12,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Nov-2018,2018,11,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Oct-2018,2018,10,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Sep-2018,2018,9,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Aug-2018,2018,8,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Jul-2018,2018,7,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jun-2018,2018,6,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
May-2018,2018,5,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Apr-2018,2018,4,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Mar-2018,2018,3,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Feb-2018,2018,2,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jan-2018,2018,1,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Dec-2017,2017,12,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Nov-2017,2017,11,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Oct-2017,2017,10,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Sep-2017,2017,9,Average Weight in Pounds,Broilers,6.3,Federally Inspected,Live,Poultry
Aug-2017,2017,8,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jul-2017,2017,7,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Jun-2017,2017,6,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
May-2017,2017,5,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Apr-2017,2017,4,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Mar-2017,2017,3,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Feb-2017,2017,2,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jan-2017,2017,1,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Dec-2016,2016,12,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Nov-2016,2016,11,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Oct-2016,2016,10,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Sep-2016,2016,9,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Aug-2016,2016,8,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Jul-2016,2016,7,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Jun-2016,2016,6,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
May-2016,2016,5,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Apr-2016,2016,4,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Mar-2016,2016,3,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Feb-2016,2016,2,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Jan-2016,2016,1,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Dec-2015,2015,12,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Nov-2015,2015,11,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Oct-2015,2015,10,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Sep-2015,2015,9,Average Weight in Pounds,Broilers,6.2,Federally Inspected,Live,Poultry
Aug-2015,2015,8,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Jul-2015,2015,7,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Jun-2015,2015,6,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
May-2015,2015,5,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Apr-2015,2015,4,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Mar-2015,2015,3,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Feb-2015,2015,2,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Jan-2015,2015,1,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Dec-2014,2014,12,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Nov-2014,2014,11,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Oct-2014,2014,10,Average Weight in Pounds,Broilers,6.1,Federally Inspected,Live,Poultry
Sep-2014,2014,9,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Aug-2014,2014,8,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Jul-2014,2014,7,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Jun-2014,2014,6,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
May-2014,2014,5,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Apr-2014,2014,4,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Mar-2014,2014,3,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Feb-2014,2014,2,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Jan-2014,2014,1,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Dec-2013,2013,12,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Nov-2013,2013,11,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Oct-2013,2013,10,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Sep-2013,2013,9,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Aug-2013,2013,8,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Jul-2013,2013,7,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jun-2013,2013,6,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
May-2013,2013,5,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Apr-2013,2013,4,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Mar-2013,2013,3,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Feb-2013,2013,2,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Jan-2013,2013,1,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Dec-2012,2012,12,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Nov-2012,2012,11,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Oct-2012,2012,10,Average Weight in Pounds,Broilers,6.0,Federally Inspected,Live,Poultry
Sep-2012,2012,9,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Aug-2012,2012,8,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jul-2012,2012,7,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jun-2012,2012,6,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
May-2012,2012,5,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Apr-2012,2012,4,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Mar-2012,2012,3,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Feb-2012,2012,2,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jan-2012,2012,1,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Dec-2011,2011,12,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Nov-2011,2011,11,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Oct-2011,2011,10,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Sep-2011,2011,9,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Aug-2011,2011,8,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jul-2011,2011,7,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jun-2011,2011,6,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
May-2011,2011,5,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Apr-2011,2011,4,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Mar-2011,2011,3,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Feb-2011,2011,2,Average Weight in Pounds,Broilers,5.8,Federally Inspected,Live,Poultry
Jan-2011,2011,1,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Dec-2010,2010,12,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Nov-2010,2010,11,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Oct-2010,2010,10,Average Weight in Pounds,Broilers,5.9,Federally Inspected,Live,Poultry
Sep-2010,2010,9,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Aug-2010,2010,8,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Jul-2010,2010,7,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Jun-2010,2010,6,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
May-2010,2010,5,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Apr-2010,2010,4,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Mar-2010,2010,3,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Feb-2010,2010,2,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Jan-2010,2010,1,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Dec-2009,2009,12,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Nov-2009,2009,11,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Oct-2009,2009,10,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Sep-2009,2009,9,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Aug-2009,2009,8,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Jul-2009,2009,7,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jun-2009,2009,6,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
May-2009,2009,5,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Apr-2009,2009,4,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Mar-2009,2009,3,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Feb-2009,2009,2,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jan-2009,2009,1,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Dec-2008,2008,12,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Nov-2008,2008,11,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Oct-2008,2008,10,Average Weight in Pounds,Broilers,5.7,Federally Inspected,Live,Poultry
Sep-2008,2008,9,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Aug-2008,2008,8,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Jul-2008,2008,7,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jun-2008,2008,6,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
May-2008,2008,5,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Apr-2008,2008,4,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Mar-2008,2008,3,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Feb-2008,2008,2,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jan-2008,2008,1,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Dec-2007,2007,12,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Nov-2007,2007,11,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Oct-2007,2007,10,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Sep-2007,2007,9,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Aug-2007,2007,8,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jul-2007,2007,7,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jun-2007,2007,6,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
May-2007,2007,5,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Apr-2007,2007,4,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Mar-2007,2007,3,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Feb-2007,2007,2,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jan-2007,2007,1,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Dec-2006,2006,12,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Nov-2006,2006,11,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Oct-2006,2006,10,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Sep-2006,2006,9,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Aug-2006,2006,8,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jul-2006,2006,7,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jun-2006,2006,6,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
May-2006,2006,5,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Apr-2006,2006,4,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Mar-2006,2006,3,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Feb-2006,2006,2,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jan-2006,2006,1,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Dec-2005,2005,12,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Nov-2005,2005,11,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Oct-2005,2005,10,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Sep-2005,2005,9,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Aug-2005,2005,8,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jul-2005,2005,7,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jun-2005,2005,6,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
