Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Jul-1937,1937,7,Million Pounds,365.0,Beef,Federally Inspected,Red Meat
Jun-1937,1937,6,Million Pounds,397.0,Beef,Federally Inspected,Red Meat
May-1937,1937,5,Million Pounds,356.0,Beef,Federally Inspected,Red Meat
Apr-1937,1937,4,Million Pounds,388.0,Beef,Federally Inspected,Red Meat
Mar-1937,1937,3,Million Pounds,397.0,Beef,Federally Inspected,Red Meat
Feb-1937,1937,2,Million Pounds,341.0,Beef,Federally Inspected,Red Meat
Jan-1937,1937,1,Million Pounds,416.0,Beef,Federally Inspected,Red Meat
Dec-1936,1936,12,Million Pounds,465.0,Beef,Federally Inspected,Red Meat
Nov-1936,1936,11,Million Pounds,456.0,Beef,Federally Inspected,Red Meat
Oct-1936,1936,10,Million Pounds,526.0,Beef,Federally Inspected,Red Meat
Sep-1936,1936,9,Million Pounds,508.0,Beef,Federally Inspected,Red Meat
Aug-1936,1936,8,Million Pounds,483.0,Beef,Federally Inspected,Red Meat
Jul-1936,1936,7,Million Pounds,463.0,Beef,Federally Inspected,Red Meat
Jun-1936,1936,6,Million Pounds,432.0,Beef,Federally Inspected,Red Meat
May-1936,1936,5,Million Pounds,404.0,Beef,Federally Inspected,Red Meat
Apr-1936,1936,4,Million Pounds,409.0,Beef,Federally Inspected,Red Meat
Mar-1936,1936,3,Million Pounds,378.0,Beef,Federally Inspected,Red Meat
Feb-1936,1936,2,Million Pounds,359.0,Beef,Federally Inspected,Red Meat
Jan-1936,1936,1,Million Pounds,434.0,Beef,Federally Inspected,Red Meat
Dec-1935,1935,12,Million Pounds,420.0,Beef,Federally Inspected,Red Meat
Nov-1935,1935,11,Million Pounds,439.0,Beef,Federally Inspected,Red Meat
Oct-1935,1935,10,Million Pounds,498.0,Beef,Federally Inspected,Red Meat
Sep-1935,1935,9,Million Pounds,414.0,Beef,Federally Inspected,Red Meat
Aug-1935,1935,8,Million Pounds,411.0,Beef,Federally Inspected,Red Meat
Jul-1935,1935,7,Million Pounds,355.0,Beef,Federally Inspected,Red Meat
Jun-1935,1935,6,Million Pounds,321.0,Beef,Federally Inspected,Red Meat
May-1935,1935,5,Million Pounds,353.0,Beef,Federally Inspected,Red Meat
Apr-1935,1935,4,Million Pounds,325.0,Beef,Federally Inspected,Red Meat
Mar-1935,1935,3,Million Pounds,326.0,Beef,Federally Inspected,Red Meat
Feb-1935,1935,2,Million Pounds,307.0,Beef,Federally Inspected,Red Meat
Jan-1935,1935,1,Million Pounds,395.0,Beef,Federally Inspected,Red Meat
Dec-1934,1934,12,Million Pounds,382.0,Beef,Federally Inspected,Red Meat
Nov-1934,1934,11,Million Pounds,426.0,Beef,Federally Inspected,Red Meat
Oct-1934,1934,10,Million Pounds,470.0,Beef,Federally Inspected,Red Meat
Sep-1934,1934,9,Million Pounds,416.0,Beef,Federally Inspected,Red Meat
Aug-1934,1934,8,Million Pounds,411.0,Beef,Federally Inspected,Red Meat
Jul-1934,1934,7,Million Pounds,388.0,Beef,Federally Inspected,Red Meat
Jun-1934,1934,6,Million Pounds,408.0,Beef,Federally Inspected,Red Meat
May-1934,1934,5,Million Pounds,434.0,Beef,Federally Inspected,Red Meat
Apr-1934,1934,4,Million Pounds,388.0,Beef,Federally Inspected,Red Meat
Mar-1934,1934,3,Million Pounds,403.0,Beef,Federally Inspected,Red Meat
Feb-1934,1934,2,Million Pounds,388.0,Beef,Federally Inspected,Red Meat
Jan-1934,1934,1,Million Pounds,445.0,Beef,Federally Inspected,Red Meat
Dec-1933,1933,12,Million Pounds,382.0,Beef,Federally Inspected,Red Meat
Nov-1933,1933,11,Million Pounds,400.0,Beef,Federally Inspected,Red Meat
Oct-1933,1933,10,Million Pounds,444.0,Beef,Federally Inspected,Red Meat
Sep-1933,1933,9,Million Pounds,422.0,Beef,Federally Inspected,Red Meat
Aug-1933,1933,8,Million Pounds,430.0,Beef,Federally Inspected,Red Meat
Jul-1933,1933,7,Million Pounds,385.0,Beef,Federally Inspected,Red Meat
Jun-1933,1933,6,Million Pounds,392.0,Beef,Federally Inspected,Red Meat
May-1933,1933,5,Million Pounds,384.0,Beef,Federally Inspected,Red Meat
Apr-1933,1933,4,Million Pounds,333.0,Beef,Federally Inspected,Red Meat
Mar-1933,1933,3,Million Pounds,333.0,Beef,Federally Inspected,Red Meat
Feb-1933,1933,2,Million Pounds,308.0,Beef,Federally Inspected,Red Meat
Jan-1933,1933,1,Million Pounds,330.0,Beef,Federally Inspected,Red Meat
Dec-1932,1932,12,Million Pounds,299.0,Beef,Federally Inspected,Red Meat
Nov-1932,1932,11,Million Pounds,322.0,Beef,Federally Inspected,Red Meat
Oct-1932,1932,10,Million Pounds,349.0,Beef,Federally Inspected,Red Meat
Sep-1932,1932,9,Million Pounds,364.0,Beef,Federally Inspected,Red Meat
Aug-1932,1932,8,Million Pounds,322.0,Beef,Federally Inspected,Red Meat
Jul-1932,1932,7,Million Pounds,317.0,Beef,Federally Inspected,Red Meat
Jun-1932,1932,6,Million Pounds,329.0,Beef,Federally Inspected,Red Meat
May-1932,1932,5,Million Pounds,324.0,Beef,Federally Inspected,Red Meat
Apr-1932,1932,4,Million Pounds,340.0,Beef,Federally Inspected,Red Meat
Mar-1932,1932,3,Million Pounds,327.0,Beef,Federally Inspected,Red Meat
Feb-1932,1932,2,Million Pounds,305.0,Beef,Federally Inspected,Red Meat
Jan-1932,1932,1,Million Pounds,341.0,Beef,Federally Inspected,Red Meat
Dec-1931,1931,12,Million Pounds,355.0,Beef,Federally Inspected,Red Meat
Nov-1931,1931,11,Million Pounds,314.0,Beef,Federally Inspected,Red Meat
Oct-1931,1931,10,Million Pounds,404.0,Beef,Federally Inspected,Red Meat
Sep-1931,1931,9,Million Pounds,358.0,Beef,Federally Inspected,Red Meat
Aug-1931,1931,8,Million Pounds,392.0,Beef,Federally Inspected,Red Meat
Jul-1931,1931,7,Million Pounds,375.0,Beef,Federally Inspected,Red Meat
Jun-1931,1931,6,Million Pounds,358.0,Beef,Federally Inspected,Red Meat
May-1931,1931,5,Million Pounds,378.0,Beef,Federally Inspected,Red Meat
Apr-1931,1931,4,Million Pounds,369.0,Beef,Federally Inspected,Red Meat
Mar-1931,1931,3,Million Pounds,336.0,Beef,Federally Inspected,Red Meat
Feb-1931,1931,2,Million Pounds,296.0,Beef,Federally Inspected,Red Meat
Jan-1931,1931,1,Million Pounds,344.0,Beef,Federally Inspected,Red Meat
Dec-1930,1930,12,Million Pounds,360.0,Beef,Federally Inspected,Red Meat
Nov-1930,1930,11,Million Pounds,309.0,Beef,Federally Inspected,Red Meat
Oct-1930,1930,10,Million Pounds,424.0,Beef,Federally Inspected,Red Meat
Sep-1930,1930,9,Million Pounds,394.0,Beef,Federally Inspected,Red Meat
Aug-1930,1930,8,Million Pounds,363.0,Beef,Federally Inspected,Red Meat
Jul-1930,1930,7,Million Pounds,372.0,Beef,Federally Inspected,Red Meat
Jun-1930,1930,6,Million Pounds,339.0,Beef,Federally Inspected,Red Meat
May-1930,1930,5,Million Pounds,362.0,Beef,Federally Inspected,Red Meat
Apr-1930,1930,4,Million Pounds,333.0,Beef,Federally Inspected,Red Meat
Mar-1930,1930,3,Million Pounds,322.0,Beef,Federally Inspected,Red Meat
Feb-1930,1930,2,Million Pounds,296.0,Beef,Federally Inspected,Red Meat
Jan-1930,1930,1,Million Pounds,371.0,Beef,Federally Inspected,Red Meat
Dec-1929,1929,12,Million Pounds,336.0,Beef,Federally Inspected,Red Meat
Nov-1929,1929,11,Million Pounds,361.0,Beef,Federally Inspected,Red Meat
Oct-1929,1929,10,Million Pounds,416.0,Beef,Federally Inspected,Red Meat
Sep-1929,1929,9,Million Pounds,378.0,Beef,Federally Inspected,Red Meat
Aug-1929,1929,8,Million Pounds,367.0,Beef,Federally Inspected,Red Meat
Jul-1929,1929,7,Million Pounds,364.0,Beef,Federally Inspected,Red Meat
Jun-1929,1929,6,Million Pounds,330.0,Beef,Federally Inspected,Red Meat
May-1929,1929,5,Million Pounds,353.0,Beef,Federally Inspected,Red Meat
Apr-1929,1929,4,Million Pounds,353.0,Beef,Federally Inspected,Red Meat
Mar-1929,1929,3,Million Pounds,335.0,Beef,Federally Inspected,Red Meat
Feb-1929,1929,2,Million Pounds,299.0,Beef,Federally Inspected,Red Meat
Jan-1929,1929,1,Million Pounds,383.0,Beef,Federally Inspected,Red Meat
Dec-1928,1928,12,Million Pounds,333.0,Beef,Federally Inspected,Red Meat
Nov-1928,1928,11,Million Pounds,370.0,Beef,Federally Inspected,Red Meat
Oct-1928,1928,10,Million Pounds,387.0,Beef,Federally Inspected,Red Meat
Sep-1928,1928,9,Million Pounds,378.0,Beef,Federally Inspected,Red Meat
Aug-1928,1928,8,Million Pounds,357.0,Beef,Federally Inspected,Red Meat
Jul-1928,1928,7,Million Pounds,338.0,Beef,Federally Inspected,Red Meat
Jun-1928,1928,6,Million Pounds,368.0,Beef,Federally Inspected,Red Meat
May-1928,1928,5,Million Pounds,380.0,Beef,Federally Inspected,Red Meat
Apr-1928,1928,4,Million Pounds,325.0,Beef,Federally Inspected,Red Meat
Mar-1928,1928,3,Million Pounds,342.0,Beef,Federally Inspected,Red Meat
Feb-1928,1928,2,Million Pounds,335.0,Beef,Federally Inspected,Red Meat
Jan-1928,1928,1,Million Pounds,351.0,Beef,Federally Inspected,Red Meat
Dec-1927,1927,12,Million Pounds,367.0,Beef,Federally Inspected,Red Meat
Nov-1927,1927,11,Million Pounds,418.0,Beef,Federally Inspected,Red Meat
Oct-1927,1927,10,Million Pounds,431.0,Beef,Federally Inspected,Red Meat
Sep-1927,1927,9,Million Pounds,413.0,Beef,Federally Inspected,Red Meat
Aug-1927,1927,8,Million Pounds,422.0,Beef,Federally Inspected,Red Meat
Jul-1927,1927,7,Million Pounds,380.0,Beef,Federally Inspected,Red Meat
Jun-1927,1927,6,Million Pounds,406.0,Beef,Federally Inspected,Red Meat
May-1927,1927,5,Million Pounds,405.0,Beef,Federally Inspected,Red Meat
Apr-1927,1927,4,Million Pounds,381.0,Beef,Federally Inspected,Red Meat
Mar-1927,1927,3,Million Pounds,393.0,Beef,Federally Inspected,Red Meat
Feb-1927,1927,2,Million Pounds,364.0,Beef,Federally Inspected,Red Meat
Jan-1927,1927,1,Million Pounds,404.0,Beef,Federally Inspected,Red Meat
Dec-1926,1926,12,Million Pounds,452.0,Beef,Federally Inspected,Red Meat
Nov-1926,1926,11,Million Pounds,466.0,Beef,Federally Inspected,Red Meat
Oct-1926,1926,10,Million Pounds,496.0,Beef,Federally Inspected,Red Meat
Sep-1926,1926,9,Million Pounds,493.0,Beef,Federally Inspected,Red Meat
Aug-1926,1926,8,Million Pounds,419.0,Beef,Federally Inspected,Red Meat
Jul-1926,1926,7,Million Pounds,448.0,Beef,Federally Inspected,Red Meat
Jun-1926,1926,6,Million Pounds,448.0,Beef,Federally Inspected,Red Meat
May-1926,1926,5,Million Pounds,415.0,Beef,Federally Inspected,Red Meat
Apr-1926,1926,4,Million Pounds,408.0,Beef,Federally Inspected,Red Meat
Mar-1926,1926,3,Million Pounds,408.0,Beef,Federally Inspected,Red Meat
Feb-1926,1926,2,Million Pounds,359.0,Beef,Federally Inspected,Red Meat
Jan-1926,1926,1,Million Pounds,415.0,Beef,Federally Inspected,Red Meat
Dec-1925,1925,12,Million Pounds,454.0,Beef,Federally Inspected,Red Meat
Nov-1925,1925,11,Million Pounds,407.0,Beef,Federally Inspected,Red Meat
Oct-1925,1925,10,Million Pounds,513.0,Beef,Federally Inspected,Red Meat
Sep-1925,1925,9,Million Pounds,420.0,Beef,Federally Inspected,Red Meat
Aug-1925,1925,8,Million Pounds,396.0,Beef,Federally Inspected,Red Meat
Jul-1925,1925,7,Million Pounds,429.0,Beef,Federally Inspected,Red Meat
Jun-1925,1925,6,Million Pounds,373.0,Beef,Federally Inspected,Red Meat
May-1925,1925,5,Million Pounds,393.0,Beef,Federally Inspected,Red Meat
Apr-1925,1925,4,Million Pounds,389.0,Beef,Federally Inspected,Red Meat
Mar-1925,1925,3,Million Pounds,382.0,Beef,Federally Inspected,Red Meat
Feb-1925,1925,2,Million Pounds,342.0,Beef,Federally Inspected,Red Meat
Jan-1925,1925,1,Million Pounds,441.0,Beef,Federally Inspected,Red Meat
Dec-1924,1924,12,Million Pounds,450.0,Beef,Federally Inspected,Red Meat
Nov-1924,1924,11,Million Pounds,448.0,Beef,Federally Inspected,Red Meat
Oct-1924,1924,10,Million Pounds,494.0,Beef,Federally Inspected,Red Meat
Sep-1924,1924,9,Million Pounds,434.0,Beef,Federally Inspected,Red Meat
Aug-1924,1924,8,Million Pounds,404.0,Beef,Federally Inspected,Red Meat
Jul-1924,1924,7,Million Pounds,392.0,Beef,Federally Inspected,Red Meat
Jun-1924,1924,6,Million Pounds,347.0,Beef,Federally Inspected,Red Meat
May-1924,1924,5,Million Pounds,401.0,Beef,Federally Inspected,Red Meat
Apr-1924,1924,4,Million Pounds,357.0,Beef,Federally Inspected,Red Meat
Mar-1924,1924,3,Million Pounds,344.0,Beef,Federally Inspected,Red Meat
Feb-1924,1924,2,Million Pounds,345.0,Beef,Federally Inspected,Red Meat
Jan-1924,1924,1,Million Pounds,413.0,Beef,Federally Inspected,Red Meat
Dec-1923,1923,12,Million Pounds,373.0,Beef,Federally Inspected,Red Meat
Nov-1923,1923,11,Million Pounds,420.0,Beef,Federally Inspected,Red Meat
Oct-1923,1923,10,Million Pounds,468.0,Beef,Federally Inspected,Red Meat
Sep-1923,1923,9,Million Pounds,403.0,Beef,Federally Inspected,Red Meat
Aug-1923,1923,8,Million Pounds,411.0,Beef,Federally Inspected,Red Meat
Jul-1923,1923,7,Million Pounds,367.0,Beef,Federally Inspected,Red Meat
Jun-1923,1923,6,Million Pounds,379.0,Beef,Federally Inspected,Red Meat
May-1923,1923,5,Million Pounds,401.0,Beef,Federally Inspected,Red Meat
Apr-1923,1923,4,Million Pounds,372.0,Beef,Federally Inspected,Red Meat
Mar-1923,1923,3,Million Pounds,366.0,Beef,Federally Inspected,Red Meat
Feb-1923,1923,2,Million Pounds,335.0,Beef,Federally Inspected,Red Meat
Jan-1923,1923,1,Million Pounds,391.0,Beef,Federally Inspected,Red Meat
Dec-1922,1922,12,Million Pounds,389.0,Beef,Federally Inspected,Red Meat
Nov-1922,1922,11,Million Pounds,417.0,Beef,Federally Inspected,Red Meat
Oct-1922,1922,10,Million Pounds,439.0,Beef,Federally Inspected,Red Meat
Sep-1922,1922,9,Million Pounds,407.0,Beef,Federally Inspected,Red Meat
Aug-1922,1922,8,Million Pounds,398.0,Beef,Federally Inspected,Red Meat
Jul-1922,1922,7,Million Pounds,373.0,Beef,Federally Inspected,Red Meat
Jun-1922,1922,6,Million Pounds,393.0,Beef,Federally Inspected,Red Meat
May-1922,1922,5,Million Pounds,391.0,Beef,Federally Inspected,Red Meat
Apr-1922,1922,4,Million Pounds,332.0,Beef,Federally Inspected,Red Meat
Mar-1922,1922,3,Million Pounds,373.0,Beef,Federally Inspected,Red Meat
Feb-1922,1922,2,Million Pounds,309.0,Beef,Federally Inspected,Red Meat
Jan-1922,1922,1,Million Pounds,353.0,Beef,Federally Inspected,Red Meat
Dec-1921,1921,12,Million Pounds,312.0,Beef,Federally Inspected,Red Meat
Nov-1921,1921,11,Million Pounds,360.0,Beef,Federally Inspected,Red Meat
Oct-1921,1921,10,Million Pounds,391.0,Beef,Federally Inspected,Red Meat
Sep-1921,1921,9,Million Pounds,370.0,Beef,Federally Inspected,Red Meat
Aug-1921,1921,8,Million Pounds,371.0,Beef,Federally Inspected,Red Meat
Jul-1921,1921,7,Million Pounds,314.0,Beef,Federally Inspected,Red Meat
Jun-1921,1921,6,Million Pounds,356.0,Beef,Federally Inspected,Red Meat
May-1921,1921,5,Million Pounds,319.0,Beef,Federally Inspected,Red Meat
Apr-1921,1921,4,Million Pounds,316.0,Beef,Federally Inspected,Red Meat
Mar-1921,1921,3,Million Pounds,340.0,Beef,Federally Inspected,Red Meat
Feb-1921,1921,2,Million Pounds,279.0,Beef,Federally Inspected,Red Meat
Jan-1921,1921,1,Million Pounds,358.0,Beef,Federally Inspected,Red Meat
Dec-2023,2023,12,Million Pounds,3.7,Veal,Federally Inspected,Red Meat
Nov-2023,2023,11,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Oct-2023,2023,10,Million Pounds,4.0,Veal,Federally Inspected,Red Meat
Sep-2023,2023,9,Million Pounds,3.5,Veal,Federally Inspected,Red Meat
Aug-2023,2023,8,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Jul-2023,2023,7,Million Pounds,3.6,Veal,Federally Inspected,Red Meat
Jun-2023,2023,6,Million Pounds,3.8,Veal,Federally Inspected,Red Meat
May-2023,2023,5,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Apr-2023,2023,4,Million Pounds,3.5,Veal,Federally Inspected,Red Meat
Mar-2023,2023,3,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Feb-2023,2023,2,Million Pounds,3.7,Veal,Federally Inspected,Red Meat
Jan-2023,2023,1,Million Pounds,4.3,Veal,Federally Inspected,Red Meat
Dec-2022,2022,12,Million Pounds,4.4,Veal,Federally Inspected,Red Meat
Nov-2022,2022,11,Million Pounds,4.4,Veal,Federally Inspected,Red Meat
Oct-2022,2022,10,Million Pounds,4.4,Veal,Federally Inspected,Red Meat
Sep-2022,2022,9,Million Pounds,4.2,Veal,Federally Inspected,Red Meat
Aug-2022,2022,8,Million Pounds,4.5,Veal,Federally Inspected,Red Meat
Jul-2022,2022,7,Million Pounds,4.0,Veal,Federally Inspected,Red Meat
Jun-2022,2022,6,Million Pounds,4.5,Veal,Federally Inspected,Red Meat
May-2022,2022,5,Million Pounds,4.3,Veal,Federally Inspected,Red Meat
Apr-2022,2022,4,Million Pounds,4.4,Veal,Federally Inspected,Red Meat
Mar-2022,2022,3,Million Pounds,4.8,Veal,Federally Inspected,Red Meat
Feb-2022,2022,2,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Jan-2022,2022,1,Million Pounds,4.5,Veal,Federally Inspected,Red Meat
Dec-2021,2021,12,Million Pounds,5.1,Veal,Federally Inspected,Red Meat
Nov-2021,2021,11,Million Pounds,4.5,Veal,Federally Inspected,Red Meat
Oct-2021,2021,10,Million Pounds,4.4,Veal,Federally Inspected,Red Meat
Sep-2021,2021,9,Million Pounds,4.3,Veal,Federally Inspected,Red Meat
Aug-2021,2021,8,Million Pounds,4.2,Veal,Federally Inspected,Red Meat
Jul-2021,2021,7,Million Pounds,3.8,Veal,Federally Inspected,Red Meat
Jun-2021,2021,6,Million Pounds,4.0,Veal,Federally Inspected,Red Meat
May-2021,2021,5,Million Pounds,3.5,Veal,Federally Inspected,Red Meat
Apr-2021,2021,4,Million Pounds,4.1,Veal,Federally Inspected,Red Meat
Mar-2021,2021,3,Million Pounds,4.7,Veal,Federally Inspected,Red Meat
Feb-2021,2021,2,Million Pounds,4.6,Veal,Federally Inspected,Red Meat
Jan-2021,2021,1,Million Pounds,4.5,Veal,Federally Inspected,Red Meat
Dec-2020,2020,12,Million Pounds,5.5,Veal,Federally Inspected,Red Meat
Nov-2020,2020,11,Million Pounds,4.7,Veal,Federally Inspected,Red Meat
Oct-2020,2020,10,Million Pounds,5.2,Veal,Federally Inspected,Red Meat
Sep-2020,2020,9,Million Pounds,4.7,Veal,Federally Inspected,Red Meat
Aug-2020,2020,8,Million Pounds,4.8,Veal,Federally Inspected,Red Meat
Jul-2020,2020,7,Million Pounds,5.6,Veal,Federally Inspected,Red Meat
Jun-2020,2020,6,Million Pounds,5.4,Veal,Federally Inspected,Red Meat
May-2020,2020,5,Million Pounds,5.0,Veal,Federally Inspected,Red Meat
Apr-2020,2020,4,Million Pounds,4.6,Veal,Federally Inspected,Red Meat
Mar-2020,2020,3,Million Pounds,5.6,Veal,Federally Inspected,Red Meat
Feb-2020,2020,2,Million Pounds,5.0,Veal,Federally Inspected,Red Meat
Jan-2020,2020,1,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Dec-2019,2019,12,Million Pounds,6.4,Veal,Federally Inspected,Red Meat
Nov-2019,2019,11,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Oct-2019,2019,10,Million Pounds,6.9,Veal,Federally Inspected,Red Meat
Sep-2019,2019,9,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Aug-2019,2019,8,Million Pounds,5.8,Veal,Federally Inspected,Red Meat
Jul-2019,2019,7,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Jun-2019,2019,6,Million Pounds,5.6,Veal,Federally Inspected,Red Meat
May-2019,2019,5,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Apr-2019,2019,4,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Mar-2019,2019,3,Million Pounds,5.6,Veal,Federally Inspected,Red Meat
Feb-2019,2019,2,Million Pounds,6.0,Veal,Federally Inspected,Red Meat
Jan-2019,2019,1,Million Pounds,6.4,Veal,Federally Inspected,Red Meat
Dec-2018,2018,12,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Nov-2018,2018,11,Million Pounds,6.6,Veal,Federally Inspected,Red Meat
Oct-2018,2018,10,Million Pounds,7.0,Veal,Federally Inspected,Red Meat
Sep-2018,2018,9,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Aug-2018,2018,8,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Jul-2018,2018,7,Million Pounds,6.0,Veal,Federally Inspected,Red Meat
Jun-2018,2018,6,Million Pounds,5.7,Veal,Federally Inspected,Red Meat
May-2018,2018,5,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Apr-2018,2018,4,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Mar-2018,2018,3,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Feb-2018,2018,2,Million Pounds,5.6,Veal,Federally Inspected,Red Meat
Jan-2018,2018,1,Million Pounds,6.5,Veal,Federally Inspected,Red Meat
Dec-2017,2017,12,Million Pounds,6.4,Veal,Federally Inspected,Red Meat
Nov-2017,2017,11,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Oct-2017,2017,10,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Sep-2017,2017,9,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Aug-2017,2017,8,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Jul-2017,2017,7,Million Pounds,5.5,Veal,Federally Inspected,Red Meat
Jun-2017,2017,6,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
May-2017,2017,5,Million Pounds,6.1,Veal,Federally Inspected,Red Meat
Apr-2017,2017,4,Million Pounds,5.7,Veal,Federally Inspected,Red Meat
Mar-2017,2017,3,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Feb-2017,2017,2,Million Pounds,5.5,Veal,Federally Inspected,Red Meat
Jan-2017,2017,1,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Dec-2016,2016,12,Million Pounds,6.6,Veal,Federally Inspected,Red Meat
Nov-2016,2016,11,Million Pounds,6.5,Veal,Federally Inspected,Red Meat
Oct-2016,2016,10,Million Pounds,6.5,Veal,Federally Inspected,Red Meat
Sep-2016,2016,9,Million Pounds,6.0,Veal,Federally Inspected,Red Meat
Aug-2016,2016,8,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Jul-2016,2016,7,Million Pounds,5.5,Veal,Federally Inspected,Red Meat
Jun-2016,2016,6,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
May-2016,2016,5,Million Pounds,5.8,Veal,Federally Inspected,Red Meat
Apr-2016,2016,4,Million Pounds,5.9,Veal,Federally Inspected,Red Meat
Mar-2016,2016,3,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Feb-2016,2016,2,Million Pounds,6.0,Veal,Federally Inspected,Red Meat
Jan-2016,2016,1,Million Pounds,6.6,Veal,Federally Inspected,Red Meat
Dec-2015,2015,12,Million Pounds,7.7,Veal,Federally Inspected,Red Meat
Nov-2015,2015,11,Million Pounds,6.9,Veal,Federally Inspected,Red Meat
Oct-2015,2015,10,Million Pounds,7.1,Veal,Federally Inspected,Red Meat
Sep-2015,2015,9,Million Pounds,6.7,Veal,Federally Inspected,Red Meat
Aug-2015,2015,8,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Jul-2015,2015,7,Million Pounds,6.8,Veal,Federally Inspected,Red Meat
Jun-2015,2015,6,Million Pounds,6.9,Veal,Federally Inspected,Red Meat
May-2015,2015,5,Million Pounds,6.5,Veal,Federally Inspected,Red Meat
Apr-2015,2015,4,Million Pounds,6.5,Veal,Federally Inspected,Red Meat
Mar-2015,2015,3,Million Pounds,6.8,Veal,Federally Inspected,Red Meat
Feb-2015,2015,2,Million Pounds,6.2,Veal,Federally Inspected,Red Meat
Jan-2015,2015,1,Million Pounds,6.7,Veal,Federally Inspected,Red Meat
Dec-2014,2014,12,Million Pounds,7.5,Veal,Federally Inspected,Red Meat
Nov-2014,2014,11,Million Pounds,6.3,Veal,Federally Inspected,Red Meat
Oct-2014,2014,10,Million Pounds,7.6,Veal,Federally Inspected,Red Meat
Sep-2014,2014,9,Million Pounds,7.1,Veal,Federally Inspected,Red Meat
Aug-2014,2014,8,Million Pounds,6.9,Veal,Federally Inspected,Red Meat
Jul-2014,2014,7,Million Pounds,7.7,Veal,Federally Inspected,Red Meat
Jun-2014,2014,6,Million Pounds,7.4,Veal,Federally Inspected,Red Meat
May-2014,2014,5,Million Pounds,7.6,Veal,Federally Inspected,Red Meat
Apr-2014,2014,4,Million Pounds,8.3,Veal,Federally Inspected,Red Meat
Mar-2014,2014,3,Million Pounds,8.6,Veal,Federally Inspected,Red Meat
Feb-2014,2014,2,Million Pounds,8.0,Veal,Federally Inspected,Red Meat
Jan-2014,2014,1,Million Pounds,9.2,Veal,Federally Inspected,Red Meat
Dec-2013,2013,12,Million Pounds,9.7,Veal,Federally Inspected,Red Meat
Nov-2013,2013,11,Million Pounds,8.9,Veal,Federally Inspected,Red Meat
Oct-2013,2013,10,Million Pounds,9.7,Veal,Federally Inspected,Red Meat
Sep-2013,2013,9,Million Pounds,8.4,Veal,Federally Inspected,Red Meat
Aug-2013,2013,8,Million Pounds,8.8,Veal,Federally Inspected,Red Meat
Jul-2013,2013,7,Million Pounds,9.4,Veal,Federally Inspected,Red Meat
Jun-2013,2013,6,Million Pounds,8.3,Veal,Federally Inspected,Red Meat
May-2013,2013,5,Million Pounds,8.9,Veal,Federally Inspected,Red Meat
Apr-2013,2013,4,Million Pounds,8.9,Veal,Federally Inspected,Red Meat
Mar-2013,2013,3,Million Pounds,9.0,Veal,Federally Inspected,Red Meat
Feb-2013,2013,2,Million Pounds,8.8,Veal,Federally Inspected,Red Meat
Jan-2013,2013,1,Million Pounds,10.2,Veal,Federally Inspected,Red Meat
Dec-2012,2012,12,Million Pounds,9.6,Veal,Federally Inspected,Red Meat
Nov-2012,2012,11,Million Pounds,9.8,Veal,Federally Inspected,Red Meat
Oct-2012,2012,10,Million Pounds,10.0,Veal,Federally Inspected,Red Meat
Sep-2012,2012,9,Million Pounds,8.6,Veal,Federally Inspected,Red Meat
Aug-2012,2012,8,Million Pounds,9.9,Veal,Federally Inspected,Red Meat
Jul-2012,2012,7,Million Pounds,9.2,Veal,Federally Inspected,Red Meat
Jun-2012,2012,6,Million Pounds,8.7,Veal,Federally Inspected,Red Meat
May-2012,2012,5,Million Pounds,10.1,Veal,Federally Inspected,Red Meat
Apr-2012,2012,4,Million Pounds,9.6,Veal,Federally Inspected,Red Meat
Mar-2012,2012,3,Million Pounds,9.7,Veal,Federally Inspected,Red Meat
