,Unnamed: 0,Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
2034,2034,Jun-18,2018,6,Million Pounds,Broiler,841.15,Poultry
2035,2035,May-18,2018,5,Million Pounds,Broiler,838.21,Poultry
2036,2036,Apr-18,2018,4,Million Pounds,Broiler,840.71,Poultry
2037,2037,Mar-18,2018,3,Million Pounds,Broiler,863.47,Poultry
2038,2038,Feb-18,2018,2,Million Pounds,Broiler,843.75,Poultry
2039,2039,Jan-18,2018,1,Million Pounds,Broiler,855.94,Poultry
2040,2040,Dec-17,2017,12,Million Pounds,Broiler,865.47,Poultry
2041,2041,Nov-17,2017,11,Million Pounds,Broiler,843.54,Poultry
2042,2042,Oct-17,2017,10,Million Pounds,Broiler,788.74,Poultry
2043,2043,Sep-17,2017,9,Million Pounds,Broiler,752.67,Poultry
2044,2044,Aug-17,2017,8,Million Pounds,Broiler,767.97,Poultry
2045,2045,Jul-17,2017,7,Million Pounds,Broiler,778.48,Poultry
2046,2046,Jun-17,2017,6,Million Pounds,Broiler,757.41,Poultry
2047,2047,May-17,2017,5,Million Pounds,Broiler,768.48,Poultry
2048,2048,Apr-17,2017,4,Million Pounds,Broiler,741.95,Poultry
2049,2049,Mar-17,2017,3,Million Pounds,Broiler,764.06,Poultry
2050,2050,Feb-17,2017,2,Million Pounds,Broiler,748.51,Poultry
2051,2051,Jan-17,2017,1,Million Pounds,Broiler,777.55,Poultry
2052,2052,Dec-16,2016,12,Million Pounds,Broiler,760.93,Poultry
2053,2053,Nov-16,2016,11,Million Pounds,Broiler,746.88,Poultry
2054,2054,Oct-16,2016,10,Million Pounds,Broiler,737.53,Poultry
2055,2055,Sep-16,2016,9,Million Pounds,Broiler,742.57,Poultry
2056,2056,Aug-16,2016,8,Million Pounds,Broiler,795.06,Poultry
2057,2057,Jul-16,2016,7,Million Pounds,Broiler,785.93,Poultry
2058,2058,Jun-16,2016,6,Million Pounds,Broiler,777.77,Poultry
2059,2059,May-16,2016,5,Million Pounds,Broiler,778.33,Poultry
2060,2060,Apr-16,2016,4,Million Pounds,Broiler,768.72,Poultry
2061,2061,Mar-16,2016,3,Million Pounds,Broiler,773.6,Poultry
2062,2062,Feb-16,2016,2,Million Pounds,Broiler,795.54,Poultry
2063,2063,Jan-16,2016,1,Million Pounds,Broiler,832.33,Poultry
2064,2064,Dec-15,2015,12,Million Pounds,Broiler,851.3,Poultry
2065,2065,Nov-15,2015,11,Million Pounds,Broiler,822.18,Poultry
2066,2066,Oct-15,2015,10,Million Pounds,Broiler,763.01,Poultry
2067,2067,Sep-15,2015,9,Million Pounds,Broiler,734.45,Poultry
2068,2068,Aug-15,2015,8,Million Pounds,Broiler,727.19,Poultry
2069,2069,Jul-15,2015,7,Million Pounds,Broiler,691.09,Poultry
2070,2070,Jun-15,2015,6,Million Pounds,Broiler,707.79,Poultry
2071,2071,May-15,2015,5,Million Pounds,Broiler,733.34,Poultry
2072,2072,Apr-15,2015,4,Million Pounds,Broiler,719.65,Poultry
2073,2073,Mar-15,2015,3,Million Pounds,Broiler,696.51,Poultry
2074,2074,Feb-15,2015,2,Million Pounds,Broiler,688,Poultry
2075,2075,Jan-15,2015,1,Million Pounds,Broiler,680.13,Poultry
2076,2076,Dec-14,2014,12,Million Pounds,Broiler,664.61,Poultry
2077,2077,Nov-14,2014,11,Million Pounds,Broiler,625.98,Poultry
2078,2078,Oct-14,2014,10,Million Pounds,Broiler,592.96,Poultry
2079,2079,Sep-14,2014,9,Million Pounds,Broiler,593.75,Poultry
2080,2080,Aug-14,2014,8,Million Pounds,Broiler,596.98,Poultry
2081,2081,Jul-14,2014,7,Million Pounds,Broiler,563.88,Poultry
2082,2082,Jun-14,2014,6,Million Pounds,Broiler,584.49,Poultry
2083,2083,May-14,2014,5,Million Pounds,Broiler,557.24,Poultry
2084,2084,Apr-14,2014,4,Million Pounds,Broiler,564.37,Poultry
2085,2085,Mar-14,2014,3,Million Pounds,Broiler,649.96,Poultry
2086,2086,Feb-14,2014,2,Million Pounds,Broiler,658.64,Poultry
2087,2087,Jan-14,2014,1,Million Pounds,Broiler,668.67,Poultry
2088,2088,Dec-13,2013,12,Million Pounds,Broiler,709.01,Poultry
2089,2089,Nov-13,2013,11,Million Pounds,Broiler,692.66,Poultry
2090,2090,Oct-13,2013,10,Million Pounds,Broiler,650.64,Poultry
2091,2091,Sep-13,2013,9,Million Pounds,Broiler,683.94,Poultry
2092,2092,Aug-13,2013,8,Million Pounds,Broiler,673.56,Poultry
2093,2093,Jul-13,2013,7,Million Pounds,Broiler,653.49,Poultry
2094,2094,Jun-13,2013,6,Million Pounds,Broiler,666.93,Poultry
2095,2095,May-13,2013,5,Million Pounds,Broiler,654.86,Poultry
2096,2096,Apr-13,2013,4,Million Pounds,Broiler,607.05,Poultry
2097,2097,Mar-13,2013,3,Million Pounds,Broiler,631.09,Poultry
2098,2098,Feb-13,2013,2,Million Pounds,Broiler,643.37,Poultry
2099,2099,Jan-13,2013,1,Million Pounds,Broiler,651.06,Poultry
2100,2100,Dec-12,2012,12,Million Pounds,Broiler,645.89,Poultry
2101,2101,Nov-12,2012,11,Million Pounds,Broiler,628.29,Poultry
2102,2102,Oct-12,2012,10,Million Pounds,Broiler,622.96,Poultry
2103,2103,Sep-12,2012,9,Million Pounds,Broiler,628.55,Poultry
2104,2104,Aug-12,2012,8,Million Pounds,Broiler,614.94,Poultry
2105,2105,Jul-12,2012,7,Million Pounds,Broiler,606.17,Poultry
2106,2106,Jun-12,2012,6,Million Pounds,Broiler,605.53,Poultry
2107,2107,May-12,2012,5,Million Pounds,Broiler,570.88,Poultry
2108,2108,Apr-12,2012,4,Million Pounds,Broiler,546.72,Poultry
2109,2109,Mar-12,2012,3,Million Pounds,Broiler,567.97,Poultry
2110,2110,Feb-12,2012,2,Million Pounds,Broiler,573.15,Poultry
2111,2111,Jan-12,2012,1,Million Pounds,Broiler,590.43,Poultry
2112,2112,Dec-11,2011,12,Million Pounds,Broiler,619,Poultry
2113,2113,Nov-11,2011,11,Million Pounds,Broiler,666.88,Poultry
2114,2114,Oct-11,2011,10,Million Pounds,Broiler,639.4,Poultry
2115,2115,Sep-11,2011,9,Million Pounds,Broiler,657.98,Poultry
2116,2116,Aug-11,2011,8,Million Pounds,Broiler,718.41,Poultry
2117,2117,Jul-11,2011,7,Million Pounds,Broiler,716.22,Poultry
2118,2118,Jun-11,2011,6,Million Pounds,Broiler,716.97,Poultry
2119,2119,May-11,2011,5,Million Pounds,Broiler,704,Poultry
2120,2120,Apr-11,2011,4,Million Pounds,Broiler,660.78,Poultry
2121,2121,Mar-11,2011,3,Million Pounds,Broiler,682.47,Poultry
2122,2122,Feb-11,2011,2,Million Pounds,Broiler,739.54,Poultry
2123,2123,Jan-11,2011,1,Million Pounds,Broiler,772.59,Poultry
2124,2124,Dec-10,2010,12,Million Pounds,Broiler,737.57,Poultry
2125,2125,Nov-10,2010,11,Million Pounds,Broiler,700.25,Poultry
2126,2126,Oct-10,2010,10,Million Pounds,Broiler,678.25,Poultry
2127,2127,Sep-10,2010,9,Million Pounds,Broiler,665.31,Poultry
2128,2128,Aug-10,2010,8,Million Pounds,Broiler,636.49,Poultry
2129,2129,Jul-10,2010,7,Million Pounds,Broiler,634.82,Poultry
2130,2130,Jun-10,2010,6,Million Pounds,Broiler,663.52,Poultry
2131,2131,May-10,2010,5,Million Pounds,Broiler,607.54,Poultry
2132,2132,Apr-10,2010,4,Million Pounds,Broiler,596.09,Poultry
2133,2133,Mar-10,2010,3,Million Pounds,Broiler,607.25,Poultry
2134,2134,Feb-10,2010,2,Million Pounds,Broiler,610.82,Poultry
2135,2135,Jan-10,2010,1,Million Pounds,Broiler,615.92,Poultry
2136,2136,Dec-09,2009,12,Million Pounds,Broiler,640.35,Poultry
2137,2137,Nov-09,2009,11,Million Pounds,Broiler,613.44,Poultry
2138,2138,Oct-09,2009,10,Million Pounds,Broiler,613.05,Poultry
2139,2139,Sep-09,2009,9,Million Pounds,Broiler,626.03,Poultry
2140,2140,Aug-09,2009,8,Million Pounds,Broiler,661.69,Poultry
2141,2141,Jul-09,2009,7,Million Pounds,Broiler,632.63,Poultry
2142,2142,Jun-09,2009,6,Million Pounds,Broiler,622.64,Poultry
2143,2143,May-09,2009,5,Million Pounds,Broiler,640.98,Poultry
2144,2144,Apr-09,2009,4,Million Pounds,Broiler,619.85,Poultry
2145,2145,Mar-09,2009,3,Million Pounds,Broiler,630.62,Poultry
2146,2146,Feb-09,2009,2,Million Pounds,Broiler,676.54,Poultry
2147,2147,Jan-09,2009,1,Million Pounds,Broiler,744.99,Poultry
2148,2148,Dec-08,2008,12,Million Pounds,Broiler,788.45,Poultry
2149,2149,Nov-08,2008,11,Million Pounds,Broiler,760.29,Poultry
2150,2150,Oct-08,2008,10,Million Pounds,Broiler,728.47,Poultry
2151,2151,Sep-08,2008,9,Million Pounds,Broiler,719.88,Poultry
2152,2152,Aug-08,2008,8,Million Pounds,Broiler,708.59,Poultry
2153,2153,Jul-08,2008,7,Million Pounds,Broiler,739.2,Poultry
2154,2154,Jun-08,2008,6,Million Pounds,Broiler,724.61,Poultry
2155,2155,May-08,2008,5,Million Pounds,Broiler,727.54,Poultry
2156,2156,Apr-08,2008,4,Million Pounds,Broiler,746.64,Poultry
2157,2157,Mar-08,2008,3,Million Pounds,Broiler,742.75,Poultry
2158,2158,Feb-08,2008,2,Million Pounds,Broiler,752.21,Poultry
2159,2159,Jan-08,2008,1,Million Pounds,Broiler,718.8,Poultry
2160,2160,Dec-07,2007,12,Million Pounds,Broiler,692.29,Poultry
2161,2161,Nov-07,2007,11,Million Pounds,Broiler,668.73,Poultry
2162,2162,Oct-07,2007,10,Million Pounds,Broiler,629.07,Poultry
2163,2163,Sep-07,2007,9,Million Pounds,Broiler,623.7,Poultry
2164,2164,Aug-07,2007,8,Million Pounds,Broiler,637.12,Poultry
2165,2165,Jul-07,2007,7,Million Pounds,Broiler,619.17,Poultry
2166,2166,Jun-07,2007,6,Million Pounds,Broiler,590.58,Poultry
2167,2167,May-07,2007,5,Million Pounds,Broiler,584.14,Poultry
2168,2168,Apr-07,2007,4,Million Pounds,Broiler,580.96,Poultry
2169,2169,Mar-07,2007,3,Million Pounds,Broiler,600.89,Poultry
2170,2170,Feb-07,2007,2,Million Pounds,Broiler,659.11,Poultry
2171,2171,Jan-07,2007,1,Million Pounds,Broiler,732.31,Poultry
2172,2172,Dec-06,2006,12,Million Pounds,Broiler,670.6,Poultry
2173,2173,Nov-06,2006,11,Million Pounds,Broiler,696.74,Poultry
2174,2174,Oct-06,2006,10,Million Pounds,Broiler,685.76,Poultry
2175,2175,Sep-06,2006,9,Million Pounds,Broiler,685.02,Poultry
2176,2176,Aug-06,2006,8,Million Pounds,Broiler,704.33,Poultry
2177,2177,Jul-06,2006,7,Million Pounds,Broiler,760.52,Poultry
2178,2178,Jun-06,2006,6,Million Pounds,Broiler,753.17,Poultry
2179,2179,May-06,2006,5,Million Pounds,Broiler,817.58,Poultry
2180,2180,Apr-06,2006,4,Million Pounds,Broiler,854.27,Poultry
2181,2181,Mar-06,2006,3,Million Pounds,Broiler,910.92,Poultry
2182,2182,Feb-06,2006,2,Million Pounds,Broiler,907.97,Poultry
2183,2183,Jan-06,2006,1,Million Pounds,Broiler,910.45,Poultry
2184,2184,Dec-05,2005,12,Million Pounds,Broiler,859,Poultry
2185,2185,Nov-05,2005,11,Million Pounds,Broiler,791.32,Poultry
2186,2186,Oct-05,2005,10,Million Pounds,Broiler,742.85,Poultry
2187,2187,Sep-05,2005,9,Million Pounds,Broiler,695.65,Poultry
2188,2188,Aug-05,2005,8,Million Pounds,Broiler,710.33,Poultry
2189,2189,Jul-05,2005,7,Million Pounds,Broiler,675.93,Poultry
2190,2190,Jun-05,2005,6,Million Pounds,Broiler,652.86,Poultry
2191,2191,May-05,2005,5,Million Pounds,Broiler,678.78,Poultry
2192,2192,Apr-05,2005,4,Million Pounds,Broiler,657.93,Poultry
2193,2193,Mar-05,2005,3,Million Pounds,Broiler,620.29,Poultry
2194,2194,Feb-05,2005,2,Million Pounds,Broiler,630.09,Poultry
2195,2195,Jan-05,2005,1,Million Pounds,Broiler,701.79,Poultry
2196,2196,Dec-04,2004,12,Million Pounds,Broiler,747.64,Poultry
2197,2197,Nov-04,2004,11,Million Pounds,Broiler,779.82,Poultry
2198,2198,Oct-04,2004,10,Million Pounds,Broiler,758.93,Poultry
2199,2199,Sep-04,2004,9,Million Pounds,Broiler,704.19,Poultry
2200,2200,Aug-04,2004,8,Million Pounds,Broiler,706.04,Poultry
2201,2201,Jul-04,2004,7,Million Pounds,Broiler,748.86,Poultry
2202,2202,Jun-04,2004,6,Million Pounds,Broiler,642.81,Poultry
2203,2203,May-04,2004,5,Million Pounds,Broiler,621.98,Poultry
2204,2204,Apr-04,2004,4,Million Pounds,Broiler,581.75,Poultry
2205,2205,Mar-04,2004,3,Million Pounds,Broiler,522.8,Poultry
2206,2206,Feb-04,2004,2,Million Pounds,Broiler,520.17,Poultry
2207,2207,Jan-04,2004,1,Million Pounds,Broiler,596.83,Poultry
2208,2208,Dec-03,2003,12,Million Pounds,Broiler,557.8,Poultry
2209,2209,Nov-03,2003,11,Million Pounds,Broiler,586.71,Poultry
2210,2210,Oct-03,2003,10,Million Pounds,Broiler,590.66,Poultry
2211,2211,Sep-03,2003,9,Million Pounds,Broiler,601.01,Poultry
2212,2212,Aug-03,2003,8,Million Pounds,Broiler,621.27,Poultry
2213,2213,Jul-03,2003,7,Million Pounds,Broiler,639.61,Poultry
2214,2214,Jun-03,2003,6,Million Pounds,Broiler,672.03,Poultry
2215,2215,May-03,2003,5,Million Pounds,Broiler,,Poultry
2216,2216,Apr-03,2003,4,Million Pounds,Broiler,,Poultry
2217,2217,Mar-03,2003,3,Million Pounds,Broiler,,Poultry
2218,2218,Feb-03,2003,2,Million Pounds,Broiler,,Poultry
2219,2219,Jan-03,2003,1,Million Pounds,Broiler,,Poultry
2220,2220,Dec-02,2002,12,Million Pounds,Broiler,,Poultry
2221,2221,Nov-02,2002,11,Million Pounds,Broiler,,Poultry
2222,2222,Oct-02,2002,10,Million Pounds,Broiler,,Poultry
2223,2223,Sep-02,2002,9,Million Pounds,Broiler,,Poultry
2224,2224,Aug-02,2002,8,Million Pounds,Broiler,,Poultry
2225,2225,Jul-02,2002,7,Million Pounds,Broiler,,Poultry
2226,2226,Jun-02,2002,6,Million Pounds,Broiler,,Poultry
2227,2227,May-02,2002,5,Million Pounds,Broiler,,Poultry
2228,2228,Apr-02,2002,4,Million Pounds,Broiler,,Poultry
2229,2229,Mar-02,2002,3,Million Pounds,Broiler,,Poultry
2230,2230,Feb-02,2002,2,Million Pounds,Broiler,,Poultry
2231,2231,Jan-02,2002,1,Million Pounds,Broiler,,Poultry
2232,2232,Dec-01,2001,12,Million Pounds,Broiler,,Poultry
2233,2233,Nov-01,2001,11,Million Pounds,Broiler,,Poultry
2234,2234,Oct-01,2001,10,Million Pounds,Broiler,,Poultry
2235,2235,Sep-01,2001,9,Million Pounds,Broiler,,Poultry
2236,2236,Aug-01,2001,8,Million Pounds,Broiler,,Poultry
2237,2237,Jul-01,2001,7,Million Pounds,Broiler,,Poultry
2238,2238,Jun-01,2001,6,Million Pounds,Broiler,,Poultry
2239,2239,May-01,2001,5,Million Pounds,Broiler,,Poultry
2240,2240,Apr-01,2001,4,Million Pounds,Broiler,,Poultry
2241,2241,Mar-01,2001,3,Million Pounds,Broiler,,Poultry
2242,2242,Feb-01,2001,2,Million Pounds,Broiler,,Poultry
2243,2243,Jan-01,2001,1,Million Pounds,Broiler,,Poultry
2244,2244,Dec-00,2000,12,Million Pounds,Broiler,,Poultry
2245,2245,Nov-00,2000,11,Million Pounds,Broiler,,Poultry
2246,2246,Oct-00,2000,10,Million Pounds,Broiler,,Poultry
2247,2247,Sep-00,2000,9,Million Pounds,Broiler,,Poultry
2248,2248,Aug-00,2000,8,Million Pounds,Broiler,,Poultry
2249,2249,Jul-00,2000,7,Million Pounds,Broiler,,Poultry
2250,2250,Jun-00,2000,6,Million Pounds,Broiler,,Poultry
2251,2251,May-00,2000,5,Million Pounds,Broiler,,Poultry
2252,2252,Apr-00,2000,4,Million Pounds,Broiler,,Poultry
2253,2253,Mar-00,2000,3,Million Pounds,Broiler,,Poultry
2254,2254,Feb-00,2000,2,Million Pounds,Broiler,,Poultry
2255,2255,Jan-00,2000,1,Million Pounds,Broiler,,Poultry
2256,2256,Dec-99,1999,12,Million Pounds,Broiler,,Poultry
2257,2257,Nov-99,1999,11,Million Pounds,Broiler,,Poultry
2258,2258,Oct-99,1999,10,Million Pounds,Broiler,,Poultry
2259,2259,Sep-99,1999,9,Million Pounds,Broiler,,Poultry
2260,2260,Aug-99,1999,8,Million Pounds,Broiler,,Poultry
2261,2261,Jul-99,1999,7,Million Pounds,Broiler,,Poultry
2262,2262,Jun-99,1999,6,Million Pounds,Broiler,,Poultry
2263,2263,May-99,1999,5,Million Pounds,Broiler,,Poultry
2264,2264,Apr-99,1999,4,Million Pounds,Broiler,,Poultry
2265,2265,Mar-99,1999,3,Million Pounds,Broiler,,Poultry
2266,2266,Feb-99,1999,2,Million Pounds,Broiler,,Poultry
2267,2267,Jan-99,1999,1,Million Pounds,Broiler,,Poultry
2268,2268,Dec-98,1998,12,Million Pounds,Broiler,,Poultry
2269,2269,Nov-98,1998,11,Million Pounds,Broiler,,Poultry
2270,2270,Oct-98,1998,10,Million Pounds,Broiler,,Poultry
2271,2271,Sep-98,1998,9,Million Pounds,Broiler,,Poultry
2272,2272,Aug-98,1998,8,Million Pounds,Broiler,,Poultry
2273,2273,Jul-98,1998,7,Million Pounds,Broiler,,Poultry
2274,2274,Jun-98,1998,6,Million Pounds,Broiler,,Poultry
2275,2275,May-98,1998,5,Million Pounds,Broiler,,Poultry
2276,2276,Apr-98,1998,4,Million Pounds,Broiler,,Poultry
2277,2277,Mar-98,1998,3,Million Pounds,Broiler,,Poultry
2278,2278,Feb-98,1998,2,Million Pounds,Broiler,,Poultry
2279,2279,Jan-98,1998,1,Million Pounds,Broiler,,Poultry
2280,2280,Dec-97,1997,12,Million Pounds,Broiler,,Poultry
2281,2281,Nov-97,1997,11,Million Pounds,Broiler,,Poultry
2282,2282,Oct-97,1997,10,Million Pounds,Broiler,,Poultry
2283,2283,Sep-97,1997,9,Million Pounds,Broiler,,Poultry
2284,2284,Aug-97,1997,8,Million Pounds,Broiler,,Poultry
2285,2285,Jul-97,1997,7,Million Pounds,Broiler,,Poultry
2286,2286,Jun-97,1997,6,Million Pounds,Broiler,,Poultry
2287,2287,May-97,1997,5,Million Pounds,Broiler,,Poultry
2288,2288,Apr-97,1997,4,Million Pounds,Broiler,,Poultry
2289,2289,Mar-97,1997,3,Million Pounds,Broiler,,Poultry
2290,2290,Feb-97,1997,2,Million Pounds,Broiler,,Poultry
2291,2291,Jan-97,1997,1,Million Pounds,Broiler,,Poultry
2292,2292,Dec-96,1996,12,Million Pounds,Broiler,,Poultry
2293,2293,Nov-96,1996,11,Million Pounds,Broiler,,Poultry
2294,2294,Oct-96,1996,10,Million Pounds,Broiler,,Poultry
2295,2295,Sep-96,1996,9,Million Pounds,Broiler,,Poultry
2296,2296,Aug-96,1996,8,Million Pounds,Broiler,,Poultry
2297,2297,Jul-96,1996,7,Million Pounds,Broiler,,Poultry
2298,2298,Jun-96,1996,6,Million Pounds,Broiler,,Poultry
2299,2299,May-96,1996,5,Million Pounds,Broiler,,Poultry
2300,2300,Apr-96,1996,4,Million Pounds,Broiler,,Poultry
2301,2301,Mar-96,1996,3,Million Pounds,Broiler,,Poultry
2302,2302,Feb-96,1996,2,Million Pounds,Broiler,,Poultry
2303,2303,Jan-96,1996,1,Million Pounds,Broiler,,Poultry
2304,2304,Dec-95,1995,12,Million Pounds,Broiler,,Poultry
2305,2305,Nov-95,1995,11,Million Pounds,Broiler,,Poultry
2306,2306,Oct-95,1995,10,Million Pounds,Broiler,,Poultry
2307,2307,Sep-95,1995,9,Million Pounds,Broiler,,Poultry
2308,2308,Aug-95,1995,8,Million Pounds,Broiler,,Poultry
2309,2309,Jul-95,1995,7,Million Pounds,Broiler,,Poultry
2310,2310,Jun-95,1995,6,Million Pounds,Broiler,,Poultry
2311,2311,May-95,1995,5,Million Pounds,Broiler,,Poultry
2312,2312,Apr-95,1995,4,Million Pounds,Broiler,,Poultry
2313,2313,Mar-95,1995,3,Million Pounds,Broiler,,Poultry
2314,2314,Feb-95,1995,2,Million Pounds,Broiler,,Poultry
2315,2315,Jan-95,1995,1,Million Pounds,Broiler,,Poultry
2316,2316,Dec-94,1994,12,Million Pounds,Broiler,,Poultry
2317,2317,Nov-94,1994,11,Million Pounds,Broiler,,Poultry
2318,2318,Oct-94,1994,10,Million Pounds,Broiler,,Poultry
2319,2319,Sep-94,1994,9,Million Pounds,Broiler,,Poultry
2320,2320,Aug-94,1994,8,Million Pounds,Broiler,,Poultry
2321,2321,Jul-94,1994,7,Million Pounds,Broiler,,Poultry
2322,2322,Jun-94,1994,6,Million Pounds,Broiler,,Poultry
2323,2323,May-94,1994,5,Million Pounds,Broiler,,Poultry
2324,2324,Apr-94,1994,4,Million Pounds,Broiler,,Poultry
2325,2325,Mar-94,1994,3,Million Pounds,Broiler,,Poultry
2326,2326,Feb-94,1994,2,Million Pounds,Broiler,,Poultry
2327,2327,Jan-94,1994,1,Million Pounds,Broiler,,Poultry
2328,2328,Dec-93,1993,12,Million Pounds,Broiler,,Poultry
2329,2329,Nov-93,1993,11,Million Pounds,Broiler,,Poultry
2330,2330,Oct-93,1993,10,Million Pounds,Broiler,,Poultry
2331,2331,Sep-93,1993,9,Million Pounds,Broiler,,Poultry
2332,2332,Aug-93,1993,8,Million Pounds,Broiler,,Poultry
2333,2333,Jul-93,1993,7,Million Pounds,Broiler,,Poultry
2334,2334,Jun-93,1993,6,Million Pounds,Broiler,,Poultry
2335,2335,May-93,1993,5,Million Pounds,Broiler,,Poultry
2336,2336,Apr-93,1993,4,Million Pounds,Broiler,,Poultry
2337,2337,Mar-93,1993,3,Million Pounds,Broiler,,Poultry
2338,2338,Feb-93,1993,2,Million Pounds,Broiler,,Poultry
2339,2339,Jan-93,1993,1,Million Pounds,Broiler,,Poultry
2340,2340,Dec-92,1992,12,Million Pounds,Broiler,,Poultry
2341,2341,Nov-92,1992,11,Million Pounds,Broiler,,Poultry
2342,2342,Oct-92,1992,10,Million Pounds,Broiler,,Poultry
2343,2343,Sep-92,1992,9,Million Pounds,Broiler,,Poultry
2344,2344,Aug-92,1992,8,Million Pounds,Broiler,,Poultry
2345,2345,Jul-92,1992,7,Million Pounds,Broiler,,Poultry
2346,2346,Jun-92,1992,6,Million Pounds,Broiler,,Poultry
2347,2347,May-92,1992,5,Million Pounds,Broiler,,Poultry
2348,2348,Apr-92,1992,4,Million Pounds,Broiler,,Poultry
2349,2349,Mar-92,1992,3,Million Pounds,Broiler,,Poultry
2350,2350,Feb-92,1992,2,Million Pounds,Broiler,,Poultry
2351,2351,Jan-92,1992,1,Million Pounds,Broiler,,Poultry
2352,2352,Dec-91,1991,12,Million Pounds,Broiler,,Poultry
2353,2353,Nov-91,1991,11,Million Pounds,Broiler,,Poultry
2354,2354,Oct-91,1991,10,Million Pounds,Broiler,,Poultry
2355,2355,Sep-91,1991,9,Million Pounds,Broiler,,Poultry
2356,2356,Aug-91,1991,8,Million Pounds,Broiler,,Poultry
2357,2357,Jul-91,1991,7,Million Pounds,Broiler,,Poultry
2358,2358,Jun-91,1991,6,Million Pounds,Broiler,,Poultry
2359,2359,May-91,1991,5,Million Pounds,Broiler,,Poultry
2360,2360,Apr-91,1991,4,Million Pounds,Broiler,,Poultry
2361,2361,Mar-91,1991,3,Million Pounds,Broiler,,Poultry
2362,2362,Feb-91,1991,2,Million Pounds,Broiler,,Poultry
2363,2363,Jan-91,1991,1,Million Pounds,Broiler,,Poultry
2364,2364,Dec-90,1990,12,Million Pounds,Broiler,,Poultry
2365,2365,Nov-90,1990,11,Million Pounds,Broiler,,Poultry
2366,2366,Oct-90,1990,10,Million Pounds,Broiler,,Poultry
2367,2367,Sep-90,1990,9,Million Pounds,Broiler,,Poultry
2368,2368,Aug-90,1990,8,Million Pounds,Broiler,,Poultry
2369,2369,Jul-90,1990,7,Million Pounds,Broiler,,Poultry
2370,2370,Jun-90,1990,6,Million Pounds,Broiler,,Poultry
2371,2371,May-90,1990,5,Million Pounds,Broiler,,Poultry
2372,2372,Apr-90,1990,4,Million Pounds,Broiler,,Poultry
2373,2373,Mar-90,1990,3,Million Pounds,Broiler,,Poultry
2374,2374,Feb-90,1990,2,Million Pounds,Broiler,,Poultry
2375,2375,Jan-90,1990,1,Million Pounds,Broiler,,Poultry
2376,2376,Dec-89,1989,12,Million Pounds,Broiler,,Poultry
2377,2377,Nov-89,1989,11,Million Pounds,Broiler,,Poultry
2378,2378,Oct-89,1989,10,Million Pounds,Broiler,,Poultry
2379,2379,Sep-89,1989,9,Million Pounds,Broiler,,Poultry
2380,2380,Aug-89,1989,8,Million Pounds,Broiler,,Poultry
2381,2381,Jul-89,1989,7,Million Pounds,Broiler,,Poultry
2382,2382,Jun-89,1989,6,Million Pounds,Broiler,,Poultry
2383,2383,May-89,1989,5,Million Pounds,Broiler,,Poultry
2384,2384,Apr-89,1989,4,Million Pounds,Broiler,,Poultry
2385,2385,Mar-89,1989,3,Million Pounds,Broiler,,Poultry
2386,2386,Feb-89,1989,2,Million Pounds,Broiler,,Poultry
2387,2387,Jan-89,1989,1,Million Pounds,Broiler,,Poultry
2388,2388,Dec-88,1988,12,Million Pounds,Broiler,,Poultry
2389,2389,Nov-88,1988,11,Million Pounds,Broiler,,Poultry
2390,2390,Oct-88,1988,10,Million Pounds,Broiler,,Poultry
2391,2391,Sep-88,1988,9,Million Pounds,Broiler,,Poultry
2392,2392,Aug-88,1988,8,Million Pounds,Broiler,,Poultry
2393,2393,Jul-88,1988,7,Million Pounds,Broiler,,Poultry
2394,2394,Jun-88,1988,6,Million Pounds,Broiler,,Poultry
2395,2395,May-88,1988,5,Million Pounds,Broiler,,Poultry
2396,2396,Apr-88,1988,4,Million Pounds,Broiler,,Poultry
2397,2397,Mar-88,1988,3,Million Pounds,Broiler,,Poultry
2398,2398,Feb-88,1988,2,Million Pounds,Broiler,,Poultry
2399,2399,Jan-88,1988,1,Million Pounds,Broiler,,Poultry
2400,2400,Dec-87,1987,12,Million Pounds,Broiler,,Poultry
2401,2401,Nov-87,1987,11,Million Pounds,Broiler,,Poultry
2402,2402,Oct-87,1987,10,Million Pounds,Broiler,,Poultry
2403,2403,Sep-87,1987,9,Million Pounds,Broiler,,Poultry
2404,2404,Aug-87,1987,8,Million Pounds,Broiler,,Poultry
2405,2405,Jul-87,1987,7,Million Pounds,Broiler,,Poultry
2406,2406,Jun-87,1987,6,Million Pounds,Broiler,,Poultry
2407,2407,May-87,1987,5,Million Pounds,Broiler,,Poultry
2408,2408,Apr-87,1987,4,Million Pounds,Broiler,,Poultry
2409,2409,Mar-87,1987,3,Million Pounds,Broiler,,Poultry
2410,2410,Feb-87,1987,2,Million Pounds,Broiler,,Poultry
2411,2411,Jan-87,1987,1,Million Pounds,Broiler,,Poultry
2412,2412,Dec-86,1986,12,Million Pounds,Broiler,,Poultry
2413,2413,Nov-86,1986,11,Million Pounds,Broiler,,Poultry
2414,2414,Oct-86,1986,10,Million Pounds,Broiler,,Poultry
2415,2415,Sep-86,1986,9,Million Pounds,Broiler,,Poultry
2416,2416,Aug-86,1986,8,Million Pounds,Broiler,,Poultry
2417,2417,Jul-86,1986,7,Million Pounds,Broiler,,Poultry
2418,2418,Jun-86,1986,6,Million Pounds,Broiler,,Poultry
