"","Date","Year","Month","Animal","Weight","Commercial_Or_Federally_Inspected","Live_Or_Dressed","Type_Of_Meat"
"4445","Aug-2022",2022,8,"Other Chickens","7.3","Federally Inspected","Live","Poultry"
"4446","Jul-2022",2022,7,"Other Chickens","7.2","Federally Inspected","Live","Poultry"
"4447","Jun-2022",2022,6,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4448","May-2022",2022,5,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4449","Apr-2022",2022,4,"Other Chickens","7.1","Federally Inspected","Live","Poultry"
"4450","Mar-2022",2022,3,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4451","Feb-2022",2022,2,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4452","Jan-2022",2022,1,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4453","Dec-2021",2021,12,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4454","Nov-2021",2021,11,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4455","Oct-2021",2021,10,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4456","Sep-2021",2021,9,"Other Chickens","7.1","Federally Inspected","Live","Poultry"
"4457","Aug-2021",2021,8,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4458","Jul-2021",2021,7,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4459","Jun-2021",2021,6,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4460","May-2021",2021,5,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4461","Apr-2021",2021,4,"Other Chickens","6.5","Federally Inspected","Live","Poultry"
"4462","Mar-2021",2021,3,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4463","Feb-2021",2021,2,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4464","Jan-2021",2021,1,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4465","Dec-2020",2020,12,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4466","Nov-2020",2020,11,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4467","Oct-2020",2020,10,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4468","Sep-2020",2020,9,"Other Chickens","7.1","Federally Inspected","Live","Poultry"
"4469","Aug-2020",2020,8,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4470","Jul-2020",2020,7,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4471","Jun-2020",2020,6,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4472","May-2020",2020,5,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4473","Apr-2020",2020,4,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4474","Mar-2020",2020,3,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4475","Feb-2020",2020,2,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4476","Jan-2020",2020,1,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4477","Dec-2019",2019,12,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4478","Nov-2019",2019,11,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4479","Oct-2019",2019,10,"Other Chickens","6.9","Federally Inspected","Live","Poultry"
"4480","Sep-2019",2019,9,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4481","Aug-2019",2019,8,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4482","Jul-2019",2019,7,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4483","Jun-2019",2019,6,"Other Chickens","7","Federally Inspected","Live","Poultry"
"4484","May-2019",2019,5,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4485","Apr-2019",2019,4,"Other Chickens","6.6","Federally Inspected","Live","Poultry"
"4486","Mar-2019",2019,3,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4487","Feb-2019",2019,2,"Other Chickens","6.8","Federally Inspected","Live","Poultry"
"4488","Jan-2019",2019,1,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4489","Dec-2018",2018,12,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4490","Nov-2018",2018,11,"Other Chickens","6.6","Federally Inspected","Live","Poultry"
"4491","Oct-2018",2018,10,"Other Chickens","6.6","Federally Inspected","Live","Poultry"
"4492","Sep-2018",2018,9,"Other Chickens","6.6","Federally Inspected","Live","Poultry"
"4493","Aug-2018",2018,8,"Other Chickens","6.7","Federally Inspected","Live","Poultry"
"4494","Jul-2018",2018,7,"Other Chickens","6.5","Federally Inspected","Live","Poultry"
"4495","Jun-2018",2018,6,"Other Chickens","6.5","Federally Inspected","Live","Poultry"
"4496","May-2018",2018,5,"Other Chickens","6.4","Federally Inspected","Live","Poultry"
"4497","Apr-2018",2018,4,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4498","Mar-2018",2018,3,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4499","Feb-2018",2018,2,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4500","Jan-2018",2018,1,"Other Chickens","6.5","Federally Inspected","Live","Poultry"
"4501","Dec-2017",2017,12,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4502","Nov-2017",2017,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4503","Oct-2017",2017,10,"Other Chickens","6.4","Federally Inspected","Live","Poultry"
"4504","Sep-2017",2017,9,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4505","Aug-2017",2017,8,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4506","Jul-2017",2017,7,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4507","Jun-2017",2017,6,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4508","May-2017",2017,5,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4509","Apr-2017",2017,4,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4510","Mar-2017",2017,3,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4511","Feb-2017",2017,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4512","Jan-2017",2017,1,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4513","Dec-2016",2016,12,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4514","Nov-2016",2016,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4515","Oct-2016",2016,10,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4516","Sep-2016",2016,9,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4517","Aug-2016",2016,8,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4518","Jul-2016",2016,7,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4519","Jun-2016",2016,6,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4520","May-2016",2016,5,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4521","Apr-2016",2016,4,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4522","Mar-2016",2016,3,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4523","Feb-2016",2016,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4524","Jan-2016",2016,1,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4525","Dec-2015",2015,12,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4526","Nov-2015",2015,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4527","Oct-2015",2015,10,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4528","Sep-2015",2015,9,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4529","Aug-2015",2015,8,"Other Chickens","6.4","Federally Inspected","Live","Poultry"
"4530","Jul-2015",2015,7,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4531","Jun-2015",2015,6,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4532","May-2015",2015,5,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4533","Apr-2015",2015,4,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4534","Mar-2015",2015,3,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4535","Feb-2015",2015,2,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4536","Jan-2015",2015,1,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4537","Dec-2014",2014,12,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4538","Nov-2014",2014,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4539","Oct-2014",2014,10,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4540","Sep-2014",2014,9,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4541","Aug-2014",2014,8,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4542","Jul-2014",2014,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4543","Jun-2014",2014,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4544","May-2014",2014,5,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4545","Apr-2014",2014,4,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4546","Mar-2014",2014,3,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4547","Feb-2014",2014,2,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4548","Jan-2014",2014,1,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4549","Dec-2013",2013,12,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4550","Nov-2013",2013,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4551","Oct-2013",2013,10,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4552","Sep-2013",2013,9,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4553","Aug-2013",2013,8,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4554","Jul-2013",2013,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4555","Jun-2013",2013,6,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4556","May-2013",2013,5,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4557","Apr-2013",2013,4,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4558","Mar-2013",2013,3,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4559","Feb-2013",2013,2,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4560","Jan-2013",2013,1,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4561","Dec-2012",2012,12,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4562","Nov-2012",2012,11,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4563","Oct-2012",2012,10,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4564","Sep-2012",2012,9,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4565","Aug-2012",2012,8,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4566","Jul-2012",2012,7,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4567","Jun-2012",2012,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4568","May-2012",2012,5,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4569","Apr-2012",2012,4,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4570","Mar-2012",2012,3,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4571","Feb-2012",2012,2,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4572","Jan-2012",2012,1,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4573","Dec-2011",2011,12,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4574","Nov-2011",2011,11,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4575","Oct-2011",2011,10,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4576","Sep-2011",2011,9,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4577","Aug-2011",2011,8,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4578","Jul-2011",2011,7,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4579","Jun-2011",2011,6,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4580","May-2011",2011,5,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4581","Apr-2011",2011,4,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4582","Mar-2011",2011,3,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4583","Feb-2011",2011,2,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4584","Jan-2011",2011,1,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4585","Dec-2010",2010,12,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4586","Nov-2010",2010,11,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4587","Oct-2010",2010,10,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4588","Sep-2010",2010,9,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4589","Aug-2010",2010,8,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4590","Jul-2010",2010,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4591","Jun-2010",2010,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4592","May-2010",2010,5,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4593","Apr-2010",2010,4,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4594","Mar-2010",2010,3,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4595","Feb-2010",2010,2,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4596","Jan-2010",2010,1,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4597","Dec-2009",2009,12,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4598","Nov-2009",2009,11,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4599","Oct-2009",2009,10,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4600","Sep-2009",2009,9,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4601","Aug-2009",2009,8,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4602","Jul-2009",2009,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4603","Jun-2009",2009,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4604","May-2009",2009,5,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4605","Apr-2009",2009,4,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4606","Mar-2009",2009,3,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4607","Feb-2009",2009,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4608","Jan-2009",2009,1,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4609","Dec-2008",2008,12,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4610","Nov-2008",2008,11,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4611","Oct-2008",2008,10,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4612","Sep-2008",2008,9,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4613","Aug-2008",2008,8,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4614","Jul-2008",2008,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4615","Jun-2008",2008,6,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4616","May-2008",2008,5,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4617","Apr-2008",2008,4,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4618","Mar-2008",2008,3,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4619","Feb-2008",2008,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4620","Jan-2008",2008,1,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4621","Dec-2007",2007,12,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4622","Nov-2007",2007,11,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4623","Oct-2007",2007,10,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4624","Sep-2007",2007,9,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4625","Aug-2007",2007,8,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4626","Jul-2007",2007,7,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4627","Jun-2007",2007,6,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4628","May-2007",2007,5,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4629","Apr-2007",2007,4,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4630","Mar-2007",2007,3,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4631","Feb-2007",2007,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4632","Jan-2007",2007,1,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4633","Dec-2006",2006,12,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4634","Nov-2006",2006,11,"Other Chickens","6.4","Federally Inspected","Live","Poultry"
"4635","Oct-2006",2006,10,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4636","Sep-2006",2006,9,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4637","Aug-2006",2006,8,"Other Chickens","6.4","Federally Inspected","Live","Poultry"
"4638","Jul-2006",2006,7,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4639","Jun-2006",2006,6,"Other Chickens","6.3","Federally Inspected","Live","Poultry"
"4640","May-2006",2006,5,"Other Chickens","6.1","Federally Inspected","Live","Poultry"
"4641","Apr-2006",2006,4,"Other Chickens","6","Federally Inspected","Live","Poultry"
"4642","Mar-2006",2006,3,"Other Chickens","6.2","Federally Inspected","Live","Poultry"
"4643","Feb-2006",2006,2,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4644","Jan-2006",2006,1,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4645","Dec-2005",2005,12,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4646","Nov-2005",2005,11,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4647","Oct-2005",2005,10,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4648","Sep-2005",2005,9,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4649","Aug-2005",2005,8,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4650","Jul-2005",2005,7,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4651","Jun-2005",2005,6,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4652","May-2005",2005,5,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4653","Apr-2005",2005,4,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4654","Mar-2005",2005,3,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4655","Feb-2005",2005,2,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4656","Jan-2005",2005,1,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4657","Dec-2004",2004,12,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4658","Nov-2004",2004,11,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4659","Oct-2004",2004,10,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4660","Sep-2004",2004,9,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4661","Aug-2004",2004,8,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4662","Jul-2004",2004,7,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4663","Jun-2004",2004,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4664","May-2004",2004,5,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4665","Apr-2004",2004,4,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4666","Mar-2004",2004,3,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4667","Feb-2004",2004,2,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4668","Jan-2004",2004,1,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4669","Dec-2003",2003,12,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4670","Nov-2003",2003,11,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4671","Oct-2003",2003,10,"Other Chickens","5.8","Federally Inspected","Live","Poultry"
"4672","Sep-2003",2003,9,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4673","Aug-2003",2003,8,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4674","Jul-2003",2003,7,"Other Chickens","5.9","Federally Inspected","Live","Poultry"
"4675","Jun-2003",2003,6,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4676","May-2003",2003,5,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4677","Apr-2003",2003,4,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4678","Mar-2003",2003,3,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4679","Feb-2003",2003,2,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4680","Jan-2003",2003,1,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4681","Dec-2002",2002,12,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4682","Nov-2002",2002,11,"Other Chickens","5.7","Federally Inspected","Live","Poultry"
"4683","Oct-2002",2002,10,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4684","Sep-2002",2002,9,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4685","Aug-2002",2002,8,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4686","Jul-2002",2002,7,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4687","Jun-2002",2002,6,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4688","May-2002",2002,5,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4689","Apr-2002",2002,4,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4690","Mar-2002",2002,3,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4691","Feb-2002",2002,2,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4692","Jan-2002",2002,1,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4693","Dec-2001",2001,12,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4694","Nov-2001",2001,11,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4695","Oct-2001",2001,10,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4696","Sep-2001",2001,9,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4697","Aug-2001",2001,8,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4698","Jul-2001",2001,7,"Other Chickens","5.6","Federally Inspected","Live","Poultry"
"4699","Jun-2001",2001,6,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4700","May-2001",2001,5,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4701","Apr-2001",2001,4,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4702","Mar-2001",2001,3,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4703","Feb-2001",2001,2,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4704","Jan-2001",2001,1,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4705","Dec-2000",2000,12,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4706","Nov-2000",2000,11,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4707","Oct-2000",2000,10,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4708","Sep-2000",2000,9,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4709","Aug-2000",2000,8,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4710","Jul-2000",2000,7,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4711","Jun-2000",2000,6,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4712","May-2000",2000,5,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4713","Apr-2000",2000,4,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4714","Mar-2000",2000,3,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4715","Feb-2000",2000,2,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4716","Jan-2000",2000,1,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4717","Dec-1999",1999,12,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4718","Nov-1999",1999,11,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4719","Oct-1999",1999,10,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4720","Sep-1999",1999,9,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4721","Aug-1999",1999,8,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4722","Jul-1999",1999,7,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4723","Jun-1999",1999,6,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4724","May-1999",1999,5,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4725","Apr-1999",1999,4,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4726","Mar-1999",1999,3,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4727","Feb-1999",1999,2,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4728","Jan-1999",1999,1,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4729","Dec-1998",1998,12,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4730","Nov-1998",1998,11,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4731","Oct-1998",1998,10,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4732","Sep-1998",1998,9,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4733","Aug-1998",1998,8,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4734","Jul-1998",1998,7,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4735","Jun-1998",1998,6,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4736","May-1998",1998,5,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4737","Apr-1998",1998,4,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4738","Mar-1998",1998,3,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4739","Feb-1998",1998,2,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4740","Jan-1998",1998,1,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4741","Dec-1997",1997,12,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4742","Nov-1997",1997,11,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4743","Oct-1997",1997,10,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4744","Sep-1997",1997,9,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4745","Aug-1997",1997,8,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4746","Jul-1997",1997,7,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4747","Jun-1997",1997,6,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4748","May-1997",1997,5,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4749","Apr-1997",1997,4,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4750","Mar-1997",1997,3,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4751","Feb-1997",1997,2,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4752","Jan-1997",1997,1,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4753","Dec-1996",1996,12,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4754","Nov-1996",1996,11,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4755","Oct-1996",1996,10,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4756","Sep-1996",1996,9,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
