"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"6795","Nov-1991","1991","11","Mature Sheep",31200,"Commercial","Red Meat"
"6796","Oct-1991","1991","10","Mature Sheep",36500,"Commercial","Red Meat"
"6797","Sep-1991","1991","9","Mature Sheep",33500,"Commercial","Red Meat"
"6798","Aug-1991","1991","8","Mature Sheep",29300,"Commercial","Red Meat"
"6799","Jul-1991","1991","7","Mature Sheep",30300,"Commercial","Red Meat"
"6800","Jun-1991","1991","6","Mature Sheep",28300,"Commercial","Red Meat"
"6801","May-1991","1991","5","Mature Sheep",30200,"Commercial","Red Meat"
"6802","Apr-1991","1991","4","Mature Sheep",28300,"Commercial","Red Meat"
"6803","Mar-1991","1991","3","Mature Sheep",23800,"Commercial","Red Meat"
"6804","Feb-1991","1991","2","Mature Sheep",21600,"Commercial","Red Meat"
"6805","Jan-1991","1991","1","Mature Sheep",22600,"Commercial","Red Meat"
"6806","Dec-1990","1990","12","Mature Sheep",26900,"Commercial","Red Meat"
"6807","Nov-1990","1990","11","Mature Sheep",26900,"Commercial","Red Meat"
"6808","Oct-1990","1990","10","Mature Sheep",31100,"Commercial","Red Meat"
"6809","Sep-1990","1990","9","Mature Sheep",28100,"Commercial","Red Meat"
"6810","Aug-1990","1990","8","Mature Sheep",31300,"Commercial","Red Meat"
"6811","Jul-1990","1990","7","Mature Sheep",30200,"Commercial","Red Meat"
"6812","Jun-1990","1990","6","Mature Sheep",30000,"Commercial","Red Meat"
"6813","May-1990","1990","5","Mature Sheep",32900,"Commercial","Red Meat"
"6814","Apr-1990","1990","4","Mature Sheep",28200,"Commercial","Red Meat"
"6815","Mar-1990","1990","3","Mature Sheep",23600,"Commercial","Red Meat"
"6816","Feb-1990","1990","2","Mature Sheep",20500,"Commercial","Red Meat"
"6817","Jan-1990","1990","1","Mature Sheep",23500,"Commercial","Red Meat"
"6818","Dec-1989","1989","12","Mature Sheep",21500,"Commercial","Red Meat"
"6819","Nov-1989","1989","11","Mature Sheep",26800,"Commercial","Red Meat"
"6820","Oct-1989","1989","10","Mature Sheep",34100,"Commercial","Red Meat"
"6821","Sep-1989","1989","9","Mature Sheep",31100,"Commercial","Red Meat"
"6822","Aug-1989","1989","8","Mature Sheep",38500,"Commercial","Red Meat"
"6823","Jul-1989","1989","7","Mature Sheep",31200,"Commercial","Red Meat"
"6824","Jun-1989","1989","6","Mature Sheep",32100,"Commercial","Red Meat"
"6825","May-1989","1989","5","Mature Sheep",37100,"Commercial","Red Meat"
"6826","Apr-1989","1989","4","Mature Sheep",27100,"Commercial","Red Meat"
"6827","Mar-1989","1989","3","Mature Sheep",26700,"Commercial","Red Meat"
"6828","Feb-1989","1989","2","Mature Sheep",19400,"Commercial","Red Meat"
"6829","Jan-1989","1989","1","Mature Sheep",19400,"Commercial","Red Meat"
"6830","Dec-1988","1988","12","Mature Sheep",21600,"Commercial","Red Meat"
"6831","Nov-1988","1988","11","Mature Sheep",26900,"Commercial","Red Meat"
"6832","Oct-1988","1988","10","Mature Sheep",30000,"Commercial","Red Meat"
"6833","Sep-1988","1988","9","Mature Sheep",28000,"Commercial","Red Meat"
"6834","Aug-1988","1988","8","Mature Sheep",27100,"Commercial","Red Meat"
"6835","Jul-1988","1988","7","Mature Sheep",25100,"Commercial","Red Meat"
"6836","Jun-1988","1988","6","Mature Sheep",28000,"Commercial","Red Meat"
"6837","May-1988","1988","5","Mature Sheep",27800,"Commercial","Red Meat"
"6838","Apr-1988","1988","4","Mature Sheep",26000,"Commercial","Red Meat"
"6839","Mar-1988","1988","3","Mature Sheep",23500,"Commercial","Red Meat"
"6840","Feb-1988","1988","2","Mature Sheep",20400,"Commercial","Red Meat"
"6841","Jan-1988","1988","1","Mature Sheep",18500,"Commercial","Red Meat"
"6842","Dec-1987","1987","12","Mature Sheep",22600,"Commercial","Red Meat"
"6843","Nov-1987","1987","11","Mature Sheep",21700,"Commercial","Red Meat"
"6844","Oct-1987","1987","10","Mature Sheep",25800,"Commercial","Red Meat"
"6845","Sep-1987","1987","9","Mature Sheep",24800,"Commercial","Red Meat"
"6846","Aug-1987","1987","8","Mature Sheep",22900,"Commercial","Red Meat"
"6847","Jul-1987","1987","7","Mature Sheep",25900,"Commercial","Red Meat"
"6848","Jun-1987","1987","6","Mature Sheep",26800,"Commercial","Red Meat"
"6849","May-1987","1987","5","Mature Sheep",25700,"Commercial","Red Meat"
"6850","Apr-1987","1987","4","Mature Sheep",26000,"Commercial","Red Meat"
"6851","Mar-1987","1987","3","Mature Sheep",21500,"Commercial","Red Meat"
"6852","Feb-1987","1987","2","Mature Sheep",18400,"Commercial","Red Meat"
"6853","Jan-1987","1987","1","Mature Sheep",17400,"Commercial","Red Meat"
"6854","Dec-1986","1986","12","Mature Sheep",22600,"Commercial","Red Meat"
"6855","Nov-1986","1986","11","Mature Sheep",20600,"Commercial","Red Meat"
"6856","Oct-1986","1986","10","Mature Sheep",28900,"Commercial","Red Meat"
"6857","Sep-1986","1986","9","Mature Sheep",26800,"Commercial","Red Meat"
"6858","Aug-1986","1986","8","Mature Sheep",26000,"Commercial","Red Meat"
"6859","Jul-1986","1986","7","Mature Sheep",27000,"Commercial","Red Meat"
"6860","Jun-1986","1986","6","Mature Sheep",27900,"Commercial","Red Meat"
"6861","May-1986","1986","5","Mature Sheep",35200,"Commercial","Red Meat"
"6862","Apr-1986","1986","4","Mature Sheep",34100,"Commercial","Red Meat"
"6863","Mar-1986","1986","3","Mature Sheep",24700,"Commercial","Red Meat"
"6864","Feb-1986","1986","2","Mature Sheep",21500,"Commercial","Red Meat"
"6865","Jan-1986","1986","1","Mature Sheep",25500,"Commercial","Red Meat"
"6866","Dec-1985","1985","12","Mature Sheep",25700,"Commercial","Red Meat"
"6867","Nov-1985","1985","11","Mature Sheep",25800,"Commercial","Red Meat"
"6868","Oct-1985","1985","10","Mature Sheep",40200,"Commercial","Red Meat"
"6869","Sep-1985","1985","9","Mature Sheep",33100,"Commercial","Red Meat"
"6870","Aug-1985","1985","8","Mature Sheep",40600,"Commercial","Red Meat"
"6871","Jul-1985","1985","7","Mature Sheep",40400,"Commercial","Red Meat"
"6872","Jun-1985","1985","6","Mature Sheep",35200,"Commercial","Red Meat"
"6873","May-1985","1985","5","Mature Sheep",44300,"Commercial","Red Meat"
"6874","Apr-1985","1985","4","Mature Sheep",38500,"Commercial","Red Meat"
"6875","Mar-1985","1985","3","Mature Sheep",33800,"Commercial","Red Meat"
"6876","Feb-1985","1985","2","Mature Sheep",27600,"Commercial","Red Meat"
"6877","Jan-1985","1985","1","Mature Sheep",27600,"Commercial","Red Meat"
"6878","Dec-1984","1984","12","Mature Sheep",28900,"Commercial","Red Meat"
"6879","Nov-1984","1984","11","Mature Sheep",36100,"Commercial","Red Meat"
"6880","Oct-1984","1984","10","Mature Sheep",53800,"Commercial","Red Meat"
"6881","Sep-1984","1984","9","Mature Sheep",45700,"Commercial","Red Meat"
"6882","Aug-1984","1984","8","Mature Sheep",54100,"Commercial","Red Meat"
"6883","Jul-1984","1984","7","Mature Sheep",46600,"Commercial","Red Meat"
"6884","Jun-1984","1984","6","Mature Sheep",53700,"Commercial","Red Meat"
"6885","May-1984","1984","5","Mature Sheep",62700,"Commercial","Red Meat"
"6886","Apr-1984","1984","4","Mature Sheep",45800,"Commercial","Red Meat"
"6887","Mar-1984","1984","3","Mature Sheep",37900,"Commercial","Red Meat"
"6888","Feb-1984","1984","2","Mature Sheep",30700,"Commercial","Red Meat"
"6889","Jan-1984","1984","1","Mature Sheep",35900,"Commercial","Red Meat"
"6890","Dec-1983","1983","12","Mature Sheep",37000,"Commercial","Red Meat"
"6891","Nov-1983","1983","11","Mature Sheep",40400,"Commercial","Red Meat"
"6892","Oct-1983","1983","10","Mature Sheep",47600,"Commercial","Red Meat"
"6893","Sep-1983","1983","9","Mature Sheep",56000,"Commercial","Red Meat"
"6894","Aug-1983","1983","8","Mature Sheep",46800,"Commercial","Red Meat"
"6895","Jul-1983","1983","7","Mature Sheep",39300,"Commercial","Red Meat"
"6896","Jun-1983","1983","6","Mature Sheep",47600,"Commercial","Red Meat"
"6897","May-1983","1983","5","Mature Sheep",47700,"Commercial","Red Meat"
"6898","Apr-1983","1983","4","Mature Sheep",39100,"Commercial","Red Meat"
"6899","Mar-1983","1983","3","Mature Sheep",33900,"Commercial","Red Meat"
"6900","Feb-1983","1983","2","Mature Sheep",28700,"Commercial","Red Meat"
"6901","Jan-1983","1983","1","Mature Sheep",28700,"Commercial","Red Meat"
"6902","Dec-1982","1982","12","Mature Sheep",126600,"Commercial","Red Meat"
"6903","Dec-2023","2023","12","Cattle",2548700,"Federally Inspected","Red Meat"
"6904","Nov-2023","2023","11","Cattle",2681300,"Federally Inspected","Red Meat"
"6905","Oct-2023","2023","10","Cattle",2767700,"Federally Inspected","Red Meat"
"6906","Sep-2023","2023","9","Cattle",2559800,"Federally Inspected","Red Meat"
"6907","Aug-2023","2023","8","Cattle",2840800,"Federally Inspected","Red Meat"
"6908","Jul-2023","2023","7","Cattle",2553600,"Federally Inspected","Red Meat"
"6909","Jun-2023","2023","6","Cattle",2844200,"Federally Inspected","Red Meat"
"6910","May-2023","2023","5","Cattle",2786600,"Federally Inspected","Red Meat"
"6911","Apr-2023","2023","4","Cattle",2493200,"Federally Inspected","Red Meat"
"6912","Mar-2023","2023","3","Cattle",2883600,"Federally Inspected","Red Meat"
"6913","Feb-2023","2023","2","Cattle",2500400,"Federally Inspected","Red Meat"
"6914","Jan-2023","2023","1","Cattle",2772600,"Federally Inspected","Red Meat"
"6915","Dec-2022","2022","12","Cattle",2638100,"Federally Inspected","Red Meat"
"6916","Nov-2022","2022","11","Cattle",2854800,"Federally Inspected","Red Meat"
"6917","Oct-2022","2022","10","Cattle",2842400,"Federally Inspected","Red Meat"
"6918","Sep-2022","2022","9","Cattle",2839600,"Federally Inspected","Red Meat"
"6919","Aug-2022","2022","8","Cattle",3018900,"Federally Inspected","Red Meat"
"6920","Jul-2022","2022","7","Cattle",2731200,"Federally Inspected","Red Meat"
"6921","Jun-2022","2022","6","Cattle",2984800,"Federally Inspected","Red Meat"
"6922","May-2022","2022","5","Cattle",2759700,"Federally Inspected","Red Meat"
"6923","Apr-2022","2022","4","Cattle",2759000,"Federally Inspected","Red Meat"
"6924","Mar-2022","2022","3","Cattle",2955100,"Federally Inspected","Red Meat"
"6925","Feb-2022","2022","2","Cattle",2634200,"Federally Inspected","Red Meat"
"6926","Jan-2022","2022","1","Cattle",2648700,"Federally Inspected","Red Meat"
"6927","Dec-2021","2021","12","Cattle",2772200,"Federally Inspected","Red Meat"
"6928","Nov-2021","2021","11","Cattle",2805400,"Federally Inspected","Red Meat"
"6929","Oct-2021","2021","10","Cattle",2794400,"Federally Inspected","Red Meat"
"6930","Sep-2021","2021","9","Cattle",2732100,"Federally Inspected","Red Meat"
"6931","Aug-2021","2021","8","Cattle",2834300,"Federally Inspected","Red Meat"
"6932","Jul-2021","2021","7","Cattle",2800600,"Federally Inspected","Red Meat"
"6933","Jun-2021","2021","6","Cattle",2896800,"Federally Inspected","Red Meat"
"6934","May-2021","2021","5","Cattle",2645100,"Federally Inspected","Red Meat"
"6935","Apr-2021","2021","4","Cattle",2793700,"Federally Inspected","Red Meat"
"6936","Mar-2021","2021","3","Cattle",2946500,"Federally Inspected","Red Meat"
"6937","Feb-2021","2021","2","Cattle",2472600,"Federally Inspected","Red Meat"
"6938","Jan-2021","2021","1","Cattle",2690800,"Federally Inspected","Red Meat"
"6939","Dec-2020","2020","12","Cattle",2733900,"Federally Inspected","Red Meat"
"6940","Nov-2020","2020","11","Cattle",2657100,"Federally Inspected","Red Meat"
"6941","Oct-2020","2020","10","Cattle",2888700,"Federally Inspected","Red Meat"
"6942","Sep-2020","2020","9","Cattle",2755700,"Federally Inspected","Red Meat"
"6943","Aug-2020","2020","8","Cattle",2750900,"Federally Inspected","Red Meat"
"6944","Jul-2020","2020","7","Cattle",2865600,"Federally Inspected","Red Meat"
"6945","Jun-2020","2020","6","Cattle",2820200,"Federally Inspected","Red Meat"
"6946","May-2020","2020","5","Cattle",2222500,"Federally Inspected","Red Meat"
"6947","Apr-2020","2020","4","Cattle",2189100,"Federally Inspected","Red Meat"
"6948","Mar-2020","2020","3","Cattle",2874600,"Federally Inspected","Red Meat"
"6949","Feb-2020","2020","2","Cattle",2539100,"Federally Inspected","Red Meat"
"6950","Jan-2020","2020","1","Cattle",2854200,"Federally Inspected","Red Meat"
"6951","Dec-2019","2019","12","Cattle",2712600,"Federally Inspected","Red Meat"
"6952","Nov-2019","2019","11","Cattle",2737200,"Federally Inspected","Red Meat"
"6953","Oct-2019","2019","10","Cattle",2926000,"Federally Inspected","Red Meat"
"6954","Sep-2019","2019","9","Cattle",2634900,"Federally Inspected","Red Meat"
"6955","Aug-2019","2019","8","Cattle",2887200,"Federally Inspected","Red Meat"
"6956","Jul-2019","2019","7","Cattle",2902600,"Federally Inspected","Red Meat"
"6957","Jun-2019","2019","6","Cattle",2768800,"Federally Inspected","Red Meat"
"6958","May-2019","2019","5","Cattle",2899900,"Federally Inspected","Red Meat"
"6959","Apr-2019","2019","4","Cattle",2788800,"Federally Inspected","Red Meat"
"6960","Mar-2019","2019","3","Cattle",2609400,"Federally Inspected","Red Meat"
"6961","Feb-2019","2019","2","Cattle",2416000,"Federally Inspected","Red Meat"
"6962","Jan-2019","2019","1","Cattle",2786000,"Federally Inspected","Red Meat"
"6963","Dec-2018","2018","12","Cattle",2544000,"Federally Inspected","Red Meat"
"6964","Nov-2018","2018","11","Cattle",2762100,"Federally Inspected","Red Meat"
"6965","Oct-2018","2018","10","Cattle",2908400,"Federally Inspected","Red Meat"
"6966","Sep-2018","2018","9","Cattle",2576500,"Federally Inspected","Red Meat"
"6967","Aug-2018","2018","8","Cattle",2937300,"Federally Inspected","Red Meat"
"6968","Jul-2018","2018","7","Cattle",2728700,"Federally Inspected","Red Meat"
"6969","Jun-2018","2018","6","Cattle",2841500,"Federally Inspected","Red Meat"
"6970","May-2018","2018","5","Cattle",2868200,"Federally Inspected","Red Meat"
"6971","Apr-2018","2018","4","Cattle",2599100,"Federally Inspected","Red Meat"
"6972","Mar-2018","2018","3","Cattle",2660500,"Federally Inspected","Red Meat"
"6973","Feb-2018","2018","2","Cattle",2378200,"Federally Inspected","Red Meat"
"6974","Jan-2018","2018","1","Cattle",2713800,"Federally Inspected","Red Meat"
"6975","Dec-2017","2017","12","Cattle",2543200,"Federally Inspected","Red Meat"
"6976","Nov-2017","2017","11","Cattle",2726000,"Federally Inspected","Red Meat"
"6977","Oct-2017","2017","10","Cattle",2753300,"Federally Inspected","Red Meat"
"6978","Sep-2017","2017","9","Cattle",2654700,"Federally Inspected","Red Meat"
"6979","Aug-2017","2017","8","Cattle",2902500,"Federally Inspected","Red Meat"
"6980","Jul-2017","2017","7","Cattle",2577300,"Federally Inspected","Red Meat"
"6981","Jun-2017","2017","6","Cattle",2821000,"Federally Inspected","Red Meat"
"6982","May-2017","2017","5","Cattle",2713000,"Federally Inspected","Red Meat"
"6983","Apr-2017","2017","4","Cattle",2425000,"Federally Inspected","Red Meat"
"6984","Mar-2017","2017","3","Cattle",2725500,"Federally Inspected","Red Meat"
"6985","Feb-2017","2017","2","Cattle",2329500,"Federally Inspected","Red Meat"
"6986","Jan-2017","2017","1","Cattle",2533300,"Federally Inspected","Red Meat"
"6987","Dec-2016","2016","12","Cattle",2572200,"Federally Inspected","Red Meat"
"6988","Nov-2016","2016","11","Cattle",2632200,"Federally Inspected","Red Meat"
"6989","Oct-2016","2016","10","Cattle",2592100,"Federally Inspected","Red Meat"
"6990","Sep-2016","2016","9","Cattle",2577800,"Federally Inspected","Red Meat"
"6991","Aug-2016","2016","8","Cattle",2710800,"Federally Inspected","Red Meat"
"6992","Jul-2016","2016","7","Cattle",2442900,"Federally Inspected","Red Meat"
"6993","Jun-2016","2016","6","Cattle",2669800,"Federally Inspected","Red Meat"
"6994","May-2016","2016","5","Cattle",2478800,"Federally Inspected","Red Meat"
"6995","Apr-2016","2016","4","Cattle",2373300,"Federally Inspected","Red Meat"
"6996","Mar-2016","2016","3","Cattle",2492900,"Federally Inspected","Red Meat"
"6997","Feb-2016","2016","2","Cattle",2251800,"Federally Inspected","Red Meat"
"6998","Jan-2016","2016","1","Cattle",2319900,"Federally Inspected","Red Meat"
"6999","Dec-2015","2015","12","Cattle",2413500,"Federally Inspected","Red Meat"
"7000","Nov-2015","2015","11","Cattle",2258500,"Federally Inspected","Red Meat"
"7001","Oct-2015","2015","10","Cattle",2469400,"Federally Inspected","Red Meat"
"7002","Sep-2015","2015","9","Cattle",2434700,"Federally Inspected","Red Meat"
"7003","Aug-2015","2015","8","Cattle",2288400,"Federally Inspected","Red Meat"
"7004","Jul-2015","2015","7","Cattle",2458500,"Federally Inspected","Red Meat"
"7005","Jun-2015","2015","6","Cattle",2430000,"Federally Inspected","Red Meat"
"7006","May-2015","2015","5","Cattle",2345000,"Federally Inspected","Red Meat"
"7007","Apr-2015","2015","4","Cattle",2345900,"Federally Inspected","Red Meat"
"7008","Mar-2015","2015","3","Cattle",2341500,"Federally Inspected","Red Meat"
"7009","Feb-2015","2015","2","Cattle",2134500,"Federally Inspected","Red Meat"
"7010","Jan-2015","2015","1","Cattle",2376500,"Federally Inspected","Red Meat"
"7011","Dec-2014","2014","12","Cattle",2397900,"Federally Inspected","Red Meat"
"7012","Nov-2014","2014","11","Cattle",2209700,"Federally Inspected","Red Meat"
"7013","Oct-2014","2014","10","Cattle",2590500,"Federally Inspected","Red Meat"
"7014","Sep-2014","2014","9","Cattle",2489800,"Federally Inspected","Red Meat"
"7015","Aug-2014","2014","8","Cattle",2462700,"Federally Inspected","Red Meat"
"7016","Jul-2014","2014","7","Cattle",2561900,"Federally Inspected","Red Meat"
"7017","Jun-2014","2014","6","Cattle",2568300,"Federally Inspected","Red Meat"
"7018","May-2014","2014","5","Cattle",2597200,"Federally Inspected","Red Meat"
"7019","Apr-2014","2014","4","Cattle",2555700,"Federally Inspected","Red Meat"
"7020","Mar-2014","2014","3","Cattle",2410500,"Federally Inspected","Red Meat"
"7021","Feb-2014","2014","2","Cattle",2204200,"Federally Inspected","Red Meat"
"7022","Jan-2014","2014","1","Cattle",2633800,"Federally Inspected","Red Meat"
"7023","Dec-2013","2013","12","Cattle",2517800,"Federally Inspected","Red Meat"
"7024","Nov-2013","2013","11","Cattle",2527300,"Federally Inspected","Red Meat"
"7025","Oct-2013","2013","10","Cattle",2851100,"Federally Inspected","Red Meat"
"7026","Sep-2013","2013","9","Cattle",2567900,"Federally Inspected","Red Meat"
"7027","Aug-2013","2013","8","Cattle",2778400,"Federally Inspected","Red Meat"
"7028","Jul-2013","2013","7","Cattle",2855500,"Federally Inspected","Red Meat"
"7029","Jun-2013","2013","6","Cattle",2692900,"Federally Inspected","Red Meat"
"7030","May-2013","2013","5","Cattle",2822700,"Federally Inspected","Red Meat"
"7031","Apr-2013","2013","4","Cattle",2688700,"Federally Inspected","Red Meat"
"7032","Mar-2013","2013","3","Cattle",2544900,"Federally Inspected","Red Meat"
"7033","Feb-2013","2013","2","Cattle",2314600,"Federally Inspected","Red Meat"
"7034","Jan-2013","2013","1","Cattle",2785200,"Federally Inspected","Red Meat"
"7035","Dec-2012","2012","12","Cattle",2500100,"Federally Inspected","Red Meat"
"7036","Nov-2012","2012","11","Cattle",2740300,"Federally Inspected","Red Meat"
"7037","Oct-2012","2012","10","Cattle",2897400,"Federally Inspected","Red Meat"
"7038","Sep-2012","2012","9","Cattle",2497100,"Federally Inspected","Red Meat"
"7039","Aug-2012","2012","8","Cattle",2952300,"Federally Inspected","Red Meat"
"7040","Jul-2012","2012","7","Cattle",2755200,"Federally Inspected","Red Meat"
"7041","Jun-2012","2012","6","Cattle",2825800,"Federally Inspected","Red Meat"
"7042","May-2012","2012","5","Cattle",2835900,"Federally Inspected","Red Meat"
"7043","Apr-2012","2012","4","Cattle",2528100,"Federally Inspected","Red Meat"
"7044","Mar-2012","2012","3","Cattle",2713000,"Federally Inspected","Red Meat"
"7045","Feb-2012","2012","2","Cattle",2514700,"Federally Inspected","Red Meat"
"7046","Jan-2012","2012","1","Cattle",2665500,"Federally Inspected","Red Meat"
"7047","Dec-2011","2011","12","Cattle",2706300,"Federally Inspected","Red Meat"
"7048","Nov-2011","2011","11","Cattle",2739100,"Federally Inspected","Red Meat"
"7049","Oct-2011","2011","10","Cattle",2803700,"Federally Inspected","Red Meat"
"7050","Sep-2011","2011","9","Cattle",2830400,"Federally Inspected","Red Meat"
"7051","Aug-2011","2011","8","Cattle",3053100,"Federally Inspected","Red Meat"
"7052","Jul-2011","2011","7","Cattle",2728300,"Federally Inspected","Red Meat"
"7053","Jun-2011","2011","6","Cattle",3058400,"Federally Inspected","Red Meat"
"7054","May-2011","2011","5","Cattle",2777500,"Federally Inspected","Red Meat"
"7055","Apr-2011","2011","4","Cattle",2677700,"Federally Inspected","Red Meat"
"7056","Mar-2011","2011","3","Cattle",2913000,"Federally Inspected","Red Meat"
"7057","Feb-2011","2011","2","Cattle",2580100,"Federally Inspected","Red Meat"
"7058","Jan-2011","2011","1","Cattle",2687200,"Federally Inspected","Red Meat"
"7059","Dec-2010","2010","12","Cattle",2867700,"Federally Inspected","Red Meat"
"7060","Nov-2010","2010","11","Cattle",2830400,"Federally Inspected","Red Meat"
"7061","Oct-2010","2010","10","Cattle",2809200,"Federally Inspected","Red Meat"
"7062","Sep-2010","2010","9","Cattle",2850800,"Federally Inspected","Red Meat"
"7063","Aug-2010","2010","8","Cattle",2912000,"Federally Inspected","Red Meat"
"7064","Jul-2010","2010","7","Cattle",2860000,"Federally Inspected","Red Meat"
"7065","Jun-2010","2010","6","Cattle",3004100,"Federally Inspected","Red Meat"
"7066","May-2010","2010","5","Cattle",2742900,"Federally Inspected","Red Meat"
"7067","Apr-2010","2010","4","Cattle",2801600,"Federally Inspected","Red Meat"
"7068","Mar-2010","2010","3","Cattle",2863600,"Federally Inspected","Red Meat"
"7069","Feb-2010","2010","2","Cattle",2502900,"Federally Inspected","Red Meat"
"7070","Jan-2010","2010","1","Cattle",2656700,"Federally Inspected","Red Meat"
"7071","Dec-2009","2009","12","Cattle",2703700,"Federally Inspected","Red Meat"
"7072","Nov-2009","2009","11","Cattle",2556300,"Federally Inspected","Red Meat"
"7073","Oct-2009","2009","10","Cattle",2829000,"Federally Inspected","Red Meat"
"7074","Sep-2009","2009","9","Cattle",2766100,"Federally Inspected","Red Meat"
"7075","Aug-2009","2009","8","Cattle",2737900,"Federally Inspected","Red Meat"
"7076","Jul-2009","2009","7","Cattle",2878100,"Federally Inspected","Red Meat"
"7077","Jun-2009","2009","6","Cattle",2936400,"Federally Inspected","Red Meat"
"7078","May-2009","2009","5","Cattle",2805700,"Federally Inspected","Red Meat"
"7079","Apr-2009","2009","4","Cattle",2724400,"Federally Inspected","Red Meat"
"7080","Mar-2009","2009","3","Cattle",2680800,"Federally Inspected","Red Meat"
"7081","Feb-2009","2009","2","Cattle",2478800,"Federally Inspected","Red Meat"
"7082","Jan-2009","2009","1","Cattle",2668100,"Federally Inspected","Red Meat"
"7083","Dec-2008","2008","12","Cattle",2623000,"Federally Inspected","Red Meat"
"7084","Nov-2008","2008","11","Cattle",2475000,"Federally Inspected","Red Meat"
"7085","Oct-2008","2008","10","Cattle",2933400,"Federally Inspected","Red Meat"
"7086","Sep-2008","2008","9","Cattle",2841700,"Federally Inspected","Red Meat"
"7087","Aug-2008","2008","8","Cattle",2865500,"Federally Inspected","Red Meat"
"7088","Jul-2008","2008","7","Cattle",3017100,"Federally Inspected","Red Meat"
"7089","Jun-2008","2008","6","Cattle",2911700,"Federally Inspected","Red Meat"
"7090","May-2008","2008","5","Cattle",3095000,"Federally Inspected","Red Meat"
"7091","Apr-2008","2008","4","Cattle",2913600,"Federally Inspected","Red Meat"
"7092","Mar-2008","2008","3","Cattle",2683600,"Federally Inspected","Red Meat"
"7093","Feb-2008","2008","2","Cattle",2597900,"Federally Inspected","Red Meat"
"7094","Jan-2008","2008","1","Cattle",2847400,"Federally Inspected","Red Meat"
"7095","Dec-2007","2007","12","Cattle",2602500,"Federally Inspected","Red Meat"
"7096","Nov-2007","2007","11","Cattle",2787300,"Federally Inspected","Red Meat"
"7097","Oct-2007","2007","10","Cattle",3045900,"Federally Inspected","Red Meat"
"7098","Sep-2007","2007","9","Cattle",2621200,"Federally Inspected","Red Meat"
"7099","Aug-2007","2007","8","Cattle",3087900,"Federally Inspected","Red Meat"
"7100","Jul-2007","2007","7","Cattle",2859900,"Federally Inspected","Red Meat"
"7101","Jun-2007","2007","6","Cattle",3035000,"Federally Inspected","Red Meat"
"7102","May-2007","2007","5","Cattle",3008300,"Federally Inspected","Red Meat"
"7103","Apr-2007","2007","4","Cattle",2659700,"Federally Inspected","Red Meat"
"7104","Mar-2007","2007","3","Cattle",2747400,"Federally Inspected","Red Meat"
"7105","Feb-2007","2007","2","Cattle",2517600,"Federally Inspected","Red Meat"
"7106","Jan-2007","2007","1","Cattle",2748000,"Federally Inspected","Red Meat"
"7107","Dec-2006","2006","12","Cattle",2566400,"Federally Inspected","Red Meat"
"7108","Nov-2006","2006","11","Cattle",2797200,"Federally Inspected","Red Meat"
"7109","Oct-2006","2006","10","Cattle",2802600,"Federally Inspected","Red Meat"
"7110","Sep-2006","2006","9","Cattle",2720900,"Federally Inspected","Red Meat"
"7111","Aug-2006","2006","8","Cattle",3089000,"Federally Inspected","Red Meat"
"7112","Jul-2006","2006","7","Cattle",2794900,"Federally Inspected","Red Meat"
"7113","Jun-2006","2006","6","Cattle",3115800,"Federally Inspected","Red Meat"
"7114","May-2006","2006","5","Cattle",2993000,"Federally Inspected","Red Meat"
"7115","Apr-2006","2006","4","Cattle",2566000,"Federally Inspected","Red Meat"
"7116","Mar-2006","2006","3","Cattle",2806100,"Federally Inspected","Red Meat"
"7117","Feb-2006","2006","2","Cattle",2301800,"Federally Inspected","Red Meat"
"7118","Jan-2006","2006","1","Cattle",2591300,"Federally Inspected","Red Meat"
"7119","Dec-2005","2005","12","Cattle",2619400,"Federally Inspected","Red Meat"
"7120","Nov-2005","2005","11","Cattle",2623000,"Federally Inspected","Red Meat"
"7121","Oct-2005","2005","10","Cattle",2625300,"Federally Inspected","Red Meat"
"7122","Sep-2005","2005","9","Cattle",2728700,"Federally Inspected","Red Meat"
"7123","Aug-2005","2005","8","Cattle",2947900,"Federally Inspected","Red Meat"
"7124","Jul-2005","2005","7","Cattle",2676800,"Federally Inspected","Red Meat"
"7125","Jun-2005","2005","6","Cattle",2893500,"Federally Inspected","Red Meat"
"7126","May-2005","2005","5","Cattle",2750800,"Federally Inspected","Red Meat"
"7127","Apr-2005","2005","4","Cattle",2516500,"Federally Inspected","Red Meat"
"7128","Mar-2005","2005","3","Cattle",2675400,"Federally Inspected","Red Meat"
"7129","Feb-2005","2005","2","Cattle",2297200,"Federally Inspected","Red Meat"
"7130","Jan-2005","2005","1","Cattle",2476900,"Federally Inspected","Red Meat"
"7131","Dec-2004","2004","12","Cattle",2641800,"Federally Inspected","Red Meat"
"7132","Nov-2004","2004","11","Cattle",2491600,"Federally Inspected","Red Meat"
"7133","Oct-2004","2004","10","Cattle",2693000,"Federally Inspected","Red Meat"
"7134","Sep-2004","2004","9","Cattle",2689400,"Federally Inspected","Red Meat"
"7135","Aug-2004","2004","8","Cattle",2774800,"Federally Inspected","Red Meat"
"7136","Jul-2004","2004","7","Cattle",2745100,"Federally Inspected","Red Meat"
"7137","Jun-2004","2004","6","Cattle",2948700,"Federally Inspected","Red Meat"
"7138","May-2004","2004","5","Cattle",2792100,"Federally Inspected","Red Meat"
