"","Date","Year","Month","Animal","Weight","Type_Of_Meat"
"1923","Oct-1986",1986,10,"Lamb and Mutton",14.45,"Red Meat"
"1924","Sep-1986",1986,9,"Lamb and Mutton",15.46,"Red Meat"
"1925","Aug-1986",1986,8,"Lamb and Mutton",14.32,"Red Meat"
"1926","Jul-1986",1986,7,"Lamb and Mutton",14.07,"Red Meat"
"1927","Jun-1986",1986,6,"Lamb and Mutton",12.74,"Red Meat"
"1928","May-1986",1986,5,"Lamb and Mutton",12.75,"Red Meat"
"1929","Apr-1986",1986,4,"Lamb and Mutton",11.81,"Red Meat"
"1930","Mar-1986",1986,3,"Lamb and Mutton",13.81,"Red Meat"
"1931","Feb-1986",1986,2,"Lamb and Mutton",11.62,"Red Meat"
"1932","Jan-1986",1986,1,"Lamb and Mutton",12.77,"Red Meat"
"1933","Dec-1985",1985,12,"Lamb and Mutton",12.53,"Red Meat"
"1934","Nov-1985",1985,11,"Lamb and Mutton",10.03,"Red Meat"
"1935","Oct-1985",1985,10,"Lamb and Mutton",9.24,"Red Meat"
"1936","Sep-1985",1985,9,"Lamb and Mutton",9.54,"Red Meat"
"1937","Aug-1985",1985,8,"Lamb and Mutton",9.19,"Red Meat"
"1938","Jul-1985",1985,7,"Lamb and Mutton",8.93,"Red Meat"
"1939","Jun-1985",1985,6,"Lamb and Mutton",8.07,"Red Meat"
"1940","May-1985",1985,5,"Lamb and Mutton",7.64,"Red Meat"
"1941","Apr-1985",1985,4,"Lamb and Mutton",6.55,"Red Meat"
"1942","Mar-1985",1985,3,"Lamb and Mutton",6.84,"Red Meat"
"1943","Feb-1985",1985,2,"Lamb and Mutton",7.34,"Red Meat"
"1944","Jan-1985",1985,1,"Lamb and Mutton",7.07,"Red Meat"
"1945","Dec-1984",1984,12,"Lamb and Mutton",7.89,"Red Meat"
"1946","Nov-1984",1984,11,"Lamb and Mutton",8.4,"Red Meat"
"1947","Oct-1984",1984,10,"Lamb and Mutton",8.89,"Red Meat"
"1948","Sep-1984",1984,9,"Lamb and Mutton",7.27,"Red Meat"
"1949","Aug-1984",1984,8,"Lamb and Mutton",8.03,"Red Meat"
"1950","Jul-1984",1984,7,"Lamb and Mutton",8.4,"Red Meat"
"1951","Jun-1984",1984,6,"Lamb and Mutton",8.84,"Red Meat"
"1952","May-1984",1984,5,"Lamb and Mutton",9.12,"Red Meat"
"1953","Apr-1984",1984,4,"Lamb and Mutton",8.06,"Red Meat"
"1954","Mar-1984",1984,3,"Lamb and Mutton",7.54,"Red Meat"
"1955","Feb-1984",1984,2,"Lamb and Mutton",8.37,"Red Meat"
"1956","Jan-1984",1984,1,"Lamb and Mutton",10.7,"Red Meat"
"1957","Dec-1983",1983,12,"Lamb and Mutton",10.27,"Red Meat"
"1958","Nov-1983",1983,11,"Lamb and Mutton",9.09,"Red Meat"
"1959","Oct-1983",1983,10,"Lamb and Mutton",8.62,"Red Meat"
"1960","Sep-1983",1983,9,"Lamb and Mutton",8.82,"Red Meat"
"1961","Aug-1983",1983,8,"Lamb and Mutton",7.72,"Red Meat"
"1962","Jul-1983",1983,7,"Lamb and Mutton",8.69,"Red Meat"
"1963","Jun-1983",1983,6,"Lamb and Mutton",8.84,"Red Meat"
"1964","May-1983",1983,5,"Lamb and Mutton",8.33,"Red Meat"
"1965","Apr-1983",1983,4,"Lamb and Mutton",8.22,"Red Meat"
"1966","Mar-1983",1983,3,"Lamb and Mutton",7.67,"Red Meat"
"1967","Feb-1983",1983,2,"Lamb and Mutton",7.68,"Red Meat"
"1968","Jan-1983",1983,1,"Lamb and Mutton",8.65,"Red Meat"
"1969","Dec-2023",2023,12,"Broiler",847.1,"Poultry"
"1970","Nov-2023",2023,11,"Broiler",822.63,"Poultry"
"1971","Oct-2023",2023,10,"Broiler",795.13,"Poultry"
"1972","Sep-2023",2023,9,"Broiler",793.45,"Poultry"
"1973","Aug-2023",2023,8,"Broiler",810.06,"Poultry"
"1974","Jul-2023",2023,7,"Broiler",825.62,"Poultry"
"1975","Jun-2023",2023,6,"Broiler",799.55,"Poultry"
"1976","May-2023",2023,5,"Broiler",791.82,"Poultry"
"1977","Apr-2023",2023,4,"Broiler",814.57,"Poultry"
"1978","Mar-2023",2023,3,"Broiler",827.48,"Poultry"
"1979","Feb-2023",2023,2,"Broiler",826.88,"Poultry"
"1980","Jan-2023",2023,1,"Broiler",892.37,"Poultry"
"1981","Dec-2022",2022,12,"Broiler",874.59,"Poultry"
"1982","Nov-2022",2022,11,"Broiler",848.87,"Poultry"
"1983","Oct-2022",2022,10,"Broiler",831.48,"Poultry"
"1984","Sep-2022",2022,9,"Broiler",791,"Poultry"
"1985","Aug-2022",2022,8,"Broiler",775.03,"Poultry"
"1986","Jul-2022",2022,7,"Broiler",738.52,"Poultry"
"1987","Jun-2022",2022,6,"Broiler",713.09,"Poultry"
"1988","May-2022",2022,5,"Broiler",730.96,"Poultry"
"1989","Apr-2022",2022,4,"Broiler",747.53,"Poultry"
"1990","Mar-2022",2022,3,"Broiler",747.86,"Poultry"
"1991","Feb-2022",2022,2,"Broiler",734.72,"Poultry"
"1992","Jan-2022",2022,1,"Broiler",705.15,"Poultry"
"1993","Dec-2021",2021,12,"Broiler",709.4,"Poultry"
"1994","Nov-2021",2021,11,"Broiler",720.91,"Poultry"
"1995","Oct-2021",2021,10,"Broiler",699.81,"Poultry"
"1996","Sep-2021",2021,9,"Broiler",676.6,"Poultry"
"1997","Aug-2021",2021,8,"Broiler",691.5,"Poultry"
"1998","Jul-2021",2021,7,"Broiler",700.29,"Poultry"
"1999","Jun-2021",2021,6,"Broiler",690.1,"Poultry"
"2000","May-2021",2021,5,"Broiler",680.6,"Poultry"
"2001","Apr-2021",2021,4,"Broiler",699.62,"Poultry"
"2002","Mar-2021",2021,3,"Broiler",729.8,"Poultry"
"2003","Feb-2021",2021,2,"Broiler",778.54,"Poultry"
"2004","Jan-2021",2021,1,"Broiler",829.68,"Poultry"
"2005","Dec-2020",2020,12,"Broiler",849.48,"Poultry"
"2006","Nov-2020",2020,11,"Broiler",874.05,"Poultry"
"2007","Oct-2020",2020,10,"Broiler",850.85,"Poultry"
"2008","Sep-2020",2020,9,"Broiler",848.72,"Poultry"
"2009","Aug-2020",2020,8,"Broiler",845.79,"Poultry"
"2010","Jul-2020",2020,7,"Broiler",836.43,"Poultry"
"2011","Jun-2020",2020,6,"Broiler",830.83,"Poultry"
"2012","May-2020",2020,5,"Broiler",899.83,"Poultry"
"2013","Apr-2020",2020,4,"Broiler",880.16,"Poultry"
"2014","Mar-2020",2020,3,"Broiler",880.61,"Poultry"
"2015","Feb-2020",2020,2,"Broiler",914.63,"Poultry"
"2016","Jan-2020",2020,1,"Broiler",936.69,"Poultry"
"2017","Dec-2019",2019,12,"Broiler",945.98,"Poultry"
"2018","Nov-2019",2019,11,"Broiler",919.26,"Poultry"
"2019","Oct-2019",2019,10,"Broiler",875.79,"Poultry"
"2020","Sep-2019",2019,9,"Broiler",849.46,"Poultry"
"2021","Aug-2019",2019,8,"Broiler",811.8,"Poultry"
"2022","Jul-2019",2019,7,"Broiler",803.35,"Poultry"
"2023","Jun-2019",2019,6,"Broiler",803.98,"Poultry"
"2024","May-2019",2019,5,"Broiler",847.97,"Poultry"
"2025","Apr-2019",2019,4,"Broiler",834.62,"Poultry"
"2026","Mar-2019",2019,3,"Broiler",831.61,"Poultry"
"2027","Feb-2019",2019,2,"Broiler",814.13,"Poultry"
"2028","Jan-2019",2019,1,"Broiler",844.55,"Poultry"
"2029","Dec-2018",2018,12,"Broiler",898.7,"Poultry"
"2030","Nov-2018",2018,11,"Broiler",908.33,"Poultry"
"2031","Oct-2018",2018,10,"Broiler",923.66,"Poultry"
"2032","Sep-2018",2018,9,"Broiler",887.14,"Poultry"
"2033","Aug-2018",2018,8,"Broiler",837.77,"Poultry"
"2034","Jul-2018",2018,7,"Broiler",847.52,"Poultry"
"2035","Jun-2018",2018,6,"Broiler",841.15,"Poultry"
"2036","May-2018",2018,5,"Broiler",838.21,"Poultry"
"2037","Apr-2018",2018,4,"Broiler",840.71,"Poultry"
"2038","Mar-2018",2018,3,"Broiler",863.47,"Poultry"
"2039","Feb-2018",2018,2,"Broiler",843.75,"Poultry"
"2040","Jan-2018",2018,1,"Broiler",855.94,"Poultry"
"2041","Dec-2017",2017,12,"Broiler",865.47,"Poultry"
"2042","Nov-2017",2017,11,"Broiler",843.54,"Poultry"
"2043","Oct-2017",2017,10,"Broiler",788.74,"Poultry"
"2044","Sep-2017",2017,9,"Broiler",752.67,"Poultry"
"2045","Aug-2017",2017,8,"Broiler",767.97,"Poultry"
"2046","Jul-2017",2017,7,"Broiler",778.48,"Poultry"
"2047","Jun-2017",2017,6,"Broiler",757.41,"Poultry"
"2048","May-2017",2017,5,"Broiler",768.48,"Poultry"
"2049","Apr-2017",2017,4,"Broiler",741.95,"Poultry"
"2050","Mar-2017",2017,3,"Broiler",764.06,"Poultry"
"2051","Feb-2017",2017,2,"Broiler",748.51,"Poultry"
"2052","Jan-2017",2017,1,"Broiler",777.55,"Poultry"
"2053","Dec-2016",2016,12,"Broiler",760.93,"Poultry"
"2054","Nov-2016",2016,11,"Broiler",746.88,"Poultry"
"2055","Oct-2016",2016,10,"Broiler",737.53,"Poultry"
"2056","Sep-2016",2016,9,"Broiler",742.57,"Poultry"
"2057","Aug-2016",2016,8,"Broiler",795.06,"Poultry"
"2058","Jul-2016",2016,7,"Broiler",785.93,"Poultry"
"2059","Jun-2016",2016,6,"Broiler",777.77,"Poultry"
"2060","May-2016",2016,5,"Broiler",778.33,"Poultry"
"2061","Apr-2016",2016,4,"Broiler",768.72,"Poultry"
"2062","Mar-2016",2016,3,"Broiler",773.6,"Poultry"
"2063","Feb-2016",2016,2,"Broiler",795.54,"Poultry"
"2064","Jan-2016",2016,1,"Broiler",832.33,"Poultry"
"2065","Dec-2015",2015,12,"Broiler",851.3,"Poultry"
"2066","Nov-2015",2015,11,"Broiler",822.18,"Poultry"
"2067","Oct-2015",2015,10,"Broiler",763.01,"Poultry"
"2068","Sep-2015",2015,9,"Broiler",734.45,"Poultry"
"2069","Aug-2015",2015,8,"Broiler",727.19,"Poultry"
"2070","Jul-2015",2015,7,"Broiler",691.09,"Poultry"
"2071","Jun-2015",2015,6,"Broiler",707.79,"Poultry"
"2072","May-2015",2015,5,"Broiler",733.34,"Poultry"
"2073","Apr-2015",2015,4,"Broiler",719.65,"Poultry"
"2074","Mar-2015",2015,3,"Broiler",696.51,"Poultry"
"2075","Feb-2015",2015,2,"Broiler",688,"Poultry"
"2076","Jan-2015",2015,1,"Broiler",680.13,"Poultry"
"2077","Dec-2014",2014,12,"Broiler",664.61,"Poultry"
"2078","Nov-2014",2014,11,"Broiler",625.98,"Poultry"
"2079","Oct-2014",2014,10,"Broiler",592.96,"Poultry"
"2080","Sep-2014",2014,9,"Broiler",593.75,"Poultry"
"2081","Aug-2014",2014,8,"Broiler",596.98,"Poultry"
"2082","Jul-2014",2014,7,"Broiler",563.88,"Poultry"
"2083","Jun-2014",2014,6,"Broiler",584.49,"Poultry"
"2084","May-2014",2014,5,"Broiler",557.24,"Poultry"
"2085","Apr-2014",2014,4,"Broiler",564.37,"Poultry"
"2086","Mar-2014",2014,3,"Broiler",649.96,"Poultry"
"2087","Feb-2014",2014,2,"Broiler",658.64,"Poultry"
"2088","Jan-2014",2014,1,"Broiler",668.67,"Poultry"
"2089","Dec-2013",2013,12,"Broiler",709.01,"Poultry"
"2090","Nov-2013",2013,11,"Broiler",692.66,"Poultry"
"2091","Oct-2013",2013,10,"Broiler",650.64,"Poultry"
"2092","Sep-2013",2013,9,"Broiler",683.94,"Poultry"
"2093","Aug-2013",2013,8,"Broiler",673.56,"Poultry"
"2094","Jul-2013",2013,7,"Broiler",653.49,"Poultry"
"2095","Jun-2013",2013,6,"Broiler",666.93,"Poultry"
"2096","May-2013",2013,5,"Broiler",654.86,"Poultry"
"2097","Apr-2013",2013,4,"Broiler",607.05,"Poultry"
"2098","Mar-2013",2013,3,"Broiler",631.09,"Poultry"
"2099","Feb-2013",2013,2,"Broiler",643.37,"Poultry"
"2100","Jan-2013",2013,1,"Broiler",651.06,"Poultry"
"2101","Dec-2012",2012,12,"Broiler",645.89,"Poultry"
"2102","Nov-2012",2012,11,"Broiler",628.29,"Poultry"
"2103","Oct-2012",2012,10,"Broiler",622.96,"Poultry"
"2104","Sep-2012",2012,9,"Broiler",628.55,"Poultry"
"2105","Aug-2012",2012,8,"Broiler",614.94,"Poultry"
"2106","Jul-2012",2012,7,"Broiler",606.17,"Poultry"
"2107","Jun-2012",2012,6,"Broiler",605.53,"Poultry"
"2108","May-2012",2012,5,"Broiler",570.88,"Poultry"
"2109","Apr-2012",2012,4,"Broiler",546.72,"Poultry"
"2110","Mar-2012",2012,3,"Broiler",567.97,"Poultry"
"2111","Feb-2012",2012,2,"Broiler",573.15,"Poultry"
"2112","Jan-2012",2012,1,"Broiler",590.43,"Poultry"
"2113","Dec-2011",2011,12,"Broiler",619,"Poultry"
"2114","Nov-2011",2011,11,"Broiler",666.88,"Poultry"
"2115","Oct-2011",2011,10,"Broiler",639.4,"Poultry"
"2116","Sep-2011",2011,9,"Broiler",657.98,"Poultry"
"2117","Aug-2011",2011,8,"Broiler",718.41,"Poultry"
"2118","Jul-2011",2011,7,"Broiler",716.22,"Poultry"
"2119","Jun-2011",2011,6,"Broiler",716.97,"Poultry"
"2120","May-2011",2011,5,"Broiler",704,"Poultry"
"2121","Apr-2011",2011,4,"Broiler",660.78,"Poultry"
"2122","Mar-2011",2011,3,"Broiler",682.47,"Poultry"
"2123","Feb-2011",2011,2,"Broiler",739.54,"Poultry"
"2124","Jan-2011",2011,1,"Broiler",772.59,"Poultry"
"2125","Dec-2010",2010,12,"Broiler",737.57,"Poultry"
"2126","Nov-2010",2010,11,"Broiler",700.25,"Poultry"
"2127","Oct-2010",2010,10,"Broiler",678.25,"Poultry"
"2128","Sep-2010",2010,9,"Broiler",665.31,"Poultry"
"2129","Aug-2010",2010,8,"Broiler",636.49,"Poultry"
"2130","Jul-2010",2010,7,"Broiler",634.82,"Poultry"
"2131","Jun-2010",2010,6,"Broiler",663.52,"Poultry"
"2132","May-2010",2010,5,"Broiler",607.54,"Poultry"
"2133","Apr-2010",2010,4,"Broiler",596.09,"Poultry"
"2134","Mar-2010",2010,3,"Broiler",607.25,"Poultry"
"2135","Feb-2010",2010,2,"Broiler",610.82,"Poultry"
"2136","Jan-2010",2010,1,"Broiler",615.92,"Poultry"
"2137","Dec-2009",2009,12,"Broiler",640.35,"Poultry"
"2138","Nov-2009",2009,11,"Broiler",613.44,"Poultry"
"2139","Oct-2009",2009,10,"Broiler",613.05,"Poultry"
"2140","Sep-2009",2009,9,"Broiler",626.03,"Poultry"
"2141","Aug-2009",2009,8,"Broiler",661.69,"Poultry"
"2142","Jul-2009",2009,7,"Broiler",632.63,"Poultry"
"2143","Jun-2009",2009,6,"Broiler",622.64,"Poultry"
"2144","May-2009",2009,5,"Broiler",640.98,"Poultry"
"2145","Apr-2009",2009,4,"Broiler",619.85,"Poultry"
"2146","Mar-2009",2009,3,"Broiler",630.62,"Poultry"
"2147","Feb-2009",2009,2,"Broiler",676.54,"Poultry"
"2148","Jan-2009",2009,1,"Broiler",744.99,"Poultry"
"2149","Dec-2008",2008,12,"Broiler",788.45,"Poultry"
"2150","Nov-2008",2008,11,"Broiler",760.29,"Poultry"
"2151","Oct-2008",2008,10,"Broiler",728.47,"Poultry"
"2152","Sep-2008",2008,9,"Broiler",719.88,"Poultry"
"2153","Aug-2008",2008,8,"Broiler",708.59,"Poultry"
"2154","Jul-2008",2008,7,"Broiler",739.2,"Poultry"
"2155","Jun-2008",2008,6,"Broiler",724.61,"Poultry"
"2156","May-2008",2008,5,"Broiler",727.54,"Poultry"
"2157","Apr-2008",2008,4,"Broiler",746.64,"Poultry"
"2158","Mar-2008",2008,3,"Broiler",742.75,"Poultry"
"2159","Feb-2008",2008,2,"Broiler",752.21,"Poultry"
"2160","Jan-2008",2008,1,"Broiler",718.8,"Poultry"
"2161","Dec-2007",2007,12,"Broiler",692.29,"Poultry"
"2162","Nov-2007",2007,11,"Broiler",668.73,"Poultry"
"2163","Oct-2007",2007,10,"Broiler",629.07,"Poultry"
"2164","Sep-2007",2007,9,"Broiler",623.7,"Poultry"
"2165","Aug-2007",2007,8,"Broiler",637.12,"Poultry"
"2166","Jul-2007",2007,7,"Broiler",619.17,"Poultry"
"2167","Jun-2007",2007,6,"Broiler",590.58,"Poultry"
"2168","May-2007",2007,5,"Broiler",584.14,"Poultry"
"2169","Apr-2007",2007,4,"Broiler",580.96,"Poultry"
"2170","Mar-2007",2007,3,"Broiler",600.89,"Poultry"
"2171","Feb-2007",2007,2,"Broiler",659.11,"Poultry"
"2172","Jan-2007",2007,1,"Broiler",732.31,"Poultry"
"2173","Dec-2006",2006,12,"Broiler",670.6,"Poultry"
"2174","Nov-2006",2006,11,"Broiler",696.74,"Poultry"
"2175","Oct-2006",2006,10,"Broiler",685.76,"Poultry"
"2176","Sep-2006",2006,9,"Broiler",685.02,"Poultry"
"2177","Aug-2006",2006,8,"Broiler",704.33,"Poultry"
"2178","Jul-2006",2006,7,"Broiler",760.52,"Poultry"
"2179","Jun-2006",2006,6,"Broiler",753.17,"Poultry"
"2180","May-2006",2006,5,"Broiler",817.58,"Poultry"
"2181","Apr-2006",2006,4,"Broiler",854.27,"Poultry"
"2182","Mar-2006",2006,3,"Broiler",910.92,"Poultry"
"2183","Feb-2006",2006,2,"Broiler",907.97,"Poultry"
"2184","Jan-2006",2006,1,"Broiler",910.45,"Poultry"
"2185","Dec-2005",2005,12,"Broiler",859,"Poultry"
"2186","Nov-2005",2005,11,"Broiler",791.32,"Poultry"
"2187","Oct-2005",2005,10,"Broiler",742.85,"Poultry"
"2188","Sep-2005",2005,9,"Broiler",695.65,"Poultry"
"2189","Aug-2005",2005,8,"Broiler",710.33,"Poultry"
"2190","Jul-2005",2005,7,"Broiler",675.93,"Poultry"
"2191","Jun-2005",2005,6,"Broiler",652.86,"Poultry"
"2192","May-2005",2005,5,"Broiler",678.78,"Poultry"
"2193","Apr-2005",2005,4,"Broiler",657.93,"Poultry"
"2194","Mar-2005",2005,3,"Broiler",620.29,"Poultry"
"2195","Feb-2005",2005,2,"Broiler",630.09,"Poultry"
"2196","Jan-2005",2005,1,"Broiler",701.79,"Poultry"
"2197","Dec-2004",2004,12,"Broiler",747.64,"Poultry"
"2198","Nov-2004",2004,11,"Broiler",779.82,"Poultry"
"2199","Oct-2004",2004,10,"Broiler",758.93,"Poultry"
"2200","Sep-2004",2004,9,"Broiler",704.19,"Poultry"
"2201","Aug-2004",2004,8,"Broiler",706.04,"Poultry"
"2202","Jul-2004",2004,7,"Broiler",748.86,"Poultry"
"2203","Jun-2004",2004,6,"Broiler",642.81,"Poultry"
"2204","May-2004",2004,5,"Broiler",621.98,"Poultry"
"2205","Apr-2004",2004,4,"Broiler",581.75,"Poultry"
"2206","Mar-2004",2004,3,"Broiler",522.8,"Poultry"
"2207","Feb-2004",2004,2,"Broiler",520.17,"Poultry"
"2208","Jan-2004",2004,1,"Broiler",596.83,"Poultry"
"2209","Dec-2003",2003,12,"Broiler",557.8,"Poultry"
"2210","Nov-2003",2003,11,"Broiler",586.71,"Poultry"
"2211","Oct-2003",2003,10,"Broiler",590.66,"Poultry"
"2212","Sep-2003",2003,9,"Broiler",601.01,"Poultry"
"2213","Aug-2003",2003,8,"Broiler",621.27,"Poultry"
"2214","Jul-2003",2003,7,"Broiler",639.61,"Poultry"
"2215","Jun-2003",2003,6,"Broiler",672.03,"Poultry"
"2216","May-2003",2003,5,"Broiler",NA,"Poultry"
"2217","Apr-2003",2003,4,"Broiler",NA,"Poultry"
"2218","Mar-2003",2003,3,"Broiler",NA,"Poultry"
"2219","Feb-2003",2003,2,"Broiler",NA,"Poultry"
"2220","Jan-2003",2003,1,"Broiler",NA,"Poultry"
"2221","Dec-2002",2002,12,"Broiler",NA,"Poultry"
"2222","Nov-2002",2002,11,"Broiler",NA,"Poultry"
"2223","Oct-2002",2002,10,"Broiler",NA,"Poultry"
"2224","Sep-2002",2002,9,"Broiler",NA,"Poultry"
"2225","Aug-2002",2002,8,"Broiler",NA,"Poultry"
"2226","Jul-2002",2002,7,"Broiler",NA,"Poultry"
"2227","Jun-2002",2002,6,"Broiler",NA,"Poultry"
"2228","May-2002",2002,5,"Broiler",NA,"Poultry"
"2229","Apr-2002",2002,4,"Broiler",NA,"Poultry"
"2230","Mar-2002",2002,3,"Broiler",NA,"Poultry"
"2231","Feb-2002",2002,2,"Broiler",NA,"Poultry"
"2232","Jan-2002",2002,1,"Broiler",NA,"Poultry"
"2233","Dec-2001",2001,12,"Broiler",NA,"Poultry"
"2234","Nov-2001",2001,11,"Broiler",NA,"Poultry"
"2235","Oct-2001",2001,10,"Broiler",NA,"Poultry"
"2236","Sep-2001",2001,9,"Broiler",NA,"Poultry"
"2237","Aug-2001",2001,8,"Broiler",NA,"Poultry"
"2238","Jul-2001",2001,7,"Broiler",NA,"Poultry"
"2239","Jun-2001",2001,6,"Broiler",NA,"Poultry"
"2240","May-2001",2001,5,"Broiler",NA,"Poultry"
"2241","Apr-2001",2001,4,"Broiler",NA,"Poultry"
"2242","Mar-2001",2001,3,"Broiler",NA,"Poultry"
"2243","Feb-2001",2001,2,"Broiler",NA,"Poultry"
"2244","Jan-2001",2001,1,"Broiler",NA,"Poultry"
"2245","Dec-2000",2000,12,"Broiler",NA,"Poultry"
"2246","Nov-2000",2000,11,"Broiler",NA,"Poultry"
"2247","Oct-2000",2000,10,"Broiler",NA,"Poultry"
"2248","Sep-2000",2000,9,"Broiler",NA,"Poultry"
"2249","Aug-2000",2000,8,"Broiler",NA,"Poultry"
"2250","Jul-2000",2000,7,"Broiler",NA,"Poultry"
"2251","Jun-2000",2000,6,"Broiler",NA,"Poultry"
"2252","May-2000",2000,5,"Broiler",NA,"Poultry"
"2253","Apr-2000",2000,4,"Broiler",NA,"Poultry"
"2254","Mar-2000",2000,3,"Broiler",NA,"Poultry"
"2255","Feb-2000",2000,2,"Broiler",NA,"Poultry"
"2256","Jan-2000",2000,1,"Broiler",NA,"Poultry"
"2257","Dec-1999",1999,12,"Broiler",NA,"Poultry"
"2258","Nov-1999",1999,11,"Broiler",NA,"Poultry"
"2259","Oct-1999",1999,10,"Broiler",NA,"Poultry"
"2260","Sep-1999",1999,9,"Broiler",NA,"Poultry"
"2261","Aug-1999",1999,8,"Broiler",NA,"Poultry"
"2262","Jul-1999",1999,7,"Broiler",NA,"Poultry"
"2263","Jun-1999",1999,6,"Broiler",NA,"Poultry"
"2264","May-1999",1999,5,"Broiler",NA,"Poultry"
"2265","Apr-1999",1999,4,"Broiler",NA,"Poultry"
"2266","Mar-1999",1999,3,"Broiler",NA,"Poultry"
"2267","Feb-1999",1999,2,"Broiler",NA,"Poultry"
"2268","Jan-1999",1999,1,"Broiler",NA,"Poultry"
"2269","Dec-1998",1998,12,"Broiler",NA,"Poultry"
"2270","Nov-1998",1998,11,"Broiler",NA,"Poultry"
"2271","Oct-1998",1998,10,"Broiler",NA,"Poultry"
"2272","Sep-1998",1998,9,"Broiler",NA,"Poultry"
"2273","Aug-1998",1998,8,"Broiler",NA,"Poultry"
"2274","Jul-1998",1998,7,"Broiler",NA,"Poultry"
"2275","Jun-1998",1998,6,"Broiler",NA,"Poultry"
"2276","May-1998",1998,5,"Broiler",NA,"Poultry"
"2277","Apr-1998",1998,4,"Broiler",NA,"Poultry"
"2278","Mar-1998",1998,3,"Broiler",NA,"Poultry"
"2279","Feb-1998",1998,2,"Broiler",NA,"Poultry"
"2280","Jan-1998",1998,1,"Broiler",NA,"Poultry"
"2281","Dec-1997",1997,12,"Broiler",NA,"Poultry"
"2282","Nov-1997",1997,11,"Broiler",NA,"Poultry"
"2283","Oct-1997",1997,10,"Broiler",NA,"Poultry"
"2284","Sep-1997",1997,9,"Broiler",NA,"Poultry"
"2285","Aug-1997",1997,8,"Broiler",NA,"Poultry"
"2286","Jul-1997",1997,7,"Broiler",NA,"Poultry"
"2287","Jun-1997",1997,6,"Broiler",NA,"Poultry"
"2288","May-1997",1997,5,"Broiler",NA,"Poultry"
"2289","Apr-1997",1997,4,"Broiler",NA,"Poultry"
"2290","Mar-1997",1997,3,"Broiler",NA,"Poultry"
"2291","Feb-1997",1997,2,"Broiler",NA,"Poultry"
"2292","Jan-1997",1997,1,"Broiler",NA,"Poultry"
"2293","Dec-1996",1996,12,"Broiler",NA,"Poultry"
"2294","Nov-1996",1996,11,"Broiler",NA,"Poultry"
"2295","Oct-1996",1996,10,"Broiler",NA,"Poultry"
"2296","Sep-1996",1996,9,"Broiler",NA,"Poultry"
"2297","Aug-1996",1996,8,"Broiler",NA,"Poultry"
"2298","Jul-1996",1996,7,"Broiler",NA,"Poultry"
"2299","Jun-1996",1996,6,"Broiler",NA,"Poultry"
"2300","May-1996",1996,5,"Broiler",NA,"Poultry"
"2301","Apr-1996",1996,4,"Broiler",NA,"Poultry"
"2302","Mar-1996",1996,3,"Broiler",NA,"Poultry"
"2303","Feb-1996",1996,2,"Broiler",NA,"Poultry"
"2304","Jan-1996",1996,1,"Broiler",NA,"Poultry"
"2305","Dec-1995",1995,12,"Broiler",NA,"Poultry"
"2306","Nov-1995",1995,11,"Broiler",NA,"Poultry"
"2307","Oct-1995",1995,10,"Broiler",NA,"Poultry"
"2308","Sep-1995",1995,9,"Broiler",NA,"Poultry"
"2309","Aug-1995",1995,8,"Broiler",NA,"Poultry"
"2310","Jul-1995",1995,7,"Broiler",NA,"Poultry"
"2311","Jun-1995",1995,6,"Broiler",NA,"Poultry"
"2312","May-1995",1995,5,"Broiler",NA,"Poultry"
"2313","Apr-1995",1995,4,"Broiler",NA,"Poultry"
"2314","Mar-1995",1995,3,"Broiler",NA,"Poultry"
"2315","Feb-1995",1995,2,"Broiler",NA,"Poultry"
"2316","Jan-1995",1995,1,"Broiler",NA,"Poultry"
"2317","Dec-1994",1994,12,"Broiler",NA,"Poultry"
"2318","Nov-1994",1994,11,"Broiler",NA,"Poultry"
"2319","Oct-1994",1994,10,"Broiler",NA,"Poultry"
"2320","Sep-1994",1994,9,"Broiler",NA,"Poultry"
"2321","Aug-1994",1994,8,"Broiler",NA,"Poultry"
"2322","Jul-1994",1994,7,"Broiler",NA,"Poultry"
"2323","Jun-1994",1994,6,"Broiler",NA,"Poultry"
"2324","May-1994",1994,5,"Broiler",NA,"Poultry"
"2325","Apr-1994",1994,4,"Broiler",NA,"Poultry"
"2326","Mar-1994",1994,3,"Broiler",NA,"Poultry"
"2327","Feb-1994",1994,2,"Broiler",NA,"Poultry"
"2328","Jan-1994",1994,1,"Broiler",NA,"Poultry"
"2329","Dec-1993",1993,12,"Broiler",NA,"Poultry"
"2330","Nov-1993",1993,11,"Broiler",NA,"Poultry"
"2331","Oct-1993",1993,10,"Broiler",NA,"Poultry"
"2332","Sep-1993",1993,9,"Broiler",NA,"Poultry"
"2333","Aug-1993",1993,8,"Broiler",NA,"Poultry"
"2334","Jul-1993",1993,7,"Broiler",NA,"Poultry"
"2335","Jun-1993",1993,6,"Broiler",NA,"Poultry"
"2336","May-1993",1993,5,"Broiler",NA,"Poultry"
"2337","Apr-1993",1993,4,"Broiler",NA,"Poultry"
"2338","Mar-1993",1993,3,"Broiler",NA,"Poultry"
"2339","Feb-1993",1993,2,"Broiler",NA,"Poultry"
"2340","Jan-1993",1993,1,"Broiler",NA,"Poultry"
"2341","Dec-1992",1992,12,"Broiler",NA,"Poultry"
"2342","Nov-1992",1992,11,"Broiler",NA,"Poultry"
"2343","Oct-1992",1992,10,"Broiler",NA,"Poultry"
